"id","x","y","px","py","n_local","P_climate","LST_climate","water_soil","NDVI_plant","soil_plant","climate_plant","climate_soil","sig.P_climate","sig.LST_climate","sig.water_soil","sig.NDVI_plant","sig.soil_plant","sig.climate_plant","sig.climate_soil"
31,91.1445,28.2178,8421.24825428908,3120.042146,468,-0.446778887825202,1.12162432722802,-0.876479509744355,1.01637304346768,-0.918558048766893,0.59736730203322,0.663531396444819,0,0,0,0,0,0,0
32,91.2439,28.2371,8430.43226513424,3122.176147,472,-0.42610550777751,1.12811287081874,-0.878002161507187,1.01303209043986,-0.916245245239637,0.596269505983783,0.652280604002858,0,0,0,0,0,0,0
33,89.5511,28.2606,8274.02689734067,3124.774542,468,-0.448230693494404,1.1125927004385,-0.882143520219471,1.03204053695879,-0.91842924540655,0.591983349592121,0.70088181658271,0,0,0,0,0,0,0
34,85.8233,28.2769,7929.59877230473,3126.576833,464,-0.466220151826589,1.13231587480274,-0.903772044310273,1.06395989045444,-0.817501545083693,0.424969061162341,0.69687248025468,0,0,0,0,0,0,0
35,87.596,28.2778,8093.38645867503,3126.676346,469,-0.442131306702128,1.12826007907882,-0.879686477817601,1.07429111759616,-0.789699282684051,0.413788635556657,0.694804947675386,0,0,0,0,0,2.22044604925031e-16,0
36,98.372,28.2799,9089.02932454427,3126.908543,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,97.5688,28.2856,9014.8180819806,3127.538792,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,88.7493,28.2886,8199.94500704242,3127.870502,468,-0.419923522324202,1.14059489498365,-0.876787758649141,1.04282415773712,-0.862079886187966,0.487897826791179,0.672151479998361,0,0,0,0,0,0,0
39,101.313,28.2984,9360.76147641152,3128.954088,268,-0.143281572834421,1.51674051521516,-0.369318366216472,0.928276323122885,0.456745915778023,0.169582700350083,0.620980121845327,0.000457936837861661,3.33066907387547e-15,2.08316852656765e-09,0,0.00103137063624348,0.127138591708309,8.06057443014652e-10
40,87.9376,28.3087,8124.94841143867,3130.092959,472,-0.431871123728257,1.13725937501446,-0.883267325282896,1.06019209121307,-0.816155020557003,0.43665817798187,0.680386067120808,0,0,0,0,0,0,0
41,86.0413,28.3203,7949.74076792086,3131.375571,468,-0.452568301356736,1.14271664687624,-0.900104594342195,1.06461626035842,-0.799121224678425,0.402666238719242,0.685795888739003,0,0,0,0,0,2.22044604925031e-16,0
42,92.1061,28.3208,8510.09478174081,3131.430856,495,-0.326535331272522,1.23539274769159,-0.872675294328616,1.00042446246068,-0.814117812295358,0.480810940813109,0.577183572172323,0,0,0,0,0,0,0
43,88.6623,28.321,8191.90668769103,3131.45297,468,-0.416023277344653,1.14320909286917,-0.874039599633659,1.04989751385414,-0.838587569587086,0.463692470080657,0.67342726631061,0,0,0,0,0,0,0
44,87.5579,28.333,8089.86622916597,3132.77981,476,-0.446938432729302,1.12870127075518,-0.882119875785792,1.07404546460201,-0.791236645515586,0.412218457829644,0.695108271628703,0,0,0,0,0,0,0
45,97.2386,28.3357,8984.30942623542,3133.078349,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,89.1131,28.3446,8233.55811715779,3134.062422,473,-0.420268054192598,1.14093837437885,-0.881407307536614,1.03441648276152,-0.875511925358475,0.52716403025042,0.670962746873023,0,0,0,0,0,0,0
47,92.0967,28.3585,8509.22627367296,3135.599345,497,-0.318583584287886,1.24515967104483,-0.871337012046168,1.00061028769597,-0.806907716714326,0.470930300646962,0.572771102053629,0,0,0,0,0,0,0
48,88.561,28.378,8182.54712734279,3137.75546,471,-0.421191333733618,1.1427201527449,-0.874715496505576,1.05088585999764,-0.839437173320025,0.460674348609183,0.675386547079981,0,0,0,0,0,0,0
49,92.0369,28.3993,8503.70108404982,3140.110601,497,-0.335205652148829,1.22686568014007,-0.875333823662355,1.00232283535702,-0.821508538304336,0.485756371048874,0.584235830475206,0,0,0,0,0,0,0
50,86.2919,28.4081,7972.89482343189,3141.083617,479,-0.459458961870004,1.1378141371409,-0.89092882832814,1.06640210535771,-0.796664761320075,0.393053968929196,0.679756450244475,0,0,0,0,0,2.22044604925031e-16,0
51,99.666,28.4115,9208.58777558685,3141.459555,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,99.434,28.4198,9187.15225731646,3142.377286,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,87.6859,28.4261,8101.6927220048,3143.073877,485,-0.433536123884177,1.14508208268583,-0.887125353618423,1.06211266299111,-0.796668241548104,0.416119523503916,0.673629369699724,0,0,0,0,0,0,0
54,92.2566,28.4372,8524.00015027397,3144.301204,501,-0.319227291584653,1.24561065626324,-0.872320142485395,0.998166466506556,-0.807896679275813,0.474557580543307,0.567978082367447,0,0,0,0,0,0,0
55,86.5353,28.4524,7995.38363872073,3145.981868,489,-0.459021414622151,1.13518876227365,-0.893325811719815,1.07247761090819,-0.790856650407752,0.391650903237819,0.687652030577945,0,0,0,0,0,0,0
56,100.501,28.4688,9285.73716246517,3147.795216,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,91.4879,28.4809,8452.97651710826,3149.133113,494,-0.412951063206335,1.1377413976529,-0.879854525477275,1.01191840744527,-0.91732148860503,0.578114137671183,0.634272831871982,0,0,0,0,0,0,0
58,98.3608,28.4958,9087.99450642087,3150.780606,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,88.148,28.4962,8144.3882090425,3150.824834,490,-0.42551389220494,1.14388127580219,-0.88207925880873,1.05007563964046,-0.837620028308785,0.456839518642184,0.67088905712924,0,0,0,0,0,0,0
60,98.2305,28.5271,9075.95550628884,3154.241447,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,86.7419,28.5294,8014.47233731841,3154.495758,493,-0.442356370853005,1.15545343621073,-0.893276320913955,1.0695045106545,-0.766488574820021,0.370518494948416,0.663679852666137,0,0,0,0,0,0,0
62,101.559,28.5333,9383.49051733615,3154.926981,269,-0.146274443164783,1.50303080884934,-0.361802104048551,0.928135672104801,0.419711036299041,0.20062270309477,0.600026460409912,0.000490814048655253,4.88498130835069e-15,3.67971186854277e-09,0,0.000994495799831352,0.0498974933192422,9.61272172972372e-10
63,90.0389,28.5356,8319.09692239366,3155.181292,496,-0.441329466942253,1.11953554984161,-0.886333647142551,1.02393483610202,-0.894179403299093,0.578229753194134,0.682011150391187,0,0,0,0,0,0,0
64,101.051,28.5855,9336.55412388203,3160.698735,285,-0.138539213323565,1.54604868639179,-0.353847482597064,0.929657001364568,0.466910541393776,0.158447163772397,0.612996492333278,0.000485240754547478,5.10702591327572e-14,5.80451287035544e-09,0,0.000808202913083589,0.153757804118853,3.37921735038549e-09
65,100.49,28.5919,9284.72082323683,3161.406383,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,99.0884,28.5942,9155.22072665161,3161.660694,379,0.449998535190567,0.327245865126292,-0.196847328224746,1.01339933727109,0.0591200081146903,0.460041763531582,-0.207297210736826,0,1.54476431646344e-12,0.0722050324986279,0,0.154355408841874,0,0.0642345303547123
67,90.8335,28.6047,8392.51357246973,3162.821679,504,-0.451091693113178,1.11973984311031,-0.884548130910675,1.01802676345412,-0.911086559667129,0.566829432326124,0.656361061658923,0,0,0,0,0,0,0
68,86.5867,28.6246,8000.13271475133,3165.022022,501,-0.445268685359689,1.14982029790307,-0.895167799804518,1.07188358914031,-0.770044917703216,0.370036704095508,0.667881919458674,0,0,0,0,0,0,0
69,87.8486,28.6255,8116.72530313666,3165.121535,506,-0.436699709760684,1.14941723258758,-0.888793526311474,1.055274184316,-0.825228682919989,0.427100451258122,0.666739234484953,0,0,0,0,0,0,0
70,93.0561,28.6256,8597.86953327902,3165.132592,512,-0.220526413823916,1.42924865972722,-0.854428344088674,0.996097423935817,-0.689816537566901,0.362644408065408,0.476575470865988,1.01306962818626e-10,0,0,0,0,3.52584628160457e-12,0
71,87.0158,28.6456,8039.77918410401,3167.343992,499,-0.4553739179244,1.14469721910583,-0.897053320019372,1.07543822422037,-0.752944931062227,0.370574763022154,0.668928017255989,0,0,0,0,0,0,0
72,88.7596,28.6573,8200.89667013805,3168.637661,498,-0.422596763207736,1.15268194429845,-0.886544595664829,1.03655670305839,-0.865193995481645,0.477862019871566,0.654847159741119,0,0,0,0,0,0,0
73,85.7438,28.6603,7922.25341151811,3168.969371,493,-0.461142934397433,1.15393600249732,-0.905093411927968,1.0596343559916,-0.795737904747436,0.390235603792573,0.66466889814546,0,0,0,0,0,0,0
74,90.072,28.6836,8322.1551795262,3171.545652,513,-0.437296791351932,1.1260350930565,-0.88961248722673,1.02311967722823,-0.883039521792299,0.559565516945843,0.670037106557989,0,0,0,0,0,0,0
75,88.4002,28.7013,8167.69009571401,3173.502741,505,-0.429062312546986,1.14624165986683,-0.88077276596585,1.04997099907051,-0.851982930630852,0.450924785376785,0.669297186276756,0,0,0,0,0,0,0
76,90.2159,28.7042,8335.45074452236,3173.823394,513,-0.452352631622583,1.12000091709647,-0.889597829546397,1.02077338760218,-0.898981059175373,0.566478324556999,0.666277579755666,0,0,0,0,0,0,0
77,92.0066,28.7108,8500.90153144813,3174.553156,528,-0.351095108383421,1.21968375836415,-0.878769834672645,1.00310817850381,-0.832627362648819,0.476235188202862,0.567674320864133,0,0,0,0,0,0,0
78,89.6632,28.7118,8284.38431802218,3174.663726,516,-0.427975473345491,1.13939474794003,-0.888568097658871,1.02682227000882,-0.88308217352228,0.539681643552038,0.665533457063317,0,0,0,0,0,0,0
79,90.3408,28.7277,8346.99081448775,3176.421789,516,-0.459529919251155,1.11784788470512,-0.887715062226125,1.0227211161364,-0.897838674754053,0.548500744685978,0.664147503463707,0,0,0,0,0,0,0
80,100.662,28.7339,9300.61267298902,3177.107323,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,89.4589,28.754,8265.5081267177,3179.32978,513,-0.427594322039004,1.13787470538123,-0.888504086245867,1.02993418414042,-0.88463932875386,0.541583940196709,0.673614255641254,0,0,0,0,0,0,0
82,92.2644,28.762,8524.72082718134,3180.21434,530,-0.312680388188798,1.27116929686165,-0.874370185415062,1.00020715187892,-0.792536771532579,0.434176264340551,0.543708571379408,0,0,0,0,0,0,0
83,84.2307,28.772,7782.45133093656,3181.32004,485,-0.389398870556412,1.19869916445393,-0.904549437742658,1.09402384477582,-0.62093741964595,0.294048961600805,0.647110415796819,0,0,0,0,0,1.01540997832217e-12,0
84,86.2421,28.7814,7968.29357856178,3182.359398,513,-0.456698048592754,1.15649820274867,-0.90436246376826,1.07189488456814,-0.74729705034408,0.356440705722933,0.660574180106066,0,0,0,0,0,0,0
85,93.3011,28.782,8620.50617972835,3182.42574,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,88.6782,28.7852,8193.37575984835,3182.779564,514,-0.435870919754429,1.14981281702277,-0.890012044739525,1.03694730366749,-0.869491536867311,0.475187651345822,0.65797808464017,0,0,0,0,0,0,0
87,98.7521,28.7884,9124.14846460709,3183.133388,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,100.747,28.789,9308.4662033898,3183.19973,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,91.7281,28.7928,8475.16967007613,3183.619896,530,-0.397561548562347,1.15559750256106,-0.881901277992367,1.00952430092097,-0.900724755826654,0.538332698438045,0.60700280080592,0,0,0,0,0,0,0
90,84.8933,28.8006,7843.67191027258,3184.482342,496,-0.396605431374125,1.19969563604907,-0.904290318907805,1.08484662409973,-0.658024470207857,0.311796311626107,0.631762509913073,0,0,0,0,0,4.17443857259059e-14,0
91,85.1881,28.8214,7870.90980159202,3186.782198,500,-0.410137558624129,1.19039856023405,-0.90984226932636,1.07360046296709,-0.70767017122556,0.339048827293819,0.636566392869527,0,0,0,0,0,8.88178419700125e-16,0
92,89.5289,28.827,8271.97573998894,3187.40139,521,-0.426603149670871,1.13877509408026,-0.889374414487416,1.02806247402214,-0.877515246809897,0.534968274298567,0.668993801881289,0,0,0,0,0,0,0
93,99.2625,28.8286,9171.30660480193,3187.578302,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,85.999,28.8311,7945.83248161553,3187.854727,510,-0.459148732656446,1.15502435736163,-0.90354301403597,1.06799891761049,-0.760803987457098,0.364316902381322,0.661833860951128,0,0,0,0,0,0,0
95,84.0267,28.8353,7763.60285797467,3188.319121,490,-0.390866372094291,1.20093860479279,-0.904809256215804,1.09743267924293,-0.605422465707615,0.283619732743942,0.647328704141481,0,0,0,0,0,1.87561077780174e-12,0
96,91.9661,28.8462,8497.15955519834,3189.524334,538,-0.374367246654,1.19039480762545,-0.882817920999352,1.00521230275641,-0.86064158037329,0.496608641737895,0.580565183564369,0,0,0,0,0,0,0
97,89.3174,28.8606,8252.43430846227,3191.116542,522,-0.426978896109537,1.14844331698414,-0.892604677940334,1.03362880916163,-0.860804691165712,0.493999452736977,0.654787504557968,0,0,0,0,0,0,0
98,100.164,28.8628,9254.60022428793,3191.359796,347,0.785693443011958,-0.231732633533133,-0.278356218651538,1.00558032360566,0.769797513332367,0.810998316828112,-0.796741456098192,0,3.0138421144299e-05,5.61198699289278e-07,0,0.0271868593317437,0.0187137306927834,0
99,92.4961,28.8816,8546.12862710913,3193.438512,539,-0.303848897519395,1.29366083119623,-0.874485364265273,0.998680589210639,-0.781979594873775,0.420763670760154,0.523663564387439,0,0,0,0,0,0,0
100,99.5093,28.8818,9194.10956130681,3193.460626,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,97.0397,28.8879,8965.93216509758,3194.135103,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,88.1884,28.8904,8148.12094584475,3194.411528,523,-0.422793148135643,1.16038877451421,-0.881471724601281,1.05024096434544,-0.821198118418252,0.426475158610199,0.658218262312596,0,0,0,0,0,0,0
103,99.6618,28.8917,9208.19971879057,3194.555269,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,84.3466,28.8966,7793.15985062422,3195.097062,499,-0.385246431999871,1.2196778098708,-0.906622760639721,1.09545582273446,-0.604955618497159,0.271447816941095,0.627841280314088,0,0,0,0,0,1.08957287636713e-12,0
105,91.0835,28.9001,8415.61219129557,3195.484057,538,-0.412036574839677,1.15433642424173,-0.892690848078965,1.01218650933524,-0.886857309007494,0.525628232107489,0.610665306226799,0,0,0,0,0,0,0
106,88.9841,28.9005,8221.63922984365,3195.528285,525,-0.420895464688236,1.15974050887015,-0.891702537935508,1.03373208116326,-0.859208872061132,0.469957850122506,0.64185218168486,0,0,0,0,0,0,0
107,84.3995,28.9075,7798.04751836777,3196.302275,501,-0.382429781895334,1.22077546441321,-0.906267828090081,1.09599134694945,-0.600358426774043,0.266344070371772,0.624403636465851,0,0,0,0,0,1.63535851527286e-12,0
108,91.2177,28.9352,8428.01152988129,3199.365064,542,-0.397006200308629,1.16551532808975,-0.890206104880667,1.01199827471775,-0.879487899136946,0.513266680036734,0.603011605242911,0,0,0,0,0,0,0
109,98.27,28.9391,9079.60508806333,3199.796287,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,101.662,28.9452,9393.0071482924,3200.470764,285,0.321787236517819,0.267351423591431,-0.666484833293511,1.09566196096815,0.556035648353613,0.213265075384676,-0.0390805263482974,9.64184177321137e-06,4.66647204679926e-05,0,0,5.81756864903582e-14,0.000139701177209295,0.465388746183829
111,85.9383,28.9472,7940.22413696461,3200.691904,527,-0.445439352056524,1.16546669928879,-0.906027996165589,1.06648180997346,-0.757288512262589,0.351267200055852,0.653323096281747,0,0,0,0,0,0,0
112,100.769,28.9552,9310.49888184648,3201.576464,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,84.1184,28.9591,7772.07543135999,3202.007687,505,-0.383330418729064,1.21318748542106,-0.908123083483118,1.09615768815162,-0.60576595043159,0.274607115835034,0.635566138057626,0,0,0,0,0,1.17528209386819e-12,0
114,83.0029,28.996,7669.00939415907,3206.08772,478,-0.355605349685158,1.21494474075996,-0.915908236793956,1.12448364962529,-0.525580216216695,0.225708390849951,0.652061013171238,0,0,0,0,0,6.77337741450401e-10,0
115,85.7535,29.0083,7923.14963792855,3207.447731,535,-0.434017619655605,1.18989235051876,-0.912186972051678,1.07284102512547,-0.711231731706683,0.313622023720215,0.630727749467327,0,0,0,0,0,0,0
116,101.613,29.0224,9388.47981900253,3209.006768,293,0.384900606443022,0.306827787312069,-0.628162820343977,1.06900307576517,0.563719261671111,0.316195647569895,-0.0523090391438449,3.50499851364816e-10,8.2492727759842e-08,0,0,1.33226762955019e-15,6.24899472168039e-08,0.435973623685658
117,98.7627,29.0231,9125.1278460453,3209.084167,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,91.0324,29.0299,8410.89083360757,3209.836043,544,-0.401970576535223,1.1649546165525,-0.892750851028771,1.01296664566748,-0.87299441352747,0.504895339257247,0.6016908681533,0,0,0,0,0,0,0
119,101.79,29.0342,9404.83364113123,3210.311494,286,-0.139974584859265,1.55372686527137,-0.379831097202351,0.92359926552834,0.320092773517297,0.24662410398431,0.542881614073608,0.000741635710350241,2.94875235340442e-12,1.15929710275964e-10,0,0.00345572750448375,0.00590179932348467,1.25082759705464e-08
120,88.2337,29.0345,8152.306415576,3210.344665,541,-0.421871607381345,1.16582174643937,-0.886633039439634,1.04720849281925,-0.826318683204634,0.417404527481979,0.648775513572838,0,0,0,0,0,0,0
121,99.2161,29.0643,9167.01950114786,3213.639651,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,99.0099,29.0673,9147.9677603403,3213.971361,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,83.6473,29.0974,7728.54839404457,3217.299518,508,-0.3641303200472,1.21199176265677,-0.909911073361605,1.12434233782111,-0.536908953199125,0.23371435265592,0.64926463579677,0,0,0,0,0,1.00011554593493e-10,0
124,89.7561,29.0987,8292.96776477787,3217.443259,561,-0.412027541957028,1.16879592600052,-0.898743611847265,1.02418184502801,-0.837982595293183,0.471211618493705,0.629272445205404,0,0,0,0,0,0,0
125,84.2509,29.1118,7784.31769933769,3218.891726,515,-0.376854789238933,1.23110411052227,-0.907897600788938,1.097475948207,-0.586181485294297,0.255594209338556,0.617924451704623,0,0,0,0,0,2.24131824211327e-12,0
126,99.6726,29.1206,9209.19757912385,3219.864742,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,91.4418,29.1476,8448.71713179677,3222.850132,563,-0.380563236456163,1.18946753842051,-0.890864454842092,1.01033421461109,-0.852885999602144,0.474240662496051,0.580393123120382,0,0,0,0,0,0,0
128,96.6206,29.156,8927.20964049793,3223.77892,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,93.2377,29.1799,8614.64836999412,3226.421543,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,92.2776,29.18,8525.94043425534,3226.4326,569,-0.298812364949864,1.29467833387725,-0.877719622417428,1.00072160412699,-0.783354683202796,0.403963545667396,0.520776809414599,0,0,0,0,0,0,0
131,88.4615,29.1871,8173.35387705011,3227.217647,557,-0.419390307161194,1.17233007445184,-0.891084141759087,1.03889989489151,-0.828038392603247,0.433393133953894,0.639200434709838,0,0,0,0,0,0,0
132,91.03,29.1923,8410.66908686684,3227.792611,567,-0.376572478413547,1.19546390662256,-0.894629738369872,1.01147198029117,-0.840766868295347,0.463263877311545,0.572467806392368,0,0,0,0,0,0,0
133,86.5858,29.1931,8000.04955972355,3227.881067,544,-0.443360559626611,1.17454554825378,-0.903246626386312,1.0717920372331,-0.730792200454752,0.326234515839943,0.642297503697142,0,0,0,0,0,0,0
134,83.3195,29.1935,7698.26148504012,3227.925295,508,-0.345985981415624,1.2496759958379,-0.916371676945579,1.12201715133997,-0.515213024085212,0.21028489564227,0.623144867574236,0,0,0,0,0,2.81917156286227e-10,0
135,96.8886,29.2238,8951.97135987924,3231.275566,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,88.5794,29.2303,8184.24718568838,3231.994271,557,-0.42281326808097,1.17496255306702,-0.895372527476385,1.035824122364,-0.826037373971136,0.43048752906592,0.628742197778769,0,0,0,0,0,0,0
