"r","K_observed","K_expected","L"
229,263517.03479675,164748.260346902,60.6205748106366
230,265953.96405355,166190.2513749,60.956656614028
231,268243.525479076,167638.525588205,61.2063758113151
232,270651.00776806,169093.082986817,61.5147210587219
233,273078.132987382,170553.923570736,61.8278640673157
234,275465.1126692,172021.047339963,62.1136076936318
235,277772.148594829,173494.454294496,62.3510063952147
236,280243.999397252,174974.144434337,62.6711160320491
237,282659.667690739,176460.117759485,62.9556078011997
238,284839.393999892,177952.37426994,63.1099385353557
239,287180.858788907,179450.913965703,63.3450123207926
240,289511.756354749,180955.736846772,63.5695212206745
241,291911.695958976,182466.842913149,63.8251608978806
242,294244.412165791,183984.232164833,64.0406923053034
243,296847.109296239,185507.904601824,64.3912321034435
244,299378.710868563,187037.860224122,64.6992118266944
245,301776.369010429,188574.099031727,64.9328986614156
246,304168.465593092,190116.62102464,65.1588495666407
247,306666.782508045,191665.42620286,65.4341028704857
248,309005.936170596,193220.514566387,65.6234117099328
249,311508.415977826,194781.886115221,65.8907881078688
250,313885.355253292,196349.540849362,66.0898791569168
251,316393.405414585,197923.478768811,66.3501990968629
252,318835.964217173,199503.699873566,66.57281660755
253,321197.592152659,201090.204163629,66.7504792812993
254,323616.813962284,202682.991638999,66.9523815451376
255,326049.886744263,204282.062299676,67.1566425511107
256,328353.096565906,205887.416145661,67.2924941844284
257,330980.462320833,207499.053176952,67.5833533784548
258,333608.066933519,209116.973393551,67.86921581457
259,336094.246289833,210741.176795457,68.081215118728
260,338632.236855142,212371.66338267,68.3138571116404
261,341043.870603751,214008.43315519,68.4808577680338
262,343621.685583005,215651.486113018,68.7237209941382
263,345980.708067363,217300.822256152,68.8570171123545
264,348559.565307757,218956.441584594,69.0915122926186
265,350982.57508456,220618.344098343,69.2472490951272
266,353388.756866924,222286.529797399,69.3910180325969
267,355773.24582797,223960.998681763,69.520640357674
268,358645.88489976,225641.750751433,69.8765022944442
269,361168.12260159,227328.786006411,70.0625075093461
270,363749.703946717,229022.104446696,70.2721364770661
271,366085.487724952,230721.706072288,70.3629006369423
272,368782.235985426,232427.590883187,70.617908993568
273,371310.199362059,234139.758879394,70.7902082634374
274,373835.652943367,235858.210060907,70.9573656842917
275,376332.857521406,237582.944427728,71.1075974965871
276,378930.796917058,239313.961979856,71.3001854854125
277,381510.206202415,241051.262717291,71.4802294452948
278,384006.043009635,242794.846640034,71.6182487289309
279,386665.984288958,244544.713748083,71.8270306720417
280,389386.063886943,246300.86404144,72.0588497359598
281,391789.25296638,248063.297520104,72.1435862645121
282,394618.246400662,249832.014184075,72.416265283976
283,397498.682094218,251607.014033353,72.7074082101994
284,400150.95477612,253388.297067938,72.8921473934693
285,403057.464398207,255175.863287831,73.1859511735778
286,406104.246829325,256969.712693031,73.537197779307
287,408907.91861873,258769.845283538,73.7761536398692
288,411500.323447762,260576.261059352,73.9179756813
289,414103.039854489,262388.960020473,74.0607269926675
290,417078.708464912,264207.942166902,74.3628359494811
291,420138.78717056,266033.207498637,74.6970460991677
292,423027.076880646,267864.75601568,74.9519051518062
293,425742.46785708,269702.58771803,75.1277447941043
294,428371.823071108,271546.702605687,75.2627604377504
295,431149.842522508,273397.100678652,75.4581721348563
296,434022.767928132,275253.781936923,75.6903790258468
297,437114.488924577,277116.746380502,76.011880801226
298,440315.94609159,278985.994009388,76.3753713658554
299,443228.062635488,280861.524823581,76.6113339223995
300,446009.723824286,282743.338823081,76.7881426310713
301,448830.624747723,284631.436007889,76.9778103000854
302,451671.131892248,286525.816378004,77.1719749468907
303,454354.228273042,288426.479933425,77.2965194275594
304,457302.310087208,290333.426674154,77.528303374001
305,460442.700774213,292246.65660019,77.836079383327
306,463187.70928656,294166.169711534,77.9755552437365
307,466234.661821033,296091.966008184,78.2364236922455
308,469085.983804302,298024.045490142,78.4126112268577
309,472195.42685306,299962.408157407,78.6912077647674
310,475408.370197636,301907.054009979,79.0079487728124
311,478718.895551994,303857.983047858,79.360035297141
312,481570.82812214,305815.195271045,79.5210792396653
313,484670.306701645,307778.690679538,79.7790093205894
314,487428.868372986,309748.469273339,79.8951987705599
315,490418.864911756,311724.531052447,80.1014718682341
316,493488.989441139,313706.876016862,80.3362512589064
317,496714.971194588,315695.504166585,80.6295838424679
318,499635.200705483,317690.415501614,80.7967199839761
319,502570.98578686,319691.610021951,80.9666402152696
320,505781.963707789,321699.087727595,81.2423199285444
321,508520.091035886,323712.848618546,81.3269470217024
322,511679.43903973,325732.892694804,81.574805957114
323,515134.480487599,327759.21995637,81.9350538708076
324,518282.109961479,329791.830403242,82.1703084088414
325,521469.342954797,331830.724035422,82.4172887891203
326,524492.382138564,333875.900852909,82.5965130330798
327,527714.304728671,335927.360855703,82.849582500387
328,530662.997972402,337985.104043804,82.9930394624031
329,534195.25517036,340049.130417213,83.3586192541613
330,537056.33396445,342119.439975928,83.4614136028994
331,540351.984223346,344196.032719951,83.7280778984211
332,543363.239120413,346278.908649281,83.8820635719633
333,546391.762204642,348368.067763919,84.0394461428323
334,550112.085823904,350463.510063863,84.456826240097
335,553158.436341507,352565.235549115,84.6138688287945
336,556133.283776245,354673.244219673,84.7406829174406
337,559405.539698088,356787.536075539,84.9766743220297
338,562746.01879646,358908.111116712,85.2347117067343
339,565839.009000365,361034.969343193,85.3962188253508
340,569075.172894066,363168.11075498,85.6080985060447
341,572331.721486919,365307.535352075,85.8241384058243
342,575674.094486619,367453.243134477,86.068634093871
343,578759.776520467,369605.234102186,86.214350403136
344,582546.879413945,371763.508255202,86.6163383836885
345,585835.521387439,373928.065593525,86.8301033221948
346,589331.574910724,376098.906117156,87.1166892817068
347,592589.387975098,378276.029826093,87.312169574001
348,596188.139264865,380459.436720338,87.628946184164
349,599232.916423046,382649.12679989,87.7399242389008
350,602490.08802404,384845.10006475,87.9252805511393
351,605773.257239542,387047.356514916,88.1168598051123
352,608852.385370177,389255.89615039,88.2314544531213
353,612589.803576599,391470.718971171,88.5805596420862
354,616069.732829443,393691.824977259,88.833023314904
355,619387.061505463,395919.214168654,89.0236762285501
356,622978.969110811,398152.886545356,89.3092911141172
357,626604.215624326,400392.842107366,89.6030861488338
358,630111.113338904,402639.080854682,89.8510877178351
359,633521.085755085,404891.602787306,90.0612705430434
360,636995.184180456,407150.407905237,90.2908666363374
361,640341.832135927,409415.496208475,90.4721870790125
362,643783.347084731,411686.867697021,90.6837791853828
363,647484.223015895,413964.522370873,90.9830716381282
364,651289.502077477,416248.460230033,91.3151516026886
365,655021.955980867,418538.6812745,91.6179631334642
366,658492.432643997,420835.185504274,91.8260054734748
367,662156.993756771,423137.972919356,92.0981565183189
368,665573.23146307,425447.043519744,92.2809354665774
369,668968.568829992,427762.39730544,92.4534743663851
370,672628.51696391,430084.034276443,92.7140657887483
371,676268.790631286,432411.954432753,92.9644833125639
372,680073.009479386,434746.15777437,93.267624323949
373,684241.175856668,437086.644301294,93.6912585523744
374,687579.74817689,439433.414013526,93.8284208814867
375,690930.863406034,441786.466911065,93.9670825246085
376,694500.102169115,444145.802993911,94.1768268174029
377,697857.812323359,446511.422262064,94.312041871537
378,701677.064579495,448883.324715524,94.5999857850987
379,705317.011547728,451261.510354291,94.8242054488654
380,708359.761071122,453645.979178366,94.8451483628383
381,712453.429882148,456036.731187748,95.2152561363797
382,716139.563460823,458433.766382437,95.4456020709837
383,719267.253066458,460837.084762433,95.4870713606713
384,723097.742052817,463246.686327737,95.7594813785219
385,726815.414059224,465662.571078347,95.991197139632
386,730324.624462293,468084.739014265,96.150959855741
387,733807.302010725,470513.19013549,96.2992021345248
388,737997.557159315,472947.924442022,96.6771280175051
389,742044.95058585,475388.941933861,97.00436599298
390,745602.308435874,477836.242611008,97.1679237558591
391,749761.614500453,480289.826473461,97.5248552291014
392,753343.29581265,482749.693521222,97.6903294403988
393,757356.200184418,485215.84375429,97.9928368940734
394,761095.51662115,487688.277172665,98.2034409374559
395,764854.649111991,490166.993776347,98.4174665594855
396,768385.03796131,492651.993565337,98.5549049183442
397,772132.158294957,495143.276539634,98.7593160251378
398,775709.133599514,497640.842699238,98.9063151417863
399,779557.238305029,500144.692044149,99.1373061703209
400,783510.127553395,502654.824574367,99.3986579130631
401,787127.125571306,505171.240289892,99.550043205249
402,791380.615849511,507693.939190725,99.9006612459443
403,795471.207531753,510222.921276865,100.196134257722
404,799312.085691331,512758.186548312,100.409495372298
405,803261.699929488,515299.735005066,100.654170634786
406,806893.250860091,517847.566647127,100.79591439133
407,810594.772919911,520401.681474496,100.957015808732
408,814105.30833424,522962.079487171,101.055761226107
409,817675.750529306,525528.760685154,101.170829317229
410,821300.59563878,528101.725068444,101.300400078525
411,825266.535835077,530680.972637041,101.533410708955
412,829398.665156058,533266.503390946,101.814942082082
413,832745.682985723,535858.317330157,101.850642003318
414,837126.314982335,538456.414454676,102.20304342718
415,840765.610388439,541060.794764502,102.323888632633
416,844991.406574909,543671.458259635,102.622327376233
417,849098.200537887,546288.404940076,102.881093685928
418,853030.993735941,548911.634805823,103.083677087791
419,857910.823883169,551541.147856878,103.572001456348
420,862238.337666727,554176.94409324,103.888334596216
421,865924.765270592,556819.023514909,104.007060406817
422,869778.585245405,559467.386121885,104.174041999948
423,873689.234802822,562122.031914168,104.355592451706
424,877391.748965136,564782.960891759,104.471823044228
425,881289.581818061,567450.173054656,104.644396254192
426,885152.306406035,570123.668402861,104.803852574023
427,889028.587542273,572803.446936373,104.964837667601
428,893163.060648134,575489.508655193,105.200367759132
429,896700.408234013,578181.853559319,105.255187046347
430,900426.42882261,580880.481648753,105.364020153953
431,903921.668034296,583585.392923494,105.402091039044
432,907789.993125007,586296.587383542,105.548629791208
433,911417.638024352,589014.065028897,105.621615445789
434,915477.208539586,591737.825859559,105.81982739993
435,920023.999038327,594467.869875529,106.158696151365
436,923544.84191865,597204.197076805,106.193188371776
437,927650.734967421,599946.807463389,106.397092250032
438,931553.350297458,602695.70103528,106.538925061664
439,935889.072104532,605450.877792479,106.804675705739
440,939707.39959566,608212.337734984,106.916954766773
441,943144.535082459,610980.080862797,106.916261500753
442,947195.918991319,613754.107175916,107.091818522074
443,951653.996253376,616534.416674343,107.382480856506
444,955337.918192243,619321.009358077,107.446737234733
445,960334.269251577,622113.885227119,107.88687083694
446,964429.612804837,624913.044281467,108.064509136062
447,967951.385128218,627718.486521123,108.075215832598
448,971619.213913621,630530.211946086,108.125886283698
449,974884.008685579,633348.220556356,108.059438343077
450,978816.797554124,636172.512351933,108.181926816191
451,982973.674944435,639003.087332817,108.365925484584
452,987093.076567281,641839.945499009,108.536782784983
453,991227.26356667,644683.086850508,108.709388784073
454,995565.636121753,647532.511387314,108.937282761062
455,999669.328584233,650388.219109427,109.096295150991
456,1004311.39923163,653250.210016847,109.404498728569
457,1008346.33762528,656118.484109575,109.539149541622
458,1011481.16960858,658993.041387609,109.419118443462
459,1016169.47449585,661873.881850951,109.732617114772
460,1020512.4846084,664761.0054996,109.946675422216
461,1025402.37984396,667654.412333556,110.310523989117
462,1029987.16535246,670554.10235282,110.586323076361
463,1033195.81613232,673460.07555739,110.477499679496
464,1037329.62131799,676372.331947268,110.623593056188
465,1042044.41185562,679290.871522453,110.927979990743
466,1046370.54360905,682215.694282945,111.12224757175
467,1050307.24332395,685146.800228744,111.20686530035
468,1054526.08766558,688084.189359851,111.366963972461
469,1058609.55828928,691027.861676264,111.487629508273
470,1062197.39757608,693977.817177985,111.470491708015
471,1066542.55828465,696934.055865013,111.65859672518
472,1070712.30053689,699896.577737349,111.796463263938
473,1074592.17368388,702865.382794991,111.853240137479
474,1079240.24225457,705840.47103794,112.116744921198
475,1083527.76714679,708821.842466197,112.279831287838
476,1087885.10091326,711809.497079761,112.459499585777
477,1092489.94412504,714803.434878632,112.703611801198
478,1096504.35726366,717803.65586281,112.786067168672
479,1100703.41683128,720810.160032296,112.916192829419
480,1104642.34111089,723822.947387088,112.974348410456
481,1109592.37859097,726842.017927188,113.301458638369
482,1113175.30997637,729867.371652595,113.260200434384
483,1117907.51293917,732899.008563309,113.524109494052
484,1121121.32364083,735936.928659331,113.380951258353
485,1125290.74307752,738981.131940659,113.49074207767
486,1130886.00439859,742031.618407295,113.976829008384
487,1134560.40914961,745088.388059238,113.950742328393
488,1138686.77362673,748151.440896488,114.042571013141
489,1143066.19161037,751220.776919045,114.199195417266
490,1147405.0459112,754296.396126909,114.3429238195
491,1151562.26739277,757378.298520081,114.436746710457
492,1155677.95807385,760466.48409856,114.517699081901
493,1159142.3717322,763560.952862346,114.426107783396
494,1163122.19814767,766661.704811439,114.467989716981
495,1167026.77409197,769768.739945839,114.488440936044
496,1170459.79374666,772882.058265547,114.384242694881
497,1174317.41223589,776001.659770561,114.389271931107
498,1179284.17918906,779127.544460883,114.680840940873
499,1184422.17254874,782259.712336512,115.014077149333
500,1189571.07422827,785398.163397448,115.347246069347
501,1194764.8132383,788542.897643692,115.689104588595
502,1199432.68344485,791693.915075242,115.892612799708
503,1204145.00594965,794851.2156921,116.105208985204
504,1208330.41009784,798014.799494265,116.180228087496
505,1212057.75084949,801184.666481737,116.136027550394
506,1216923.82666206,804360.816654516,116.381623089198
507,1220281.57820473,807543.250012603,116.239673216111
508,1224173.78142886,810731.966555996,116.232822779931
509,1228732.87556695,813926.966284697,116.39413314485
510,1232910.90090169,817128.249198705,116.456485752019
511,1237218.07429439,820335.81529802,116.549794369479
512,1242588.07431911,823549.664582643,116.910222933172
513,1246556.0902225,826769.797052572,116.913587089877
514,1251010.78878162,829996.212707809,117.038114373269
515,1255581.86124973,833228.911548353,117.189939297387
516,1260222.86993475,836467.893574204,117.357243816743
517,1264226.07459744,839713.158785362,117.362402665615
518,1268644.84021213,842964.707181828,117.470058063774
519,1272711.70684975,846222.5387636,117.487799217018
520,1277183.19202205,849486.65353068,117.604921944921
521,1281533.08511607,852757.051483067,117.689792046232
522,1286386.53260652,856033.732620761,117.898078433077
523,1291387.42669556,859316.696943762,118.140690340771
524,1296238.38079688,862605.944452071,118.343748672404
525,1300211.22896595,865901.475145687,118.32735703298
526,1304891.98434052,869203.28902461,118.48430471003
527,1310162.74945661,872511.38608884,118.78460469554
528,1314611.15272012,875825.766338377,118.879993815146
529,1318294.30351969,879146.429773221,118.785542992502
530,1322397.25448678,882473.376393373,118.792817134595
531,1327348.8667111,885806.606198832,119.006358960429
532,1333569.01091832,889146.119189598,119.527589656525
533,1337835.24610621,892491.915365671,119.568912009094
534,1342754.40603533,895843.994727051,119.76754443601
535,1347595.11679974,899202.357273738,119.944920012634
536,1351675.22594993,902567.003005733,119.935657918954
537,1355104.95768369,905937.931923035,119.767314082686
538,1359834.2698799,909315.144025644,119.912373857103
539,1363198.00959995,912698.63931356,119.725590273925
540,1368034.36443228,916088.417786784,119.893069245277
541,1372352.60335796,919484.479445314,119.933734181349
542,1376628.17763547,922886.824289152,119.962505388746
543,1380706.1743411,926295.452318297,119.942248772677
544,1385006.20501443,929710.363532749,119.973770176191
545,1390704.03634587,933131.557932508,120.33814224392
546,1395774.51056402,936559.035517575,120.549942311804
547,1400526.22483164,939992.796287948,120.683565189059
548,1404243.23375053,943432.840243629,120.568997119585
549,1409381.36297405,946879.167384617,120.791028036226
550,1413399.09347879,950331.777710912,120.745036938408
551,1418473.83622355,953790.671222515,120.948097224037
552,1422103.12626202,957255.847919424,120.807167219609
553,1426562.82341873,960727.307801641,120.861298752526
554,1430952.62512786,964205.050869165,120.897301253196
555,1435438.45311737,967689.077121996,120.95432585022
556,1440423.46620488,971179.386560134,121.127040948844
557,1444498.1153679,974675.97918358,121.084088218751
558,1448234.98635274,978178.854992332,120.9606127555
559,1452511.4839829,981688.013986392,120.962326270541
560,1456976.68637784,985203.456165759,121.006668993313
561,1461318.08811405,988725.181530433,121.020523375873
562,1465891.2631734,992253.190080415,121.086876713743
563,1469949.56192005,995787.481815703,121.031781243155
564,1474510.3017228,999328.056736299,121.09211520657
565,1478694.48414904,1002874.9148422,121.063461313952
566,1483194.75165925,1006428.05613341,121.106652994315
567,1487449.096896,1009987.48060993,121.091384001535
568,1492682.99449864,1013553.18827175,121.300916934935
569,1497320.91669893,1017125.17911888,121.370951427596
570,1502486.17825389,1020703.45315132,121.560701885752
571,1506817.78874296,1024288.01036907,121.556856030235
572,1512398.30059693,1027878.85077212,121.83811579328
573,1515161.33103433,1031475.97436048,121.471619889263
574,1521369.22707784,1035079.38113415,121.892854909913
575,1524492.07698472,1038689.07109313,121.606703609072
576,1527528.23648022,1042305.04423741,121.300035204749
577,1531940.40060407,1045927.300567,121.306361532409
578,1538352.01581532,1049555.84008189,121.766143125529
579,1541579.14079095,1053190.6627821,121.499736508496
580,1544849.72815557,1056831.76866761,121.242426797082
581,1548981.05482649,1060479.15773842,121.179452321605
582,1553306.22539548,1064132.82999455,121.159105618499
583,1557290.09328035,1067792.78543598,121.06024766863
584,1560179.25712846,1071459.02406272,120.713049235552
585,1562426.76251116,1075131.54587477,120.220451309686
586,1568060.65030092,1078810.35087212,120.49076931448
587,1571267.797281,1082495.43905478,120.212891367776
588,1576855.09298039,1086186.81042275,120.469170236022
589,1580621.15102197,1089884.46497602,120.314696507478
590,1584142.7459511,1093588.40271461,120.104426941963
591,1587413.59581639,1097298.6236385,119.837140990056
592,1590645.00917252,1101015.12774769,119.560279827732
593,1593258.77315875,1104737.9150422,119.144661389446
594,1596027.21894928,1108466.98552201,118.763103990363
595,1600289.08471865,1112202.33918713,118.714113926547
596,1606142.92167426,1115943.97603755,119.018300879798
597,1610760.61449204,1119691.89607328,119.045409082617
598,1615564.4170048,1123446.09929432,119.112352215034
599,1620330.9236159,1127206.58570067,119.169445100705
600,1624328.37710462,1130973.35529233,119.054782920796
601,1628854.03896565,1134746.40806929,119.055792111392
602,1636350.37568822,1138525.74403156,119.710815938157
603,1640815.47996338,1142311.36317913,119.694810190129
604,1645713.24009007,1146103.26551201,119.772612181635
605,1648942.15689943,1149901.4510302,119.482291216501
606,1653685.91829882,1153705.9197337,119.523656704201
607,1661550.41800833,1157516.67162251,120.246811230453
608,1666763.08196149,1161333.70669662,120.38668776585
609,1671196.92706077,1165157.02495604,120.354854404503
610,1677368.91515836,1168986.62640076,120.700423205218
611,1681688.209417,1172822.5110308,120.640610228921
612,1684489.27570223,1176664.67884614,120.249677109245
613,1688177.65760758,1180513.12984678,120.050910954407
614,1692355.60359662,1184367.86403274,119.957437160588
615,1695540.69246754,1188228.881404,119.647782845173
616,1700051.38650279,1192096.18196057,119.624335747736
617,1704243.45704771,1195969.76570244,119.530746705341
618,1709619.21189942,1199849.63262963,119.691464473683
619,1714033.66511052,1203735.78274212,119.64325682735
620,1718429.05495098,1207628.21603992,119.58972200563
621,1723386.23093178,1211526.93252302,119.655706127082
622,1728251.59100977,1215431.93219143,119.70045653975
623,1732016.06684586,1219343.21504515,119.507802724121
624,1734343.92977909,1223260.78108418,119.006607569226
625,1739324.63440325,1227184.63030851,119.072729250012
626,1745356.82023242,1231114.76271815,119.361879088463
627,1749769.27897915,1235051.1783131,119.303463773113
628,1752755.8579238,1238993.87709336,118.940103116507
629,1756615.46585513,1242942.85905892,118.762040361126
630,1758418.95364235,1246898.12420979,118.145799291366
631,1761227.0001358,1250859.67254597,117.742923811001
632,1764581.55017646,1254827.50406745,117.455637378681
633,1768998.70037682,1258801.61877424,117.393080309393
634,1772356.42538772,1262782.01666634,117.104900824296
635,1775475.7942967,1266768.69774374,116.76558713781
636,1779896.360475,1270761.66200646,116.700875462318
637,1785847.93969338,1274760.90945448,116.958257747308
638,1790014.92162373,1278766.4400878,116.837363919762
639,1794581.9710137,1282778.25390644,116.799697632152
640,1802941.68784432,1286796.35091038,117.558026459846
641,1809027.79800004,1290820.73109963,117.835576712575
642,1815538.79007587,1294851.39447418,118.199937931664
643,1820641.31249911,1298888.34103405,118.267449036868
644,1823516.09564466,1302931.57077922,117.868230640287
645,1828478.16083612,1306981.08370969,117.904106205552
646,1833258.78339241,1311036.87982548,117.900775419866
647,1832581.88912661,1315098.95912657,116.759734831817
648,1836702.10539288,1319167.32161297,116.617837956411
649,1840075.0664716,1323241.96728467,116.31959662497
650,1842283.66000157,1327322.89614169,115.77875534214
651,1850243.19089049,1331410.10818401,116.431234381743
652,1860051.87894569,1335503.60341164,117.462735863895
653,1862781.62820097,1339603.38182457,117.027147610983
654,1869193.1491318,1343709.44342281,117.35119015638
655,1873924.64198319,1347821.78820636,117.326834641055
656,1877659.50904997,1351940.41617522,117.096103093017
657,1880238.11658448,1356065.32732938,116.626771052056
658,1889706.42373443,1360196.52166885,117.572199514451
659,1899673.35267658,1364333.99919363,118.614820252844
660,1906470.55352528,1368477.75990371,119.00476564998
661,1912923.41370549,1372627.80379911,119.322006670901
662,1918256.57078774,1376784.13087981,119.409003479455
663,1922309.78911828,1380946.74114581,119.234114689602
664,1928979.17783741,1385115.63459713,119.589907125103
665,1932315.0242114,1389290.81123375,119.267158197994
666,1936266.94555866,1393472.27105567,119.068730151835
667,1942274.19445663,1397660.01406291,119.285620989729
668,1943485.00561569,1401854.04025545,118.530667512358
669,1951713.19524794,1406054.3496333,119.193887976032
670,1956924.89378022,1410260.94219646,119.245551276286
671,1967246.61368753,1414473.81794492,120.324235505476
672,1975389.94769553,1418692.97687869,120.960370648854
673,1980863.63514447,1422918.41899777,121.058233537343
674,1985169.7101607,1427150.14430216,120.92084165454
675,1992132.44237977,1431388.15279185,121.313663701021
676,1996307.28901336,1435632.44446685,121.147631216272
677,1998855.40441162,1439883.01932716,120.656214340563
678,2006959.30647605,1444139.87737277,121.271536100148
679,2012851.4295828,1448403.01860369,121.443945230009
680,2017232.88852427,1452672.44301992,121.314651776916
681,2023769.33076795,1456948.15062146,121.611852229329
682,2029416.61952687,1461230.1414083,121.730908439567
683,2032994.68569137,1465518.41538045,121.439125735859
684,2041796.49334061,1469812.97253791,122.178646086408
685,2042162.81273718,1474113.81288067,121.250961234243
686,2055166.66248025,1478420.93640874,122.813863891322
687,2067285.18434573,1482734.34312212,124.19498996143
688,2072444.56347667,1487054.03302081,124.206619723376
689,2077554.0750691,1491380.0061048,124.207231384421
690,2079457.83987838,1495712.2623741,123.579736925446
691,2094046.98993988,1500050.80182871,125.42872256632
692,2097620.21402531,1504395.62446862,125.12499140781
693,2106504.5527312,1508746.73029384,125.853603781228
694,2108834.41602319,1513104.11930437,125.306318140414
695,2116148.52386251,1517467.79150021,125.725895642798
696,2118335.81958799,1521837.74688135,125.149945888144
697,2122614.93384459,1526213.9854478,124.978903624714
698,2123902.40426747,1530596.50719956,124.228151164784
699,2125724.55262111,1534985.31213663,123.580780472602
700,2132751.62767967,1539380.400259,123.939274379496
701,2148267.36694968,1543781.77156668,125.930916743415
702,2155620.02840481,1548189.42605966,126.34483513633
703,2161696.77310218,1552603.36373796,126.511575452701
704,2165185.53272249,1557023.58460156,126.180679423272
705,2180211.99416204,1561450.08865047,128.056439695568
706,2186611.3043951,1565882.87588468,128.278128342218
707,2185997.76977737,1570321.9463042,127.16107634908
708,2188083.27735013,1574767.29990903,126.558888859243
709,2190767.9045849,1579218.93669917,126.070705008577
710,2196693.2246899,1583676.85667461,126.199240810315
711,2200683.67770415,1588141.05983537,125.958404567714
712,2205313.62639376,1592611.54618142,125.838367119196
713,2213384.54445505,1597088.31571279,126.37011051529
714,2223631.0176666,1601571.36842946,127.310725088062
715,2222787.7488297,1606060.70433144,126.151184592107
716,2222253.80090667,1610556.32341873,125.05014977592
717,2218928.42055921,1615058.22569132,123.42064051175
718,2225882.93373665,1619566.41114922,123.736623473254
719,2223734.63009614,1624080.87979243,122.330325739454
720,2242990.2460605,1628601.63162095,124.965070245433
721,2239997.9041463,1633128.66663477,123.401254097091
722,2241674.99521938,1637661.9848339,122.717297437035
723,2257264.81394302,1642201.58621834,124.649518381789
724,2247413.13139844,1646747.47078808,121.797740635073
725,2254345.11632962,1651299.63854314,122.101137644063
726,2258231.69974326,1655858.08948349,121.831041730548
727,2252256.60581318,1660422.82360916,119.708653465337
728,2247152.99787796,1664993.84092013,117.748789530377
729,2246314.25212381,1669571.14141641,116.590937703662
730,2274691.40963486,1674154.725098,120.915250600268
731,2259062.52735705,1678744.5919649,116.98699044566
732,2266096.8125976,1683340.7420171,117.306198316834
733,2263238.63307136,1687943.17525461,115.770423435986
734,2263366.77167716,1692551.89167742,114.794450667963
735,2276225.45440252,1697166.89128555,116.202129531825
736,2274288.07019258,1701788.17407898,114.839806762797
