"Lon","Lat","Zn","Elevation","Slope","Aspect","Water","NDVI","SOC","pH","Road","Mine"
120.5641,-27.5074,37,505.5377,0.389,214.7842,0.0165,0.1485,0.802222074,5.732433983,2.1867,0.6826
120.5647,-28.4823,9,423.7269,0.2706,54.2416,0.1237,0.1817,0.923242151,5.828477557,8.7902,28.6782
120.5648,-27.9775,75.5,528.8531,0.4689,61.8068,0.6097,0.1247,0.830651097,5.672357232,0.0331,0.5396
120.565,-28.1808,44,461.6601,0.3029,157.5175,0.0494,0.1636,0.864666813,5.840151869,2.1559,10.8396
120.5655,-27.9737,102,521.7299,0.5076,40.2717,0.7295,0.1273,0.809528904,5.496129591,0.442,0.5129
120.5658,-28.1129,78,510.9521,0.4091,266.2688,0.3267,0.1687,0.832660277,5.461997219,3.005,3.5265
120.5666,-28.1122,77,510.9521,0.4091,266.2688,0.4312,0.1687,0.832660277,5.461997219,2.9261,3.4873
120.5671,-28.1119,73,510.9521,0.4091,266.2688,0.4855,0.1687,0.832660277,5.461997219,2.8943,3.4819
120.5672,-28.1563,80,471.4028,0.464,136.8515,0.1005,0.165,0.840913414,5.660795317,0.6758,8.1917
120.5682,-27.5112,24.6667,511.221,0.4299,253.4547,0.4915,0.1493,0.768376951,5.691182473,2.6073,0.1509
120.5684,-28.111,88,512.9549,0.201,191.9223,0.3571,0.17,0.857659955,5.372518304,2.7993,3.4639
120.5686,-27.4047,19,545.0288,0.2557,96.0041,0.0059,0.1589,0.788052666,5.745975814,5.1986,1.1125
120.5687,-27.9716,136,518.2698,0.3539,43.6834,0.4722,0.1311,0.8114179,5.549515483,0.759,0.5006
120.5691,-27.757,47,477.0791,0.4645,274.5917,0.0531,0.1691,0.809766244,5.582342894,2.1384,3.9877
120.5695,-27.8239,93,509.9164,0.5706,188.8694,0.3012,0.1358,0.792645919,5.482265779,1.1317,0.9375
120.5702,-28.1106,83,512.9549,0.201,191.9223,0.1903,0.17,0.857659955,5.372518304,2.7636,3.534
120.5703,-27.4925,104.375,514.1158,0.3526,209.5901,0.9436,0.138,0.772614282,5.641885376,3.2601,2
120.5705,-27.8245,103,509.9164,0.5706,188.8694,0.2883,0.1358,0.792645919,5.482265779,1.0452,1.0624
120.5709,-27.4898,92.7,531.7314,0.6355,154.0106,0.0434,0.1564,0.788125884,5.477669392,4.408,2.2409
120.5712,-27.8245,94,509.9164,0.5706,188.8694,0.2552,0.1358,0.792645919,5.482265779,0.9743,1.1325
120.5717,-27.8242,97,509.9164,0.5706,188.8694,0.2065,0.1358,0.792645919,5.482265779,0.9066,1.1783
120.5721,-27.3812,39,548.1196,0.3615,158.8145,0.0631,0.1506,0.797833105,5.714207851,6.3049,0.6999
120.5722,-27.6321,68.85,480.3028,0.4608,135.4641,0.0644,0.1436,0.85485555,5.60198632,1.1103,1.5774
120.5726,-27.8242,89,509.9164,0.5706,188.8694,0.2176,0.1358,0.792645919,5.482265779,0.8111,1.2742
120.5731,-27.8241,99,509.9164,0.5706,188.8694,0.2275,0.1358,0.792645919,5.482265779,0.7611,1.3176
120.5739,-27.8243,151,509.9164,0.5706,188.8694,0.2974,0.1358,0.792645919,5.482265779,0.6833,1.4069
120.5742,-28.109,118,509.3559,0.6567,297.9622,0.0144,0.1688,0.876819943,5.375163615,2.6078,3.6543
120.5747,-28.1087,117,509.3559,0.6567,297.9622,0.047,0.1688,0.876819943,5.375163615,2.5782,3.6662
120.5749,-28.1982,55,457.7983,0.3258,209.8863,0.0612,0.1593,0.89815629,5.996633638,5.5517,11.8881
120.5754,-27.9744,156,518.2698,0.3539,43.6834,0.3295,0.1311,0.8114179,5.549515483,0.7484,0.6779
120.5757,-28.1084,116,509.3559,0.6567,297.9622,0.1276,0.1688,0.876819943,5.375163615,2.5594,3.7111
120.5762,-27.6025,47.3684,483.017,0.4195,117.0649,0.3541,0.1319,0.789984107,5.707038197,0.7354,0.8061
120.5764,-27.4471,87.5,522.4753,0.3842,235.375,0.0822,0.1586,0.840246395,5.662853707,4.7829,0.4649
120.577,-27.9656,88.5,512.476,0.5483,148.6013,0.3958,0.1564,0.893920394,5.287279883,1.4156,2.7394
120.5771,-27.6334,89.3636,481.6421,0.286,125.2873,0.2851,0.1379,0.77591549,5.784555699,0.782,0.7055
120.5775,-28.1076,54,518.7155,0.5775,249.9216,0.2972,0.1759,0.893920394,5.287279883,2.5199,3.7926
120.5777,-28.1923,22,454.6238,0.2393,200.5887,0.0219,0.1717,0.903802771,5.851919601,2.0817,12.353
120.5784,-27.602,72.8333,478.7869,0.2896,134.8135,0.132,0.1387,0.77591549,5.784555699,0.8074,0.6134
120.5793,-27.5263,75,502.0784,0.2784,212.4417,0.061,0.1554,0.832418049,5.766120619,4.1236,1.1442
120.5794,-27.5936,44,481.8745,0.258,147.8308,0.1488,0.1022,0.8339101,5.785079676,0.0782,0.4506
120.5806,-27.9961,53,517.7942,0.3684,104.9997,0.0634,0.1442,0.853498877,5.768839314,1.4396,0.9914
120.5813,-27.3324,58,550.8589,0.2255,154.157,0.0455,0.1937,0.805225826,5.883595871,5.3422,5.3998
120.582,-28.3356,17,407.9908,0.1622,219.513,0.021,0.1857,0.921436714,5.838570627,13.7036,20.5412
120.5835,-27.5539,62,499.8962,0.5868,127.0678,0.0032,0.1708,0.848379136,5.431170477,4.1685,3.5123
120.5852,-28.1409,72,479.1811,0.388,176.5118,0.117,0.1665,0.864361345,5.738101883,1.9141,7.2711
120.5865,-27.9018,70,508.5124,0.3029,209.3219,0.0406,0.1286,0.818847342,5.755275199,3.7068,3.0824
120.5868,-27.6295,74,467.8328,0.1381,174.1503,0.0554,0.1594,0.878618232,5.577492905,3.6721,1.883
120.5877,-27.674,33,463.5283,0.1158,165.4679,0.0204,0.1488,0.883163144,5.882737847,4.4365,4.9143
120.5884,-28.267,24,423.5969,0.1847,213.2642,0.0322,0.1916,0.9175219,5.869622285,6.1283,20.1357
120.5888,-27.7729,54,483.478,0.3103,224.824,0.0884,0.1566,0.847589301,5.668732919,3.5785,6.1087
120.5894,-28.2296,40,436.5047,0.241,201.8153,0.0657,0.1547,0.902621073,5.917552009,2.0163,16.6758
120.5901,-28.0403,2,509.7082,0.2981,81.4282,0.0041,0.1195,0.885695605,5.664670813,4.3244,3.8853
120.5912,-27.4533,18,532.1398,0.3745,159.453,0.0811,0.1572,0.816738269,5.702110576,6.3634,0.8964
120.5933,-27.5475,35,508.2373,0.5435,208.1795,0.5417,0.1616,0.786175129,5.593885225,5.0579,3.4898
120.5945,-28.1233,120,494.4578,0.6901,161.2214,0.0866,0.1765,0.876294653,5.491688471,4.0113,6.3552
120.5953,-27.9628,38,511.1492,0.3125,289.9451,0.017,0.1248,0.795710171,5.768341442,1.7158,1.9809
120.5957,-27.9271,88,507.2011,0.3599,259.7329,0.0427,0.1453,0.829487866,5.735912557,5.5746,4.5778
120.5976,-27.9028,36,496.4272,0.2236,197.6866,0.0394,0.1617,0.838671026,5.700847024,3.5646,4.4419
120.5978,-27.8558,82,508.7613,0.275,138.7012,0.0171,0.1358,0.836486142,5.704508615,0.5583,1.7867
120.5982,-27.7672,57,492.3206,0.3244,242.6357,0.3051,0.159,0.827323775,5.680077145,3.3072,3.0561
120.5989,-27.3016,31,540.201,0.1677,120.5929,1.3738,0.1866,0.829380203,5.938812613,6.1952,9.0928
120.5995,-27.745,35,487.7119,0.4995,312.5238,0.1044,0.1872,0.876717631,5.374694942,5.7599,6.3614
120.6005,-27.5455,80,512.1089,0.4893,151.4572,0.1574,0.1491,0.770163252,5.571182116,5.5391,3.9306
120.6024,-28.1248,105,493.0689,0.515,184.5033,0.0765,0.1757,0.877061233,5.493874823,4.5226,7.1242
120.6028,-27.7218,38,478.4871,0.3669,294.8999,0.0206,0.1969,0.882637423,5.609835266,6.6477,6.6476
120.6032,-28.2528,18,431.7272,0.2498,218.7872,0.0558,0.1756,0.937988505,5.906735899,4.5558,19.5641
120.6045,-28.0524,110,503.8511,0.2694,70.076,0.1153,0.1281,0.882117051,5.628654254,2.9758,5.7872
120.6054,-28.1788,36,471.2616,0.3781,222.3837,0.0303,0.144,0.87653274,5.78290777,0.8237,11.9445
120.6067,-28.3837,53,400.7596,0.0276,192.3496,0.3322,0.1883,0.913509799,5.848129826,16.5112,19.0511
120.608,-27.8292,25,495.5331,0.2846,154.0432,0.1866,0.1489,0.850315833,5.734618374,2.5576,1.4077
120.6085,-27.5108,166,509.0332,0.401,103.3667,6e-04,0.1462,0.79675317,5.654815044,7.0741,2.3677
120.6088,-27.989,43,508.6166,0.2433,166.4604,0.0724,0.1491,0.793403057,5.800992926,1.3609,1.296
120.6093,-27.4693,33,525.1423,0.6,132.2698,0.3219,0.1582,0.788418033,5.563317093,7.9867,3.1419
120.6094,-28.1676,24,477.3018,0.5642,196.2023,0.0688,0.1528,0.832287446,5.476110182,2.1149,10.6237
120.6109,-28.2039,12,457.0594,0.3367,214.9195,0.0205,0.149,0.901369124,5.819433775,0.1181,14.3132
120.6114,-27.3663,46,545.78,0.3722,124.2605,0.0262,0.176,0.791031458,5.640102085,10.3335,4.0041
120.6136,-28.4831,14,419.0227,0.2,217.4583,0.293,0.2,0.945485893,5.948327625,13.8721,24.7332
120.6141,-27.7881,77,492.8409,0.4279,255.4983,0.0483,0.1369,0.857419925,5.744808934,4.9987,5.9455
120.6147,-28.2968,10,422.3548,0.1681,221.4058,0.0583,0.1744,0.868153695,6.057422857,9.3208,17.0635
120.6151,-28.2785,44,427.2807,0.2119,215.3864,0.0381,0.1781,0.915967941,5.907277216,7.499,17.4571
120.6154,-27.7385,89,496.7887,0.607,296.2766,0.038,0.1702,0.801395306,5.415710834,7.6715,7.9934
120.6155,-27.8743,22.5,522.86,0.2367,189.3489,0.2367,0.1522,0.846036781,5.613163735,0.5685,1.6866
120.6158,-27.8737,340,522.86,0.2367,189.3489,0.2945,0.1522,0.846036781,5.613163735,0.6445,1.7627
120.6174,-27.5009,22,505.5619,0.2782,143.7321,0.0643,0.1556,0.847611946,5.738958929,8.1457,2.5687
120.6197,-28.339,26,411.0563,0.1511,204.3157,0.0509,0.1851,0.900991441,5.830195023,12.3519,16.4229
120.62,-28.0823,46,511.9368,0.4472,91.4246,0.045,0.1189,0.805871783,5.675727975,0.2767,3.3913
120.6203,-27.5996,107,484.1623,0.3186,140.1494,0.0718,0.1934,0.838521114,5.630028646,4.4799,4.3528
120.6204,-27.3923,47,535.1748,0.1717,107.4749,0.0894,0.139,0.776767671,5.958023773,10.8894,2.3098
120.6241,-27.6747,51,468.0182,0.2041,347.8884,1.1018,0.2004,0.904566574,5.505876746,8.4512,7.5359
120.6242,-27.9678,101,522.5355,0.4246,130.3768,0.3886,0.1371,0.811545046,5.580812952,0.8439,0.313
120.6256,-27.6282,40,470.6303,0.1993,186.5106,0.1068,0.1917,0.866423709,5.710466569,6.4365,6.01
120.6265,-27.5197,21,498.1566,0.1788,159.0934,0.1528,0.1822,0.840164494,5.861863412,9.121,4.4874
120.6269,-27.9661,93,525.5957,0.2816,69.704,0.2892,0.1526,0.82255358,5.548994164,0.9233,0.5461
120.6274,-27.9654,78,525.5957,0.2816,69.704,0.1899,0.1526,0.82255358,5.548994164,0.9808,0.6088
120.628,-27.9649,102,525.5957,0.2816,69.704,0.1112,0.1526,0.82255358,5.548994164,1.0076,0.6836
120.6287,-27.5869,61,482.6001,0.2991,140.368,0.0673,0.161,0.84846885,5.665672345,5.3362,5.3962
120.6295,-28.0356,86,497.7276,0.1778,89.3843,0.1362,0.1368,0.811606283,5.768569954,5,5.2055
120.6297,-27.5495,62,492.3757,0.2234,121.1331,0.0166,0.1766,0.837399952,5.832646873,7.1394,6.9842
120.6302,-27.9641,64,525.5957,0.2816,69.704,0.1138,0.1526,0.82255358,5.548994164,1.0012,0.9461
120.6313,-27.997,49,506.4723,0.3287,198.1734,0.0555,0.1454,0.857275125,5.725237263,2.4862,3.5768
120.6319,-27.9641,101,518.6552,0.4587,73.4265,0.2174,0.1548,0.861500364,5.484210961,0.9392,1.1334
120.6322,-27.7022,90,485.2324,0.3415,294.0911,0.0698,0.1783,0.819159272,5.51994811,9.7829,10.1378
120.6323,-27.2937,43,530.96,0.2329,133.2831,0.075,0.1785,0.841748679,5.940019258,9.9564,11.3817
120.6334,-27.4867,19,512.6112,0.2585,187.9223,0.0146,0.1696,0.820617298,5.852107461,10.1922,4.3018
120.6351,-27.3387,19,535.5402,0.2472,90.496,0.0374,0.1647,0.831646931,5.945303218,10.9567,6.9293
120.6358,-27.803,117,505.3382,0.5932,235.6508,0.0482,0.1267,0.817175503,5.516730054,5.4143,5.6072
120.6388,-27.8272,16,498.7546,0.2465,318.7106,0.0762,0.1484,0.818871097,5.876637347,3.0732,3.9352
120.6403,-27.9492,71,507.0419,0.4148,64.9876,0.0875,0.1513,0.81974951,5.467600555,1.6828,2.1333
120.6414,-27.909,34.3333,485.0298,0.2839,220.0233,1.7801,0.1817,0.862795163,5.560633444,8.7531,6.3914
120.6462,-27.5784,18,483.7296,0.1249,171.2974,1.5308,0.1882,0.855428714,5.963688632,7.4014,7.5163
120.6485,-28.0645,64,493.9711,0.1183,182.6334,1.3815,0.1454,0.758813376,5.780307302,2.2692,1.8637
120.6501,-27.9626,114,500.7268,0.5661,86.7364,1.5,0.1396,0.810186507,5.487771734,0.1174,0.4508
120.6527,-27.8563,49,500.7981,0.2183,89.1426,0.039,0.1686,0.825365388,5.785463836,1.4767,4.2236
120.653,-27.9634,100,500.7268,0.5661,86.7364,1.3818,0.1396,0.810186507,5.487771734,0.4231,0.1712
120.6535,-28.1841,86,481.655,0.595,182.8594,0.0726,0.1742,0.814336489,5.502624699,3.0328,11.4306
120.654,-28.16,100,508.8018,0.5464,173.0958,0.1245,0.1802,0.849378534,5.296402615,5.3748,8.7581
120.6548,-27.8995,63,510.2618,0.3511,90.929,0.0285,0.1592,0.822671505,5.549046718,1.1432,4.9982
120.6555,-27.9301,77,507.6427,0.3847,114.2225,0.0283,0.1565,0.861769488,5.627538859,1.664,3.5929
120.656,-28.2681,11,438.9678,0.2253,229.6359,0.0926,0.1905,0.86911279,5.984326871,3.8112,13.6007
120.6566,-27.9759,123,500.2311,0.3718,91.0892,0.0202,0.1493,0.777958246,5.514361759,1.6075,1.5187
120.6568,-28.4355,9,399.316,0.0633,63.9232,0.1295,0.188,0.888457006,5.777352118,16.9362,17.608
120.6572,-27.466,10,523.4524,0.3577,155.0211,0.0597,0.1571,0.798228619,5.722258259,13.2883,7.4816
120.658,-27.9487,76,470.35,0.3087,143.6172,0.4254,0.1649,0.856790454,5.59809238,7.0305,11.7636
120.6582,-27.5086,14,503.158,0.17,191.9075,0.0237,0.1995,0.855771727,5.928035669,12.5688,7.1619
120.661,-28.384,26,404.7507,0.1567,199.4056,3.0147,0.1977,0.946152901,5.839066654,12.0286,13.6443
120.6619,-27.7996,67,497.6356,0.3015,86.9095,0.1151,0.1677,0.821371558,5.736382447,5.6264,4.7554
120.6621,-27.6532,98,465.2509,0.0212,45.6531,0,0.188,0.831197852,5.844359313,11.3366,10.4298
120.6637,-28.194,110,472.0232,0.4238,196.3187,0.062,0.1759,0.889865295,5.632142649,2.9292,12.6148
120.6648,-27.7069,62,481.505,0.4529,59.0682,0.3166,0.1714,0.807802299,5.52656099,12.0019,7.9984
120.6662,-28.2515,32,447.0661,0.2977,223.5474,0.0802,0.1637,0.868761913,5.882998926,1.7174,13.551
120.6675,-27.3259,32,526.8822,0.2745,129.6941,0.018,0.1764,0.866382346,5.88243731,14.0422,8.9004
120.668,-27.9095,56.5,495.0995,0.2712,249.3765,0.2092,0.154,0.783967236,5.810124265,6.0839,4.0707
120.6689,-27.7605,157,507.4433,0.5041,51.7748,0.0497,0.132,0.772857762,5.555208943,7.1234,2.5778
120.6695,-28.133,86,518.1049,0.2849,21.6944,0.1043,0.1308,1.003817291,5.839573965,5.7489,6.127
120.6717,-28.3009,26,431.3319,0.253,218.7581,0.0282,0.1853,0.869932767,5.901807484,5.5405,10.7547
120.6721,-27.8824,37,498.9804,0.2752,84.7926,0.0546,0.1657,0.852597494,5.650976334,0.5304,6.8141
120.6738,-27.934,16,500.7415,0.2435,200.9866,0.0144,0.1717,0.878636573,5.786568877,1.0679,3.8362
120.6746,-28.029,54,487.4817,0.1623,68.017,0.0229,0.1438,0.788664199,5.696463132,6.7835,2.4732
120.6774,-27.8212,243,525.8633,0.8229,191.8092,0.0579,0.1415,0.807020446,5.390022541,2.3671,2.5859
120.6814,-27.6504,43.5,470.4384,0.1487,77.5023,1.8167,0.1955,0.862401087,5.941018419,12.4086,10.6572
120.6818,-28.3947,26,403.2704,0.1575,188.4551,2.428,0.2034,0.955101451,5.803723378,11.6147,12.4586
120.6824,-27.5311,19,495.9842,0.1887,185.1761,2.9127,0.191,0.839681811,6.071385322,13.1093,10.5057
120.683,-27.4449,17,528.6829,0.29,184.6394,0.0605,0.1691,0.853612383,5.748598202,16.5773,6.8793
120.6844,-27.8538,169,496.058,0.1652,164.5902,0.0678,0.1522,0.803525415,5.766153487,3.6773,4.9156
120.6859,-27.9902,58,483.3747,0.107,143.8779,0.1544,0.189,0.840298663,5.824615152,4.6611,4.6775
120.6867,-27.3663,14,522.277,0.2304,283.1837,0.094,0.1905,0.895877865,5.933596055,17.419,6.5166
120.689,-28.0991,34,514.6322,0.3124,246.8512,0.0571,0.1496,0.844316355,5.820573842,4.5944,4.706
120.6891,-27.7806,80,513.112,0.4084,141.4775,0.752,0.0926,0.794312383,5.512577947,4.0558,0.6182
120.6893,-27.9675,36,487.5062,0.1573,153.0891,0.0307,0.188,0.86673422,5.7880761,2.4819,3.27
120.6896,-27.2926,27,520.5727,0.2788,34.5738,0.0588,0.1826,0.851590875,5.834418147,16.3099,13.2531
120.6905,-27.3452,19,519.6976,0.1478,101.2416,0.7978,0.2041,0.862246391,6.025888582,17.0241,8.4008
120.6906,-28.1948,105,485.4616,0.5308,223.0713,0.0495,0.155,0.807965572,5.621172676,4.61,13.3709
120.691,-27.5805,23,480.701,0.2048,192.6308,0.0874,0.1949,0.866548654,6.048818188,12.2861,12.3278
120.6916,-27.7777,73,513.112,0.4084,141.4775,1.1339,0.0926,0.794312383,5.512577947,4.0911,0.5972
120.6919,-28.1453,64,521.7393,0.3659,9.4425,0.1321,0.1514,0.930961878,5.679976216,8.1471,8.4707
120.6931,-27.7626,27,503.0513,0.283,157.7581,0.074,0.1351,0.809337805,5.716440101,5.1229,1.6087
120.695,-28.0378,52,488.7698,0.1782,324.6856,0.1624,0.1771,0.831114791,5.742060942,7.2379,2.8029
120.6978,-27.5017,20,510.5777,0.2837,209.3077,2.8398,0.1947,0.84580626,5.939166137,16.3629,11.4073
120.7003,-28.3321,25.5,428.9763,0.1793,207.7324,0.2685,0.1908,0.952794116,5.838192392,6.4163,11.453
120.7012,-28.3477,20,419.0668,0.2035,202.9166,0.1022,0.2001,0.936112585,5.903422247,6.0761,7.8349
120.7018,-27.7411,16,491.0447,0.2259,332.6636,0.1275,0.1981,0.872513232,5.76342895,6.773,4.1788
120.7042,-27.8739,70,488.3772,0.2128,168.3028,0.0933,0.1496,0.830579756,5.772381345,3.1016,6.3415
120.7043,-27.5441,17,498.4018,0.2794,220.9427,0.1202,0.1978,0.800655771,5.918937911,14.6705,13.3075
120.7048,-27.3965,21,537.7611,0.3041,40.333,3.6646,0.1851,0.914674663,5.89618926,19.656,7.2805
120.7079,-28.118,26,521.9722,0.3715,296.9292,0.2338,0.177,0.866767532,5.577417895,7.397,7.5705
120.7093,-28.0672,32,506.0149,0.4267,38.4785,0.074,0.1487,0.831680874,5.591908425,6.8636,4.3283
120.7113,-27.7152,8,486.7466,0.3595,313.8319,2.1757,0.2261,0.901717408,5.69781045,9.2411,7.2351
120.7123,-28.3158,24,437.719,0.2701,218.0015,0.0666,0.191,0.91105286,5.861533025,2.6797,6.0468
120.7143,-28.2696,16,455.8034,0.2823,228.585,0.0356,0.1851,0.906620556,5.85412498,0.3189,8.1265
120.7161,-27.8222,50,520.4677,0.7171,175.8938,0.7067,0.0902,0.834839762,5.56976306,0.227,0.9802
120.7164,-27.3235,29,515.1129,0.1336,77.3745,0.1771,0.2114,0.863069895,5.955107259,19.3728,12.1237
120.7176,-28.1748,24,501.4308,0.4029,151.3632,0.1272,0.1698,0.851885638,5.471184074,8.2954,12.7873
120.7188,-27.8637,54,493.1366,0.2412,174.4166,0.0777,0.1358,0.841784084,5.896249188,1.1706,5.303
120.7201,-27.8222,19,520.4677,0.7171,175.8938,0.2763,0.0902,0.834839762,5.56976306,0.6149,1.3608
120.7221,-28.2443,18,470.001,0.3613,227.1283,0.0692,0.1745,0.887544177,5.789428099,2.808,9.8396
120.7222,-27.4619,20,538.8526,0.4688,233.1982,0.1378,0.1624,0.7833654,5.580145044,20.4283,11.4158
120.7232,-28.2155,4,479.8494,0.366,246.1853,0.0514,0.1651,0.871747969,5.744606673,5.463,12.6588
120.7237,-28.1845,5,495.6712,0.3955,190.2416,0.0183,0.1681,0.878032586,5.62778982,8.0332,14.0523
120.724,-28.285,13,451.8595,0.3462,223.992,0.0529,0.1663,0.904617307,5.813546803,0.385,6.1877
120.7267,-27.3732,19,532.4,0.2907,313.8854,3.6513,0.1776,0.885425838,5.794270087,21.8237,10.1757
120.7268,-27.6669,17,464.5086,0.0129,94.8276,1.371,0.2034,0.820756464,5.863823707,11.2848,12.867
120.7285,-27.5963,13,482.5542,0.2686,220.9929,3.675,0.1808,0.858981928,6.00232686,13.0732,16.3495
120.7286,-27.512,10,514.074,0.2479,227.3273,0.0208,0.1745,0.8325161,6.007511071,18.6176,14.9241
120.7292,-28.1365,6,543.2264,0.6034,292.9594,0.7932,0.1764,0.810222886,5.370815829,10.4811,10.6743
120.7323,-28.3275,14,433.8802,0.2602,207.0981,0.0429,0.1884,0.902424968,5.801591239,2.4946,3.8648
120.733,-27.9064,17,486.1275,0.2528,36.8512,0.1706,0.1722,0.892664915,5.645772719,0.9702,5.5899
120.7336,-27.4206,19,553.7012,0.3593,310.525,2.2196,0.1837,0.876417868,5.90106802,22.4189,10.6814
120.7338,-27.6465,23,465.0573,0.0333,116.7359,0,0.208,0.823228084,5.945575224,10.6381,15.2047
120.7345,-27.9675,32,480.5491,0.1392,123.8547,0.6517,0.2079,0.852240821,5.800654593,0.3053,0.3568
120.7367,-28.104,6,525.563,0.4567,351.5698,0.036,0.1476,0.848606833,5.586741459,9.852,9.1231
120.7376,-27.7931,6,515.5325,0.3322,133.0648,0.0037,0.1568,0.854677647,5.71846507,0.1567,3.6067
120.7429,-28.4331,22,401.7216,0.1453,194.9218,1.9786,0.2329,0.985235165,5.785322786,10.9045,12.7165
120.7444,-27.7399,29,498.9764,0.3333,166.4216,0.041,0.2153,0.904500548,5.675103079,5.4048,6.2669
120.7473,-27.8276,9,500.8832,0.2879,118.0384,0.0514,0.1965,0.845621931,5.798735476,3.3134,4.4057
120.7487,-27.8669,20,486.741,0.213,132.2342,0.0107,0.1757,0.865088223,5.867396626,1.7675,7.0785
120.7489,-28.3593,15,425.5497,0.2235,200.1777,0.1438,0.1929,0.939922126,5.909802398,4.7065,4.6814
120.7496,-27.8926,53,479.5728,0.1341,142.5816,0.1492,0.1643,0.843990157,5.862498237,1.9426,7.767
120.75,-28.3801,24,418.0267,0.2133,213.4789,0.0938,0.2083,0.944635355,5.897472636,6.2607,6.8093
120.751,-27.5975,11,482.6899,0.2782,170.1694,1.4589,0.2037,0.866212776,6.015133914,10.916,18.8501
120.753,-27.631,15,470.245,0.2126,189.6434,2.577,0.2044,0.905482279,5.854113065,8.9717,16.0777
120.7551,-28.0095,24,485.6642,0.1507,330.8158,2.0699,0.202,0.876143958,5.796642509,3.0206,4.8862
120.758,-27.5466,19,507.9614,0.3464,169.9446,0.4141,0.1753,0.804275189,5.869427979,13.8358,18.9777
120.7605,-28.1814,8,546.683,0.3851,267.9829,1.0968,0.1712,0.85525577,5.289916251,10.9568,15.5137
120.7607,-27.9365,32,476.1742,0.2179,86.8281,0.3052,0.2254,0.883146535,5.691352189,4.152,4.4712
120.7608,-27.378,25,544.7525,0.4086,336.8339,0.0381,0.1944,0.837626315,5.764248405,22.0995,13.7179
120.7612,-28.0424,14,494.4709,0.1683,308.7613,1.7986,0.2029,0.900999152,5.629831393,5.9127,8.5497
120.7615,-28.3161,95,450.4845,0.3392,200.7062,0.6266,0.1615,0.915399974,5.778029673,0.0058,0.7782
120.7629,-27.3351,20,517.9587,0.2838,298.0391,2.9942,0.1885,0.910283617,5.873969431,24.2303,15.5418
120.7631,-27.9848,16,481.0722,0.1781,350.6414,1.6068,0.2054,0.896127501,5.738995366,0.2252,3.3528
120.7677,-28.4342,13,404.1104,0.2541,203.5536,1.5358,0.2138,1.031355412,5.575367348,9.0283,12.5611
120.7714,-27.5106,14,521.4012,0.2853,123.7321,0.037,0.1941,0.814185327,5.874507869,15.0691,18.6162
120.7717,-27.4826,16,536.8287,0.4032,116.6215,0.1724,0.1791,0.810789621,5.73968144,16.361,17.265
120.7724,-28.3955,16,414.6644,0.1799,200.9084,2.6643,0.2151,0.968556887,5.900773435,5.6353,8.2896
120.7729,-27.7032,12,476.6421,0.2584,352.595,3.8492,0.2087,0.913244785,5.713873964,6.1649,7.7687
120.7736,-28.2909,15,461.7383,0.3808,172.7206,0.2902,0.1709,0.890168836,5.613184321,3.0788,3.4371
120.774,-27.668,27,463.6439,0.0351,96.3334,2.9758,0.2171,0.852060752,5.811158384,6.0488,11.5594
120.7799,-28.017,12,492.9577,0.2521,305.0445,1.6357,0.2064,0.93885056,5.554363002,2.4372,7.1077
120.7814,-28.3514,9,432.0123,0.1957,202.2331,0.0169,0.1824,0.900536503,5.924467399,1.5486,3.7575
120.7823,-27.2988,17,516.4124,0.3034,309.9655,0.0222,0.1907,0.841128872,5.910122499,23.9583,19.5041
120.7855,-27.9706,22,484.3846,0.2583,318.2923,0.1697,0.2193,0.901374863,5.658427996,2.3777,5.3624
120.787,-27.769,8,507.0773,0.416,38.6088,1.3071,0.2061,0.924223924,5.550558633,0.2834,0.5561
120.7878,-27.4744,21,532.0353,0.3335,168.1848,0.0033,0.1669,0.795751332,5.690977721,15.2808,17.3284
120.7885,-27.8305,4,491.1094,0.2596,174.0876,2.3846,0.1926,0.915219998,5.646423096,5.0931,6.6648
120.7893,-28.1346,9,535.2567,0.478,83.5896,0.937,0.1893,0.910942034,5.422043999,11.9158,15.8232
120.7907,-28.2529,26,478.4711,0.2324,106.7488,0.0596,0.1885,0.888526504,5.790864713,7.6891,8.0218
120.7908,-27.746,34,497.533,0.2379,97.3592,0.0419,0.2136,0.869375737,5.952954604,1.8111,2.7286
120.791,-28.0839,15,520.7121,0.2982,323.4488,0.1849,0.1847,0.946159285,5.396696616,8.3382,13.51
120.7915,-27.9045,30,472.0665,0.0708,148.9199,0.0307,0.1891,0.868870363,5.748539134,6.7724,9.3833
120.794,-27.8683,16,477.7292,0.1383,118.2762,2.357,0.2069,0.894132993,5.763034662,6.638,10.8539
120.7942,-28.0521,41,507.8973,0.2384,301.8401,0.1666,0.198,0.909576646,5.619180326,5.3331,11.1653
120.7943,-27.5604,15,496.885,0.2267,165.3849,0.6467,0.2019,0.842025149,5.991703056,9.6951,16.8694
120.7955,-27.897,14.5,498.9205,0.4127,151.7885,0.1012,0.1972,0.849039059,6.03725299,9.6982,16.1646
120.7968,-28.3074,15,451.7282,0.2415,169.0905,0.1065,0.1907,0.905396725,5.86673216,3.1263,3.6845
120.8058,-28.0533,55,511.8227,0.3693,286.4641,0.0258,0.1719,0.855689846,5.662303147,4.937,12.0474
120.8063,-28.2894,7,459.4454,0.26,190.4361,0.0473,0.1614,0.878754418,5.911725765,5.2787,5.6391
