"Lon","Lat","Zn","Elevation","Slope","Aspect","Water","NDVI","SOC","pH","Road","Mine"
120.4197,-28.2756,14,407.1485,0.1297,177.3531,4.4921,0.2104,0.921452474,5.721656199,8.9112,20.2117
120.4211,-27.5055,31,474.4126,0.0207,144.9644,2.8812,0.2093,0.804933272,5.834097319,11.882,12.7619
120.4217,-27.3348,37,515.0921,0.2549,224.8082,0.0787,0.1725,0.785963763,6.080222997,4.5118,8.6963
120.4222,-28.2457,14,416.2945,0.1391,184.547,3.6369,0.2143,0.924648876,5.852153662,5.819,17.1231
120.4228,-27.3765,22,499.3583,0.2425,228.1747,0.0463,0.1874,0.818415997,6.026567095,7.2984,9.3075
120.4235,-28.1383,12,442.0682,0.152,193.9159,0.0369,0.2124,0.92421104,5.821775081,4.0351,7.941
120.4249,-28.1575,16,437.3451,0.1339,214.7205,0.1751,0.2069,0.892629513,5.936576624,2.4338,9.4232
120.4269,-28.198,20,429.3079,0.1353,197.4624,0.0575,0.1821,0.898808329,5.93487141,1.3466,12.4132
120.427,-27.6883,52,468.3923,0.2281,102.6567,0.3307,0.1611,0.894573232,5.643894463,12.9644,12.2554
120.4288,-28.1024,26,451.6452,0.1379,188.9238,0.094,0.2067,0.890208913,5.814723372,3.9374,5.4451
120.4321,-27.7809,8,467.9134,0.1073,42.5879,3.3674,0.1765,0.908900402,5.62086568,10.9177,13.1659
120.4349,-27.4492,18,480.7142,0.2063,217.677,4.4689,0.1779,0.866040111,5.988988063,10.2486,9.9043
120.436,-27.3404,27,518.603,0.3377,236.8613,0.0357,0.1588,0.779398101,5.79752908,3.7324,7.0613
120.437,-27.9973,7,494.0239,0.2876,179.966,0.0468,0.1788,0.89571613,5.867185507,3.632,5.3449
120.4381,-27.6671,36,468.6829,0.1723,131.5058,0.2444,0.1776,0.905003659,5.650599382,12.0992,12.0083
120.4402,-27.4162,13,493.3428,0.2771,218.9588,2.3824,0.1771,0.795047318,5.902704968,8.836,8.5281
120.4424,-27.6922,24,461.9845,0.1199,151.7074,0.1281,0.1549,0.871208884,6.001002194,11.2136,10.4969
120.4434,-28.4164,26,410.6441,0.1447,43.2197,0.3477,0.1896,0.933840797,5.830165414,12.3466,34.4605
120.446,-27.7198,17,490.7444,0.1812,215.7979,1.227,0.2085,0.871108445,5.833659251,7.0261,8.6407
120.4468,-27.6466,12,467.9062,0.1001,98.6167,0.9557,0.1711,0.866972689,5.731730179,9.7599,9.9611
120.4494,-27.3026,16,531.9768,0.3356,233.5182,0.0591,0.1505,0.822111543,5.906186201,0.009,7.1417
120.4497,-27.9883,7,501.4034,0.3532,210.6297,0.2303,0.1723,0.903806973,5.909823124,2.1952,5.172
120.4502,-28.4388,24,417.8866,0.1704,27.5245,0.0705,0.194,0.964327353,5.83777567,9.7996,36.7941
120.4503,-28.1513,56,445.1415,0.2395,255.9693,0.6207,0.1943,0.893937629,5.906900915,0.8706,6.8415
120.4505,-27.9927,9,504.5559,0.4221,206.5445,0.1918,0.1683,0.837039982,5.798730616,2.6056,5.0263
120.4511,-27.9801,8,507.1977,0.3479,209.7974,0.2602,0.1646,0.837039982,5.798730616,1.2965,5.0874
120.4514,-27.9763,14,509.8395,0.2737,213.0503,0.2943,0.1609,0.854434228,5.834066468,0.8979,5.1087
120.4519,-28.0039,75,490.6915,0.3836,169.7895,0.5051,0.1692,0.865033463,5.842010556,3.6784,4.7589
120.4522,-28.0781,12,473.6682,0.2102,140.5058,0.1087,0.182,0.910388182,6.007982367,0.4532,7.645
120.4523,-28.1162,38,456.0917,0.4586,218.0579,0.1448,0.1759,0.852789469,5.715019416,1.3268,3.9451
120.4525,-28.008,29,490.6915,0.3836,169.7895,0.5029,0.1692,0.865033463,5.842010556,4.0701,4.7289
120.4526,-27.9693,7,511.9172,0.1887,154.4081,0.2483,0.1559,0.862820219,5.903815367,0.1309,5.2054
120.4531,-28.3828,18,404.6954,0.128,62.3555,1.8743,0.1905,0.92655481,5.821457921,15.4299,30.6048
120.4537,-27.7387,37,465.004,0.0462,74.8788,0.8683,0.1509,0.896964759,5.867429874,9.2045,9.0867
120.4544,-28.0046,21.7647,490.6915,0.3836,169.7895,0.3398,0.1692,0.865033463,5.842010556,3.6285,4.4791
120.4551,-27.8654,6,499.6168,0.2972,321.3278,1.6072,0.2128,0.957073298,5.610605976,6.9455,11.8365
120.4553,-28.2569,22,412.4793,0.2001,194.074,3.3527,0.2072,1.00986329,5.93547114,5.0124,16.8792
120.4558,-28.2803,20,405.8152,0.1548,187.6511,1.2232,0.1993,0.844296538,5.784831912,7.3707,19.3756
120.4562,-28.0003,18,496.8596,0.4093,182.3608,0.0267,0.1701,0.845798024,5.802868207,3.117,4.277
120.4571,-27.9908,70,504.5559,0.4221,206.5445,0.1004,0.1683,0.837039982,5.798730616,2.1146,4.3715
120.4575,-27.9879,70,504.5559,0.4221,206.5445,0.0145,0.1683,0.837039982,5.798730616,1.8037,4.3053
120.4578,-27.9078,11.5,489.5963,0.3516,247.3948,1.4419,0.1811,0.845798024,5.802868207,4.8989,7.8739
120.4579,-27.9877,30,504.5559,0.4221,206.5445,0.0417,0.1683,0.837039982,5.798730616,1.7672,4.2624
120.4582,-28.1189,96.5,482.7956,0.3605,150.2102,0.4048,0.1786,0.837039982,5.798730616,3.0012,12.8965
120.4585,-27.9962,18.6667,496.8596,0.4093,182.3608,0.1647,0.1701,0.845798024,5.802868207,2.5947,4.0801
120.4587,-27.9953,60,496.8596,0.4093,182.3608,0.141,0.1701,0.845798024,5.802868207,2.497,4.0713
120.4588,-27.9901,114.5,504.5559,0.4221,206.5445,0.2902,0.1683,0.837039982,5.798730616,1.9614,4.179
120.4589,-27.9957,28,496.8596,0.4093,182.3608,0.1721,0.1701,0.845798024,5.802868207,2.5271,4.0508
120.459,-27.9911,64.8,504.0428,0.4212,204.9323,0.2809,0.1684,0.837039982,5.798730616,2.0535,4.1525
120.4592,-27.9957,8.5,496.8596,0.4093,182.3608,0.1982,0.1701,0.845798024,5.802868207,2.5149,4.0083
120.4593,-27.9904,78.3077,503.9639,0.4211,204.6842,0.3077,0.1684,0.837039982,5.798730616,1.9737,4.1112
120.4594,-27.993,27.6667,498.4679,0.5016,184.9267,0.209,0.165,0.837039982,5.798730616,2.2336,4.0376
120.4596,-27.9975,80.5,495.4238,0.5413,174.1179,0.0366,0.1633,0.847279861,5.699278719,2.6741,3.9325
120.4597,-27.9886,108,506.962,0.4655,191.7539,0.2685,0.1527,0.784444014,5.692255798,1.7744,4.0618
120.4598,-27.9945,107,496.8661,0.5319,176.3224,0.1887,0.162,0.847279861,5.699278719,2.3714,3.9702
120.4599,-27.988,105,506.962,0.4655,191.7539,0.2349,0.1527,0.784444014,5.692255798,1.6987,4.0415
120.46,-27.9966,63,495.4238,0.5413,174.1179,0.0691,0.1633,0.847279861,5.699278719,2.5746,3.9094
120.4601,-27.9963,60,495.4238,0.5413,174.1179,0.0829,0.1633,0.847279861,5.699278719,2.5313,3.8999
120.4602,-27.9943,57,495.4238,0.5413,174.1179,0.2276,0.1633,0.847279861,5.699278719,2.3248,3.9414
120.4604,-27.987,22.5,506.962,0.4655,191.7539,0.1625,0.1527,0.784444014,5.692255798,1.5805,3.9798
120.4605,-27.9939,117.6667,495.4238,0.5413,174.1179,0.2296,0.1633,0.847279861,5.699278719,2.2707,3.9172
120.4606,-27.9941,73,495.4238,0.5413,174.1179,0.2074,0.1633,0.847279861,5.699278719,2.2869,3.9021
120.461,-27.9903,35,506.962,0.4655,191.7539,0.362,0.1527,0.784444014,5.692255798,1.8865,3.9356
120.4611,-28.0411,16,477.0091,0.3139,234.7279,0.0435,0.1596,0.900578113,5.756440415,2.8718,3.4702
120.4617,-28.02,26,485.0487,0.3328,219.5711,0.1223,0.1663,0.868517732,5.783490538,3.8864,4.1476
120.4623,-28.3562,18,400.7313,0.0749,56.9953,0.3643,0.1912,0.922448617,5.756564806,15.4667,27.5333
120.4624,-28.1255,43,452.1348,0.3034,208.832,0.6974,0.1779,0.865391757,5.769760098,0.2189,4.1404
120.4627,-27.99,7,506.962,0.4655,191.7539,0.181,0.1527,0.784444014,5.692255798,1.7768,3.7463
120.4639,-28.0822,22,466.4842,0.2255,249.1243,0.0064,0.1691,0.888231235,5.64086915,0.9996,1.6315
120.4642,-27.6451,14,463.6505,0.0803,58.4497,0,0.1591,0.910482541,5.904158084,9.3204,10.1778
120.4648,-28.1561,40,445.5048,0.1725,211.818,0.0023,0.1906,0.867810538,5.900319339,0.7997,6.1601
120.4653,-27.9944,68,495.4238,0.5413,174.1179,0.1935,0.1633,0.847279861,5.699278719,2.1384,3.3897
120.4658,-27.7136,15,462.9272,0.0165,163.4453,0.093,0.1204,0.906770464,6.044134763,8.2943,7.4981
120.4676,-27.9931,44.6667,506.962,0.4655,191.7539,0.274,0.1527,0.784444014,5.692255798,1.9358,3.1837
120.4677,-28.3102,70,401.2284,0.0641,179.7942,0.1022,0.1903,0.943119961,5.943222852,10.325,22.3929
120.4698,-28.274,96,408.9884,0.2458,193.4566,1.2505,0.1976,0.847997979,5.839419696,6.3081,18.3835
120.4701,-28.274,62,408.9884,0.2458,193.4566,1.2599,0.1976,0.847997979,5.839419696,6.3021,18.3772
120.4702,-28.274,48,408.9884,0.2458,193.4566,1.2603,0.1976,0.847997979,5.839419696,6.3037,18.3786
120.4704,-27.878,32,446.7756,0.224,225.1071,2.3583,0.1915,0.888558649,6.037841814,6.7865,12.6185
120.4707,-28.274,40,408.9884,0.2458,193.4566,1.284,0.1976,0.847997979,5.839419696,6.2916,18.3653
120.4709,-27.5373,23,474.9902,0.1472,230.2056,0.1528,0.202,0.851094778,5.861972233,5.9283,8.4417
120.471,-28.2739,55,408.9884,0.2458,193.4566,1.3079,0.1976,0.847997979,5.839419696,6.2742,18.3472
120.4714,-28.2738,111,408.9884,0.2458,193.4566,1.3344,0.1976,0.847997979,5.839419696,6.2562,18.3282
120.4715,-28.2741,118,408.9884,0.2458,193.4566,1.3067,0.1976,0.847997979,5.839419696,6.2915,18.3628
120.4722,-28.0802,90.1481,470.0617,0.2519,268.5723,0.2674,0.1608,0.876964301,5.650860745,0.3207,1.0285
120.4733,-27.5747,16,470.0834,0.0512,154.2566,0.0379,0.1974,0.844210308,5.821844443,6.526,7.4045
120.4737,-28.0275,14,486.4118,0.4927,255.202,0.387,0.1637,0.864220274,5.726060611,2.3359,3.0311
120.4738,-28.0802,88,470.0617,0.2519,268.5723,0.2322,0.1608,0.876964301,5.650860745,0.1511,0.9131
120.4743,-27.9972,61,495.1747,0.5622,203.3815,0.2454,0.1525,0.868040226,5.683685011,2.332,2.3421
120.4745,-28.2734,62,408.9884,0.2458,193.4566,1.5148,0.1976,0.847997979,5.839419696,6.1873,18.2426
120.4747,-28.3112,65.5,404.2971,0.1374,126.19,1.3117,0.1904,0.847997979,5.839419696,10.3739,22.4065
120.4748,-28.0802,78,470.0617,0.2519,268.5723,0.2287,0.1608,0.876964301,5.650860745,0.0313,0.8429
120.4752,-27.8948,42,498.5617,0.2425,90.4437,0.4699,0.1552,0.892746092,5.831394659,4.2548,10.4379
120.4753,-28.0802,69,470.0617,0.2519,268.5723,0.2326,0.1608,0.876964301,5.650860745,0.0208,0.8159
120.4754,-28.2735,83,408.9884,0.2458,193.4566,1.4686,0.1976,0.847997979,5.839419696,6.1928,18.2413
120.4759,-28.2735,80,408.9884,0.2458,193.4566,1.4515,0.1976,0.847997979,5.839419696,6.1879,18.232
120.476,-28.2733,39,408.9884,0.2458,193.4566,1.4733,0.1976,0.847997979,5.839419696,6.1608,18.2041
120.4761,-28.2733,35,408.9884,0.2458,193.4566,1.471,0.1976,0.847997979,5.839419696,6.158,18.2001
120.4762,-28.1822,43,437.7171,0.3512,196.7649,0.9937,0.1825,0.868040226,5.683685011,4.9963,12.8211
120.4765,-28.1768,79,439.525,0.2488,231.0145,0.8504,0.1792,0.876964301,5.650860745,3.1535,9.4776
120.4767,-28.2731,143,408.9884,0.2458,193.4566,1.4676,0.1976,0.847997979,5.839419696,6.1415,18.1783
120.4768,-28.2731,81,408.9884,0.2458,193.4566,1.4647,0.1976,0.847997979,5.839419696,6.1399,18.1753
120.477,-28.2879,20,404.816,0.203,206.3677,0.0248,0.1796,0.904308413,5.820226461,7.7813,19.8048
120.4771,-28.1766,98.5,439.525,0.2488,231.0145,0.8605,0.1792,0.847997979,5.839419696,3.1735,9.446
120.4773,-27.9978,13,495.1747,0.5622,203.3815,0.0139,0.1525,0.868040226,5.683685011,2.4041,2.0013
120.4774,-28.2728,79,408.9884,0.2458,193.4566,1.4868,0.1976,0.847997979,5.839419696,6.1002,18.1302
120.4779,-28.0803,106,473.9745,0.2687,263.9083,0.2542,0.1544,0.864709441,5.634398451,0.3068,0.7192
120.4781,-27.7216,47.5,501.8147,0.3011,242.3191,0.1333,0.152,0.758178394,6.059369802,1.5836,1.988
120.4782,-27.9379,25,497.031,0.1414,47.8613,0.1939,0.1587,0.821127544,5.812541554,3.2244,5.758
120.4788,-27.7437,18,463.6579,0.0807,308.416,0.0255,0.1653,0.875695575,5.793600587,6.3765,6.6362
120.4804,-28.0809,114,473.9745,0.2687,263.9083,0.0408,0.1544,0.864709441,5.634398451,0.5854,0.6707
120.4821,-28.1346,26,456.5351,0.1815,237.7825,0.0271,0.1654,0.853581092,5.932996954,0.0085,3.1096
120.4827,-28.1065,22,468.0723,0.5815,180.5841,0.1209,0.1633,0.866222497,5.605136602,1.8957,1.1415
120.4828,-27.966,34,502.6956,0.1592,31.7662,0.4397,0.1495,0.826702067,5.772653337,1.0194,2.7237
120.4831,-27.7682,35,466.4098,0.0863,163.2054,0.4974,0.1839,0.899482349,5.663795067,5.5141,7.8087
120.4835,-27.6138,42,466.5625,0.0495,122.8501,1.1318,0.2118,0.839048331,5.750918375,6.4624,7.857
120.4848,-28.2383,24,420.7852,0.2213,208.0826,2.1162,0.1974,0.867211588,6.060122443,2.2508,14.2385
120.4856,-27.4001,28,510.7636,0.2407,230.7294,2.8712,0.1692,0.808949726,6.007051159,3.521,3.3917
120.4859,-28.2018,20,433.7033,0.2671,226.7181,0.8856,0.1894,0.848176453,6.007281047,1.7879,10.1936
120.4861,-28.5106,38,442.7593,0.2688,12.6814,0.1997,0.1976,0.924044529,5.861375644,0.9706,37.5753
120.4878,-28.2941,22,406.3066,0.1894,230.5863,0.1476,0.2307,0.96344195,5.863629559,8.4483,20.3945
120.4891,-28.4108,30,405.7817,0.1616,176.8124,2.2313,0.1943,0.965131209,5.803598999,11.6824,32.3666
120.4896,-28.1105,76,473.5102,0.4471,212.375,0.0757,0.1561,0.896887403,5.685280117,1.4579,0.7782
120.4898,-28.079,100.25,477.4183,0.2456,249.3148,0.1944,0.1562,0.843147912,5.70869984,0.4665,0.7092
120.49,-27.8541,26,489.0109,0.2219,70.1018,0.0358,0.1668,0.83084119,5.74179725,3.2975,8.7757
120.4902,-28.1512,6,457.5558,0.285,275.1563,0.0022,0.1798,0.826566759,5.860942672,2.0075,4.5696
120.4906,-28.0301,48,499.0966,0.5421,242.9825,0.0073,0.152,0.79850048,5.456458974,0.5034,2.1264
120.492,-27.8317,18,486.4335,0.2647,67.4224,0.0577,0.1682,0.870386447,5.746292082,3.512,7.8347
120.4923,-28.0828,100.4167,477.4183,0.2456,249.3148,0.6554,0.1562,0.843147912,5.70869984,0.09,0.2167
120.4928,-28.0828,84,477.4183,0.2456,249.3148,0.6653,0.1562,0.843147912,5.70869984,0.1242,0.1697
120.4932,-27.6423,37,463.4042,0.056,153.459,0,0.1356,0.868657345,5.956181624,6.2237,6.942
120.4935,-27.4304,23,505.1464,0.3069,223.6516,3.0089,0.1964,0.801738694,5.914555456,3.4163,3.1467
120.4939,-28.0829,148,477.4183,0.2456,249.3148,0.7036,0.1562,0.843147912,5.70869984,0.2028,0.1049
120.4942,-28.3759,16,399.3084,0.0588,49.6378,0,0.1603,0.878541186,6.039772385,15.5487,29.4535
120.4946,-28.083,138,477.4183,0.2456,249.3148,0.6853,0.1562,0.843147912,5.70869984,0.2181,0.1184
120.4949,-28.4941,16,433.5699,0.2194,205.2962,1.019,0.1979,0.950374233,5.927626144,2.4334,35.7553
120.4955,-28.0488,26,495.0201,0.4724,212.1753,0.0471,0.1405,0.854342943,5.640701597,0.8184,0.5834
120.4958,-27.9987,91,514.3207,0.196,280.5765,0.8952,0.0996,0.8153565,5.542489568,1.2239,0.4426
120.496,-28.1092,76.9565,475.6424,0.3318,177.3201,0.3901,0.1528,0.888829015,5.776660467,0.8812,0.1647
120.4963,-28.0835,121,480.4342,0.1966,260.8917,0.646,0.1537,0.825293103,5.886679449,0.1842,0.2658
120.4984,-28.3163,28,402.9571,0.1746,205.5827,1.1359,0.2057,0.968179307,5.778385895,10.9982,22.8387
120.5005,-28.4612,16,420.192,0.2119,336.5681,0.1179,0.1938,0.947399797,5.913864859,6.1333,33.3775
120.5017,-27.9763,139,508.6383,0.0756,276.7566,0.3295,0.1217,0.825839449,5.576517135,0.1962,1.283
120.5026,-28.0126,74,512.551,0.3538,268.8321,0.1665,0.1229,0.817224881,5.522573228,0.2654,1.0675
120.507,-28.0344,120,510.8645,0.5521,222.6727,0.011,0.1542,0.843367394,5.388449265,0.304,1.2984
120.509,-27.4961,19,493.0515,0.1838,226.4009,0.0417,0.1727,0.832184186,6.108935143,3.4281,3.4295
120.5091,-28.0144,58,514.6503,0.4122,310.9437,0.035,0.136,0.833917019,5.453085322,0.4768,1.1162
120.5097,-27.2955,20,562.9942,0.3626,97.7241,0.0404,0.1528,0.79067317,5.907967394,1.5519,2.4505
120.5124,-27.557,31,476.4644,0.1615,229.0957,0.3977,0.2219,0.872287879,5.811876811,1.8432,3.3469
120.5143,-27.4663,18,501.7407,0.2282,239.7103,2.2229,0.191,0.825572993,6.118697715,2.2662,2.136
120.5157,-27.9691,58,513.5226,0.4376,281.0246,0.0159,0.1386,0.926151542,5.712703983,0.6271,2.8949
120.5163,-27.8317,32,480.7191,0.0995,34.212,0.0518,0.1917,0.830949513,5.718519725,0.8412,5.1833
120.5174,-28.0635,77.45,494.1453,0.3964,221.4984,0.6342,0.1488,0.80305135,5.865491798,0.3589,1.9541
120.5187,-28.1382,12,468.4831,0.2694,298.7251,0.0533,0.1775,0.865092507,5.829639705,1.1155,3.9317
120.52,-27.9226,18,495.4507,0.2639,329.5816,1.5837,0.1604,0.828386296,5.656120079,1.1129,6.2187
120.5203,-27.3666,15,541.3238,0.6905,251.0573,0.082,0.1382,0.78093946,5.607397819,1.0029,1.3606
120.5213,-28.5156,8,443.3771,0.2684,341.1116,0.1004,0.1701,0.910311612,5.897840622,3.1403,34.7484
120.5241,-27.4402,25,512.892,0.3331,235.1687,0.3523,0.165,0.802021148,5.921530761,0.9315,0.8103
120.5244,-27.9926,47,520.4939,0.3845,270.6158,0.0496,0.1276,0.936696459,5.832770561,0.8003,2.2064
120.5246,-27.9703,70.2353,521.8572,0.6414,273.892,0.0879,0.1385,0.895579643,5.584482421,1.1331,3.6213
120.5247,-27.5327,65,493.6691,0.34,242.0238,0.3804,0.1644,0.826099479,5.855451797,0.0097,3.9319
120.5249,-27.5388,100,490.1784,0.3502,206.2951,0.2731,0.1688,0.814217363,5.81792722,0.0055,3.7841
120.525,-27.4058,20,535.5618,0.6878,269.8188,0.0958,0.1538,0.739031997,5.565174507,0.6152,0.8516
120.5253,-27.8948,35,489.65,0.074,335.2424,0.0236,0.1793,0.809429496,5.841089531,1.2413,8.2684
120.5255,-27.7455,38,466.7041,0.0942,300.5142,0.0794,0.1935,0.855439815,5.635389569,1.2185,2.549
120.5261,-27.5198,103,493.8652,0.3333,269.8913,0.1312,0.1762,0.850821172,5.90255906,0.8046,2.6849
120.5264,-27.9737,29,521.8572,0.6414,273.892,0.0406,0.1385,0.895579643,5.584482421,0.9681,3.5606
120.528,-27.7167,37,464.6331,0.0705,174.2408,0.1254,0.1854,0.893249581,5.642635114,1.4104,0.6138
120.5281,-27.9706,120.3333,521.8572,0.6414,273.892,0.3436,0.1385,0.895579643,5.584482421,1.3571,3.9474
120.5282,-27.9706,101,521.8572,0.6414,273.892,0.3528,0.1385,0.895579643,5.584482421,1.365,3.9545
120.5283,-28.4235,10,406.197,0.1749,36.3546,0.682,0.2052,0.955267814,5.748956091,10.986,28.7845
120.5284,-27.9706,85,521.8572,0.6414,273.892,0.3664,0.1385,0.895579643,5.584482421,1.3766,3.9352
120.5294,-27.9707,69,521.8572,0.6414,273.892,0.403,0.1385,0.895579643,5.584482421,1.436,3.8372
120.5295,-28.3023,27,409.8971,0.1769,210.8926,2.7228,0.2051,0.930800365,5.856200869,9.7825,21.5905
120.5305,-28.0443,100,509.5108,0.7738,176.6759,0.0221,0.154,0.813019062,5.514343494,2.6018,1.2117
120.5306,-27.9708,76,521.8572,0.6414,273.892,0.3925,0.1385,0.895579643,5.584482421,1.5117,3.7126
120.5312,-27.9709,62,521.8572,0.6414,273.892,0.396,0.1385,0.895579643,5.584482421,1.5457,3.6564
120.5318,-28.0265,31.5,540.6004,0.389,187.5721,0.4877,0.121,0.812142705,5.301488018,2.1267,1.1551
120.5324,-28.07,52,493.9479,0.7123,231.023,0.0701,0.1407,0.784391186,5.60308681,1.5335,0.2609
120.5325,-27.971,75,533.0667,0.5209,293.9951,0.4172,0.138,0.846920329,5.524982718,1.6241,3.5284
120.5326,-28.2094,28,447.209,0.3065,183.4437,0.1275,0.1802,0.859841847,5.890430097,0.4328,11.6774
120.533,-28.4643,69,431.0963,0.468,27.3561,0.181,0.175,0.90117616,5.765260244,7.2511,30.4145
120.5332,-28.4676,31,431.0963,0.468,27.3561,0.2492,0.175,0.90117616,5.765260244,6.9848,30.5816
120.5333,-28.4678,90,431.0963,0.468,27.3561,0.2699,0.175,0.90117616,5.765260244,6.9703,30.589
120.534,-28.4669,70,431.0963,0.468,27.3561,0.1594,0.175,0.90117616,5.765260244,7.0978,30.4671
120.5351,-28.4695,120,431.0963,0.468,27.3561,0.4569,0.175,0.90117616,5.765260244,6.9583,30.5225
120.5358,-27.812,51,476.2737,0.1562,326.8786,0.0122,0.1873,0.826443382,5.724826998,0.57,3.0312
120.5365,-27.7878,31,472.3227,0.1085,134.8589,0.943,0.1885,0.809645437,5.722921925,0.6625,4.6052
120.5368,-28.4677,120,431.0963,0.468,27.3561,0.3279,0.175,0.90117616,5.765260244,7.2339,30.2553
120.5371,-27.6049,46.5,472.4272,0.3934,249.6078,0.0445,0.1826,0.82491489,5.630864386,1.0714,1.3254
120.5373,-28.4554,75,423.1215,0.4449,26.256,0.8088,0.1923,0.927776889,5.714869714,8.3319,29.4895
120.5374,-28.1812,18,465.8804,0.3988,174.0885,0.0916,0.162,0.838093471,5.791703232,3.4915,9.0547
120.5375,-28.4693,30,431.0963,0.468,27.3561,0.5263,0.175,0.90117616,5.765260244,7.1503,30.2914
120.5386,-27.7019,9,462.8075,0.0298,151.4265,0.0619,0.136,0.871386232,5.968975288,0.4889,1.9661
120.5394,-28.4673,5.3333,431.0963,0.468,27.3561,0.3671,0.175,0.90117616,5.765260244,7.4642,29.9848
120.5397,-28.468,20,431.0963,0.468,27.3561,0.4461,0.175,0.90117616,5.765260244,7.4346,29.997
120.5398,-28.4126,43.6667,442.4263,0.4739,56.9827,0.3838,0.1709,0.90117616,5.765260244,6.8626,26.9592
120.5399,-27.9134,90.5,510.155,0.4097,292.7397,0.0587,0.1529,0.83977299,5.689876654,2.1676,3.6744
120.54,-27.971,73.5,533.0667,0.5209,293.9951,0.0837,0.138,0.846920329,5.524982718,2.1542,2.762
120.5401,-27.9708,83,533.0667,0.5209,293.9951,0.0989,0.138,0.846920329,5.524982718,2.1735,2.7443
120.5405,-27.4896,34,499.5729,0.2827,229.5531,0.0412,0.1645,0.829103842,5.788029704,0.1358,1.1341
120.5406,-27.4954,60,504.0327,0.4489,239.3142,0.5707,0.1595,0.830069868,5.547557281,0.0119,0.4956
120.5409,-27.5951,49,479.5169,0.525,266.4334,0.1784,0.1861,0.837961793,5.500168355,0.1774,1.3623
120.5436,-27.7334,173,467.6889,0.111,318.1,1.1759,0.1864,0.859753422,5.750124159,0.3937,0.1986
120.5447,-27.6673,6,462.6533,0.0561,67.8457,0,0.1165,0.880370652,6.114476836,0.3906,3.1911
120.5458,-28.236,44,432.5011,0.2081,204.4816,0.0228,0.1873,0.907033099,5.927285926,2.6075,14.958
120.5461,-27.5375,42,490.7821,0.3331,237.5709,0.0626,0.1608,0.847488075,5.687141106,2.0942,1.6874
120.5464,-27.8818,81,492.1314,0.2761,269.5026,0.0891,0.1603,0.845238037,5.652979653,3.3463,6.4671
120.5473,-28.3315,46,404.0618,0.1568,196.9632,0.0266,0.2003,0.935426944,5.8116319,13.1709,24.366
120.5492,-28.3658,75,398.8905,0.0414,214.3176,0,0.1186,0.832029372,6.013961242,16.9642,24.6307
120.5493,-27.3235,19,560.666,0.5043,54.893,2.0054,0.1874,0.846037321,5.711772582,2.3636,4.083
120.5509,-28.2608,46,423.9678,0.1746,190.8085,2.0376,0.2022,0.908507134,5.948490526,5.3111,17.7308
120.5511,-28.0943,66,492.3517,0.3233,256.0289,0.0977,0.1531,0.885428112,5.660773007,0.9557,1.1777
120.5514,-28.0348,181,526.0294,0.5008,90.3283,0.2255,0.1225,0.775052284,5.533753701,4.1604,0.4587
120.5524,-27.9107,49,494.9369,0.1607,281.8019,0.0326,0.1702,0.827786433,5.739681813,4.4723,5.5365
120.553,-28.4285,18,405.193,0.2238,14.7161,1.3661,0.1985,0.957898671,5.735666549,11.7759,26.5339
120.5541,-28.0151,66,527.1442,0.1905,99.3647,0.0576,0.136,0.856964201,5.522483364,2.4427,1.2071
120.5545,-27.7192,25,465.8789,0.1023,339.9345,0.6505,0.1937,0.847388818,5.534116811,1.541,1.8225
120.5554,-27.6408,174.6,475.779,0.4309,190.214,0.9291,0.1528,0.8111176,5.695331568,0.0674,0.0457
120.5555,-27.9719,97,528.3316,0.6322,50.1859,0.0506,0.1278,0.830653487,5.490995749,1.1173,1.549
120.5557,-27.6403,353.5,475.779,0.4309,190.214,0.9106,0.1528,0.8111176,5.695331568,0.0358,0.0437
120.5558,-27.8291,82,491.2784,0.6329,302.103,0.0696,0.1536,0.844500552,5.45603506,1.3316,1.1358
120.5563,-27.5851,43.5,499.7935,0.5231,221.346,0.1481,0.1627,0.822257353,5.646986864,2.002,0.6013
120.5564,-27.3039,20,550.2609,0.3183,78.8778,0.0765,0.1597,0.849545246,5.896083505,1.4881,5.0402
120.5568,-27.9602,91,520.3963,0.5534,42.8836,0.1956,0.1345,0.824515082,5.46524097,2.1309,0.599
120.5575,-27.5314,233,495.7166,0.5075,245.7975,0.2912,0.1677,0.822257353,5.646986864,2.3553,0.2908
120.5577,-27.9713,99,528.3316,0.6322,50.1859,0.1036,0.1278,0.830653487,5.490995749,1.0049,1.3843
120.5613,-27.3407,31,557.379,0.2432,55.5544,0.3947,0.1891,0.806537916,5.990918664,4.6363,4.8569
120.562,-27.4686,64,516.0137,0.3109,291.1819,0.1933,0.1551,0.80206337,5.815344867,2.9874,0.5242
120.5622,-27.4618,33,515.0962,0.2702,238.2212,0.0225,0.1575,0.811534557,5.826634856,3.0663,1.1835
120.5624,-28.3892,37,399.7443,0.0434,163.6022,0,0.1274,0.913865711,6.073828209,16.0417,23.8909
120.5625,-27.8141,117.1429,496.8126,0.6572,297.7691,0.1801,0.158,0.816467156,5.455668631,0.3233,0.7498
120.5633,-27.9378,58,502.0052,0.2058,18.2307,0.0116,0.1656,0.832453972,5.740247287,4.4289,2.4183
120.5634,-27.6142,98.0769,486.5239,0.4444,123.6786,0.288,0.1545,0.833763909,5.540262815,1.8342,0.7985
