"GridID","Lon","Lat","Elevation","Slope","Aspect","Water","NDVI","SOC","pH","Road","Mine"
2196,120.62605709,-28.2682479985,432.178646,0.223008702,212.112039,0.212005069179,0.17728,0.932186797,5.884345302,6.20013186698,16.6550527039
2197,120.635066099,-28.2682479985,434.0503923,0.216340518,221.500682,0.0375591270114,0.18585,0.908870196,5.942691137,5.49969306404,15.7228500745
2198,120.644075108,-28.2682479985,436.4922376,0.209479206,230.6617902,0.295021321781,0.19142,0.883729277,5.992178051,4.77875635947,14.7995016254
2199,120.653084117,-28.2682479985,438.9677996,0.225271187,229.6359362,0.0177040053862,0.19054,0.86911279,5.984326871,4.05781965489,13.8867736444
2200,120.662093126,-28.2682479985,441.6928008,0.254247305,231.3600892,0.490264163951,0.18495,0.868262884,5.95042133,3.33688295032,12.9869055643
2201,120.671102135,-28.2682479985,445.0177856,0.25120181,233.5374321,0.870778502006,0.17542,0.869904925,5.924316793,2.645744874,12.1027662135
2202,120.680111144,-28.2682479985,447.8394357,0.236106964,226.7872219,1.27651142293,0.16487,0.86024251,5.942900388,2.06658138751,11.2380685127
2203,120.689120153,-28.2682479985,450.2127236,0.240735476,214.5622974,1.51208743804,0.16146,0.862849978,5.902730981,1.5062492634,10.3976640536
2204,120.698129162,-28.2682479985,451.951244,0.238637698,204.3241785,1.13780451442,0.16293,0.877913819,5.868972692,0.912964717137,9.58794303496
2205,120.707138171,-28.2682479985,453.2171273,0.244541958,211.1577901,0.507897523854,0.17117,0.894375406,5.858057009,0.312674328329,8.81736272974
2206,120.71614718,-28.2682479985,455.8034283,0.282262871,228.5850165,0.00399908478879,0.18505,0.906620556,5.85412498,0.571461890781,8.09710561682
2207,120.725156189,-28.2682479985,459.6639609,0.317147604,233.9493121,0.58023065055,0.1872,0.905749335,5.831262421,1.36365363149,7.44179771481
2208,120.734165198,-28.2682479985,463.6165366,0.343728956,237.427437,0.466271050317,0.18505,0.89804776,5.74268374,2.17606085768,6.87005000581
2209,120.743174207,-28.2682479985,468.5015836,0.396247838,249.0349824,0.215043170719,0.18282,0.890873136,5.674580714,3.08215268708,6.40428145326
2210,120.752183216,-28.2682479985,474.8489947,0.457129848,260.1799135,0.46147407535,0.17255,0.880945766,5.646462085,4.02622699625,6.06894181705
2211,120.761192225,-28.2682479985,482.1073865,0.393671328,248.8079974,0.397232281493,0.16515,0.85139603,5.675370945,4.79086699815,5.88636463541
2212,120.770201234,-28.2682479985,485.3659,0.331399064,185.6757736,0.359262053464,0.16381,0.86127434,5.696812009,5.219891376,5.87081957304
2213,120.779210243,-28.2682479985,481.7969396,0.418796763,127.219705,0.249663173283,0.15527,0.863511457,5.640256579,5.65787724023,6.02359994466
2214,120.788219252,-28.2682479985,475.4248809,0.452597403,120.4379062,0.0523340148435,0.14965,0.854186376,5.629659787,6.01671944529,6.33253425759
2215,120.797228261,-28.2682479985,470.0468326,0.364803217,133.3626501,0.375833551293,0.15075,0.896154325,5.727257719,6.46477388655,6.77629869101
2216,120.80623727,-28.2682479985,467.245588,0.246366772,156.5268004,0.295630936014,0.15698,0.912283994,5.825889163,7.00985966085,7.33044731049
2217,120.815246279,-28.2682479985,466.7929902,0.157832474,143.5856184,0.382575535452,0.16938,0.900474239,5.859679671,7.64741547985,7.9719942041
2218,120.824255288,-28.2682479985,465.3570925,0.167963831,100.7553622,0.322036363261,0.17963,0.902277518,5.829584406,8.34867142132,8.68158541997
2219,120.833264297,-28.2682479985,462.1257513,0.194970378,95.70486548,0.087927610566,0.18208,0.906608547,5.818593485,9.05891368981,9.44389534115
2220,120.842273306,-28.2682479985,459.5358207,0.174750717,122.6002642,0.362748480726,0.18412,0.911548104,5.760522489,9.77011346912,10.0758896255
2221,120.851282315,-28.2682479985,457.8200854,0.194303826,154.1547223,0.508781615189,0.17711,0.921892484,5.676975243,9.86237516821,9.46605015709
2222,120.860291324,-28.2682479985,457.1978941,0.221119681,176.0208365,0.629223130716,0.16992,0.922308109,5.674004463,9.84197142674,8.92685047508
2223,120.869300333,-28.2682479985,457.3964755,0.224262789,197.2993604,0.0121655019833,0.16142,0.922448615,5.781886189,9.92282012167,8.47178925779
2224,120.878309342,-28.2682479985,459.1417789,0.287994961,220.2616673,0.451586360075,0.14863,0.928685698,5.780507993,10.1024906219,8.11503339786
2225,120.887318351,-28.2682479985,463.2003645,0.359877157,222.7656009,0.23531301063,0.1435,0.921528108,5.801791273,10.3758505367,7.86996320603
2226,120.89632736,-28.2682479985,466.4802602,0.361757591,208.4523039,0.639456912775,0.15319,0.91421675,5.716030572,10.7357455237,7.74718495173
2227,120.905336369,-28.2682479985,468.4190551,0.330598394,212.854286,0.308240103137,0.15906,0.898050614,5.747842511,10.2735158754,7.75251110829
2228,120.914345378,-28.2682479985,471.7405078,0.274556465,201.9554176,0.135853965353,0.15718,0.885679683,5.829521871,9.36384848208,7.88568210671
2229,120.923354387,-28.2682479985,471.680132,0.297820082,155.1633545,0.801323498117,0.14952,0.900099459,5.72335174,8.47456124787,8.14042603848
2230,120.932363396,-28.2682479985,467.7106756,0.299879046,140.5590274,0.0825386866404,0.15292,0.907497346,5.690133799,7.61279963539,7.76032059352
2231,120.941372405,-28.2682479985,465.8137659,0.305171893,165.7459951,0.850679395139,0.15405,0.916691859,5.703235731,6.78905355916,6.94939202565
2232,120.950381414,-28.2682479985,465.8379615,0.334921447,196.0892577,0.0701173338755,0.15014,0.874442191,5.660278107,6.01895158361,6.19399090523
2233,120.959390423,-28.2682479985,468.5589898,0.377535469,207.3607424,0.459650131183,0.14628,0.862263412,5.650919045,5.325815252,5.51697354879
2234,120.968399432,-28.2682479985,471.0993004,0.352817446,187.5634331,0.546493316621,0.14121,0.855469836,5.693066011,4.74350482524,4.95060308831
2235,120.977408441,-28.2682479985,470.3829042,0.276287338,164.7926022,0.44715051179,0.14132,0.925287883,5.796897497,4.31710180002,4.53651239763
2236,120.98641745,-28.2682479985,468.9616201,0.2441621,156.3799311,0.00123726141529,0.13757,0.909332947,5.836782392,4.09559493509,4.31872880901
2237,120.995426459,-28.2682479985,467.3947019,0.238529308,156.3239235,0.530462906572,0.13708,0.858900145,5.8203716,4.07482652326,4.32699576077
2238,121.004435468,-28.2682479985,465.9767482,0.162612239,192.2773175,0.177996707147,0.15474,0.84889088,5.773809388,4.07306621595,4.36116262956
