"Elevation.Elevation_b1t0","Elevation.Elevation_b1t0.1","Elevation.Elevation_b1t0.2","Elevation.Elevation_b1t0.3","Elevation.Elevation_b1t0.4","Elevation.Elevation_b1t0.5","Elevation.Elevation_b1t0.6","Elevation.Elevation_b1t0.7","Elevation.Elevation_b1t0.8","Elevation.Elevation_b1t0.9","Elevation.Elevation_b1t1","Elevation.Elevation_b3t0","Elevation.Elevation_b3t0.1","Elevation.Elevation_b3t0.2","Elevation.Elevation_b3t0.3","Elevation.Elevation_b3t0.4","Elevation.Elevation_b3t0.5","Elevation.Elevation_b3t0.6","Elevation.Elevation_b3t0.7","Elevation.Elevation_b3t0.8","Elevation.Elevation_b3t0.9","Elevation.Elevation_b3t1","Elevation.Elevation_b5t0","Elevation.Elevation_b5t0.1","Elevation.Elevation_b5t0.2","Elevation.Elevation_b5t0.3","Elevation.Elevation_b5t0.4","Elevation.Elevation_b5t0.5","Elevation.Elevation_b5t0.6","Elevation.Elevation_b5t0.7","Elevation.Elevation_b5t0.8","Elevation.Elevation_b5t0.9","Elevation.Elevation_b5t1","Elevation.Elevation_b7t0","Elevation.Elevation_b7t0.1","Elevation.Elevation_b7t0.2","Elevation.Elevation_b7t0.3","Elevation.Elevation_b7t0.4","Elevation.Elevation_b7t0.5","Elevation.Elevation_b7t0.6","Elevation.Elevation_b7t0.7","Elevation.Elevation_b7t0.8","Elevation.Elevation_b7t0.9","Elevation.Elevation_b7t1","Elevation.Elevation_b9t0","Elevation.Elevation_b9t0.1","Elevation.Elevation_b9t0.2","Elevation.Elevation_b9t0.3","Elevation.Elevation_b9t0.4","Elevation.Elevation_b9t0.5","Elevation.Elevation_b9t0.6","Elevation.Elevation_b9t0.7","Elevation.Elevation_b9t0.8","Elevation.Elevation_b9t0.9","Elevation.Elevation_b9t1"
505.3701735,505.92870398,506.34639878,507.99248332,510.34718234,511.1908363,513.12469274,513.84471895,516.9431688,524.56801454,528.3638599,490.7417159,494.18361487,499.02067918,500.98955204,504.75988182,507.17833135,511.80121966,515.48516326,522.23021842,530.28869836,538.3433191,474.270277,487.61698672,492.09030378,496.24366072,499.46847402,502.3515577,505.44526484,508.90620618,513.85642788,522.35788508,538.3433191,461.9670451,476.06831574,482.90614082,489.98285368,495.063442,499.7755389,503.12463354,506.58384234,512.00916852,520.54461988,539.2176562,451.3792207,465.96423493,475.39334178,482.75248698,490.04141158,496.3671191,501.46536864,506.7570725,513.35848988,524.98893319,598.8051305
488.5424668,492.74094376,493.7792167,494.48380942,495.2886103,497.84740585,499.83353836,500.91885107,501.40334228,503.97141768,505.5264786,465.0339683,474.30628104,478.89121262,485.29377516,491.077393,492.7536395,497.5454436,500.2411957,502.39176528,505.8696305,517.4339491,456.2476435,465.194744,473.07201952,478.89121262,486.23672278,491.073169,496.16520544,500.72227114,504.85153964,510.22954404,538.0804542,447.9127018,456.6267962,463.30209396,471.50415124,477.77019804,487.0794019,493.24033584,500.94264968,505.89449154,513.83409854,538.3433191,441.8042509,453.85400475,460.31606556,467.94160781,474.65721648,481.22090365,490.03960226,497.52650867,503.73797824,512.55930102,538.3433191
465.3019278,467.5041181,470.97454618,473.30308582,476.1105295,480.6386338,482.694074,491.55036532,497.4931948,503.5464258,505.7003093,454.5625048,458.70670701,461.30146302,465.02605393,468.10216392,471.80286475,475.83720608,480.39730796,487.00469014,494.02577129,509.2993512,442.7534514,451.32732974,454.41811744,458.67466932,462.63853906,467.87288,474.50849326,480.57915106,488.8942762,500.89753162,532.6126731,439.8522849,449.17041665,453.9145222,457.4493869,462.5433426,467.00727075,474.207706,481.22090365,491.073169,500.3846026,533.5075607,435.1796641,446.68757989,451.91305704,456.74703188,462.74654696,468.77592235,475.39742626,484.50223076,494.86789774,505.39880565,544.6398315
473.5373864,474.69858458,475.72973148,476.8659263,477.32775082,479.2652537,481.75240826,483.00778247,487.89379668,491.70752508,497.5116021,444.0580691,452.29455646,463.00004782,473.12965816,478.08696004,482.4760863,487.65671326,493.62811822,499.29428494,523.65129912,577.5277818,437.3900793,449.1030727,456.4369495,467.26646286,480.39241138,489.2783593,497.82709192,516.06133938,543.67457106,565.47544446,615.7216165,428.5635588,444.06110764,452.79536896,461.65092298,478.15206054,492.994454,508.51744284,527.73332685,548.5503991,572.99379952,630.6015317,414.5020751,435.0017203,448.3286111,460.3777319,477.1753089,496.3488804,512.8816109,532.2260742,549.9694178,573.932703,641.3455279
515.1596419,520.86869852,534.3402196,543.52517073,548.5290041,554.6590978,558.06362054,563.28068973,578.34641652,582.22679761,590.6302301,472.5180658,481.44209954,493.97353698,515.32171346,531.29253868,543.583143,552.41171522,559.58065142,572.87912144,584.11939708,615.7216165,446.5069516,476.76588122,487.72862978,499.3333867,522.09818244,534.0911571,543.0595764,551.5698453,561.82645444,578.2388596,630.6015317,439.9008691,459.4325688,482.4760863,498.3621731,515.9699997,528.70687625,541.3408663,551.0110154,561.9123044,581.03316715,641.3455279,431.1604239,450.51160799,467.99482996,493.01446492,510.8468986,526.9821453,541.61229712,552.77008042,564.83081842,582.40848664,641.3455279
509.7797131,510.68724535,512.17755938,514.05020765,517.23123264,519.08719,522.58338,525.56577971,526.79878882,528.59986907,537.5425243,492.4667113,497.5019131,502.1999255,506.52255495,512.5943177,518.4415623,527.5850167,541.49016665,553.505923,574.54262625,598.8051305,488.083607,496.57359407,502.52073728,507.6122022,511.7967697,515.57200315,523.2167581,533.99052745,550.7372522,566.32216879,598.8051305,481.6415663,495.11073434,503.16079648,509.84464584,514.18636074,519.1691579,525.89037398,534.06519846,547.58308946,558.77223414,598.8051305,476.4986742,491.82089574,500.77884878,507.64438989,514.05219768,520.09282895,527.75225476,535.39250052,543.4057941,552.86821619,598.8051305
442.3222751,442.35811398,444.2437065,446.99198952,447.46611136,447.5962956,452.27559076,453.369986,456.48996842,460.5384917,463.8407327,431.513804,434.31603422,436.8744442,439.63325082,443.79535118,446.9869236,451.40407392,457.29134502,463.59184438,467.94632824,481.1729335,430.692445,432.2643449,433.3587598,435.6000216,437.5715904,440.9588402,445.3507842,451.94271,460.1211223,468.2843302,490.9326039,429.4174526,431.41684638,432.48389098,433.77690742,436.43174884,439.4443057,443.83156272,449.05394164,456.5261375,465.73490084,494.2663604,427.7677257,430.93959564,431.9655018,433.26805214,435.35107936,439.1482023,443.92663056,449.26437824,456.37011008,466.59809944,544.6398315
570.8666836,574.11339077,579.02579844,582.24893283,585.03482158,589.88084095,592.56163744,600.59321785,601.25946328,608.50080653,616.4061545,561.3426461,566.20310945,572.5679477,576.3439271,588.6616587,597.63166965,613.8883583,625.60622425,656.2377745,694.3095429,741.7503432,536.6513148,551.27590285,557.9802136,565.22074625,575.2294216,592.52900595,619.5248187,645.04343655,684.3916473,716.7284587,806.1021466,525.1745839,545.10226188,554.03127418,562.37705222,573.15008444,593.4669994,626.25717306,655.05390046,694.04810656,737.11636878,865.9340375,512.5522814,541.67072827,553.46488694,563.29379117,574.9449768,594.3384779,621.68241902,647.42600548,683.43732856,736.68453438,890.2537606
432.1973808,432.556599,432.71567744,432.8122106,432.91160584,432.987097,433.1963394,433.29193804,433.61442298,435.07632246,435.5157995,430.8620807,431.73720525,432.15509796,432.48583669,432.78774856,433.16223265,433.8346035,435.20798782,436.7307731,439.31935668,451.9207312,430.1783982,431.19637564,431.69023726,432.18672496,432.73455108,433.376093,434.76852988,436.71217493,440.91661868,453.46441402,481.1729335,429.4174526,431.08719822,431.72067682,432.3267566,433.04123284,433.7668899,435.15758748,437.76185238,442.2961973,457.99743494,490.9326039,427.4605219,430.84158204,431.75661648,432.6123493,433.50761056,434.4422991,435.8445252,439.2984891,444.27706228,456.4641831,491.9169423
547.3747378,548.83224275,550.3749382,551.32328275,551.9787325,553.10398875,553.8826507,555.47286775,557.5152868,559.57341565,563.0116893,537.936472,543.83743695,547.3747378,550.83367945,553.8826507,556.7640266,560.2122781,564.7546062,571.5393172,596.30409365,630.6015317,525.9227652,538.69788139,544.70685104,549.14316868,554.1280043,559.3774335,565.34376936,574.59596084,585.62982068,606.08901091,641.3455279,472.5180658,526.90175395,538.54868338,545.6976509,553.55356262,560.03741,568.30788372,576.91379151,588.72861962,612.55170021,741.7503432,454.8376696,508.01599283,528.37256316,541.98107499,551.47020182,559.84924795,569.2443737,579.96110482,597.94227812,636.98991345,786.7673424
512.356065,512.8652667,513.4375029,514.1052,514.125488,514.785015,515.4791597,515.993327,516.3992516,516.4803284,517.1015659,505.69617,508.43411264,510.2067719,512.35719912,514.1092576,515.7781407,517.61789472,519.25417774,520.7571991,522.08064638,526.8979942,502.9540171,505.4306565,507.6376278,510.0344589,512.8281245,515.4770846,518.5865809,521.4913727,523.5357553,526.70450595,536.6405063,499.0991878,504.1496759,507.1286573,509.62909696,512.08392942,515.9269017,520.54406982,524.7646524,530.53593748,538.6239637,615.7046643,495.0138669,502.89988324,507.24275902,510.52819234,513.20194822,517.2421281,522.86154634,529.92870708,538.18045462,564.47737148,700.7497219
529.1598863,530.35900316,534.54060832,546.2228425,552.14425882,553.7796765,563.17791224,569.46616636,573.63766948,575.58476208,578.2758626,472.5180658,493.36436209,517.21520564,538.71048577,554.17332214,563.0687258,571.41600032,577.37501327,586.1310307,599.09351404,630.6015317,454.8376696,479.54922208,493.18412038,527.57921833,544.98796762,553.6321339,561.591274,573.86123136,582.47505976,593.00196391,641.3455279,439.2113542,459.04883048,482.47268304,506.09500542,533.96182306,543.7355231,551.65900182,561.20163624,574.58738584,587.40831636,641.3455279,425.2436555,449.11489748,467.84774056,496.95710872,522.246345,537.05627525,547.20064352,556.96946651,571.70226772,586.8986271,641.3455279
620.2442744,626.21196191,627.3981975,630.08843784,630.84835234,635.05258685,639.8323924,642.99273704,654.74680742,657.4286594,658.7730476,582.8291638,606.03653512,620.69630834,627.85681074,637.79481158,642.229552,653.28149538,661.47565584,673.06582924,694.18779708,709.6194025,538.5757899,587.79644628,601.6809669,616.48776704,627.2432304,638.4109282,648.38766382,658.7378645,674.46362092,697.6644152,756.7229227,521.7776484,544.60955358,581.46722204,599.6319331,615.20644158,626.93863945,639.18784796,653.61925402,673.57663356,702.79755669,812.245486,512.4501928,531.34246774,551.87427368,585.9962411,601.6246734,616.9812305,632.23080946,649.47121057,674.8430055,714.79238918,885.57794
671.4256544,674.52913956,680.45667036,684.37180422,690.20311298,693.912803,699.1926467,705.68810126,715.07418104,719.11779852,720.113362,634.7018615,662.38849545,672.23854502,682.11783316,687.24195692,701.277173,711.50807792,719.19482088,733.95066478,749.79013404,812.245486,566.0728025,601.62460315,627.14890686,641.90129729,657.98330284,672.89461575,685.60608262,701.71339216,718.77703126,745.66139905,812.245486,553.0724748,575.3700786,590.93805764,613.78185334,629.6564903,642.0497665,657.6095737,679.90877121,706.90110176,745.66139905,865.9340375,532.1856226,558.92446853,574.25169164,591.14046245,610.11105208,625.40477045,640.27348846,658.82200892,690.96251082,739.62409312,886.3882506
523.3421832,524.4914512,525.37720992,525.88145056,527.07162266,527.8777698,528.50328334,529.97528277,530.7172679,531.57756015,532.862396,515.2236771,518.08697998,520.60959458,523.12156932,525.40939716,528.259683,532.67388544,535.8542747,540.54989446,548.66026592,608.2848249,508.4025884,513.94132683,518.2528969,522.41277442,526.20925896,531.63441775,537.70245934,547.74423066,572.66146822,608.149665,674.2958807,499.7669362,509.28695867,516.02363192,522.06633119,526.81093308,534.07203405,542.50397876,567.05896778,613.4804045,641.8652334,728.1127858,496.1559208,505.17362787,512.31164804,519.57797083,525.94395686,534.11029975,547.68234924,585.63477619,615.55648622,640.16686544,728.1127858
562.5225426,567.17599487,575.23338552,576.94194927,583.07254336,585.73360535,590.6588067,592.51163279,596.19770464,602.19933488,609.2670012,530.9130105,538.58879022,548.56741832,571.48796428,590.83148414,603.3007217,617.29094572,627.2702595,639.48366984,657.01663412,705.9330673,518.1852131,529.28170364,538.6239637,551.78378392,584.34954924,607.2773769,624.62838544,638.09469086,649.29476346,669.10037764,728.1127858,509.6036372,522.23091285,531.6851915,542.1325972,565.26133,598.75309355,616.3832026,629.78800405,644.6123399,664.647359,735.9000271,497.7879456,515.4909414,525.4259332,536.863995,559.8248748,588.517868,607.0338788,623.2106309,640.3590351,671.53406,802.6887403
508.7494121,509.39680996,509.67302162,509.85526226,510.12870062,510.4987847,510.82429918,511.07879455,511.67638892,512.08072436,512.7812596,505.1694453,506.86949046,507.85450622,508.69867376,509.48282486,509.9740579,510.95964728,512.73780766,514.98136658,517.75174776,526.8979942,503.9459657,506.22091469,508.20268142,509.75500555,510.83081636,511.9528442,513.54189958,515.13351548,517.47741538,520.40206764,526.8979942,500.9391204,505.38371696,508.40243736,510.68118872,511.7624082,513.9239047,516.34232142,518.94899336,522.0070812,525.95826398,544.0937481,498.3984161,504.88633879,508.78225552,511.28764722,513.41495252,516.36789045,519.99551126,523.9269035,529.84193142,537.60276608,738.1842213
538.6671382,540.76300194,542.17439974,542.19035002,542.7309243,543.7128736,546.98008638,547.15436646,547.25760522,552.29545626,554.0185729,530.8672186,535.75261742,539.86479842,542.97189413,545.98259268,548.09858685,551.52839066,554.38557463,563.0229312,573.08255668,586.4127762,519.5995056,531.57034738,538.2853753,543.09027228,545.85141388,548.6228197,552.31573608,555.18411706,563.33147862,572.65339216,623.7790527,496.5984113,519.24167994,524.3125946,530.07844548,535.5193919,540.3506036,544.83802558,549.49439296,554.584508,568.31230268,738.1842213,486.844248,506.41378566,515.7535661,520.26592022,525.69094572,531.98780725,538.20638476,544.09222007,551.07838024,564.29211496,738.1842213
534.4134689,538.1219656,539.43550842,540.462497,546.34438526,547.48174955,553.3321228,561.584408,565.59186368,567.86417928,568.2771614,518.9480228,524.52229965,529.2701313,532.28170825,536.0113367,540.5510459,544.0915652,546.8713721,552.097977,561.0792942,623.7790527,512.5527082,518.3715988,521.3799484,525.6862216,530.8672186,537.8619277,543.6578725,548.09858685,552.3534429,560.5953723,738.1842213,507.7420099,513.08869356,517.67304144,521.53278424,529.10367372,535.7738837,542.18411778,546.9441626,553.18766788,565.31291554,738.1842213,505.365748,511.26004562,514.0290812,519.10295714,524.308382,531.2077017,536.97023792,542.91132469,549.89779078,561.51463842,738.1842213
486.42975,488.1971873,488.50246458,489.06157373,489.98285368,490.25925865,491.07626482,491.37210208,492.60942468,495.54364034,500.5350384,481.1068829,484.88533699,487.97704324,490.05945871,492.44464434,494.25704905,496.48968978,498.46437582,503.49107258,507.9572463,517.2330985,475.6261805,481.96007194,486.81026944,491.02220778,494.71080302,497.973101,501.32933136,507.10269396,514.33641552,526.74547958,598.8051305,469.9802178,477.7846444,485.2139861,491.3175213,496.5156872,501.1940975,506.5714195,512.6033131,523.0187275,545.0950894,598.8051305,462.6908036,476.60191558,484.92371578,492.21377837,499.03513514,504.81599055,510.31368296,517.88073871,530.7598925,550.93579814,598.8051305
511.031329,512.56729134,513.0310929,514.0413147,514.31480138,514.6989461,516.02082088,516.45055876,517.21538584,518.53428084,518.949236,507.7420099,509.5188704,510.50225226,511.95398736,513.80226192,515.75318105,517.60936526,519.06857265,521.59490374,526.08834546,540.5724313,506.1926078,508.95708883,510.73579754,511.77056436,513.52273792,515.96501785,518.83304346,521.66211764,529.00214292,550.17051797,738.1842213,503.6033997,508.33601408,510.856176,512.0407556,514.26608836,516.8916475,519.9577835,523.99666886,534.84319452,550.48346338,738.1842213,501.1388825,507.86177101,511.1106803,512.77038985,516.09039504,519.697629,523.4066822,530.62941293,539.35996394,550.47993605,738.1842213
464.0818601,464.98037822,468.45796498,474.18499576,476.81810768,478.1325339,478.97384614,480.44176766,484.70780012,489.21745904,490.2734892,443.9831687,451.37429222,455.10359652,457.94202846,463.8878082,470.3397808,477.00689578,483.68148908,490.12482736,515.27310458,603.4338089,425.6106575,440.08014044,447.48678914,453.47494917,458.597938,467.5003454,479.29708842,491.01784573,528.20301192,565.64121583,603.4338089,411.8885758,428.00087724,438.01872892,447.85424661,455.75295256,468.4361024,487.77157526,519.91955687,557.1467236,578.67893025,630.6015317,403.3076677,423.68213663,433.296295,445.76817456,456.40314102,475.71260185,499.7934573,535.72165949,556.15680836,578.68315055,641.3455279
522.6166791,533.0434022,537.1682459,542.0887167,544.8724207,545.99015465,548.9476263,554.53309115,566.4868671,574.26005485,597.8267956,496.5984113,505.66788816,513.2349817,523.37514582,532.96033104,546.8852199,555.16738858,565.79543716,572.13115864,579.81810558,598.8051305,486.5714249,494.00478086,500.93421774,510.27232524,522.69569662,537.5425243,545.70364008,551.52555744,558.3945631,571.27718268,598.8051305,480.8405351,492.38382055,500.1001366,507.54955585,516.2652949,529.39098595,538.1074958,544.89748575,551.519891,561.7236146,598.8051305,475.402418,490.02469725,500.08489406,509.38006064,516.90691232,526.26279,533.98220288,542.16711121,549.5547412,560.59010592,687.3939448
450.0869547,451.25358894,452.28768222,453.09172077,453.47042982,454.00813875,455.02040048,456.40740283,457.82476186,460.84250507,462.5751539,447.0829069,450.08201631,451.67336718,453.71437437,455.29240888,456.85937085,459.25904638,461.84497489,464.8940871,470.90422469,520.6231692,445.1806448,448.89596233,451.52247478,454.61503271,458.60840978,462.42078655,466.24534548,471.64091341,478.87948814,493.72854893,532.6126731,440.07434,446.7338285,450.1788521,453.7802323,457.508055,462.6519384,468.4846557,474.8704899,481.3350836,492.3005996,532.6126731,436.2949657,443.38726992,447.61519038,451.80122888,456.00593366,460.3561467,467.14477096,474.22531012,481.36222196,494.79908938,532.6126731
453.7512223,454.39473558,455.9000333,455.9484584,456.14686536,456.8914595,457.458721,458.74212164,459.0581147,461.63691106,463.3948249,446.4129068,448.88842797,450.69297424,453.12631319,455.895394,457.1673151,460.30992638,464.76043515,469.85719592,475.85742384,490.9326039,437.8607155,444.36535188,446.82178794,449.01541224,451.9548129,454.9334198,457.57047016,461.65056728,465.82609464,474.70100004,498.6622985,434.1829335,438.99415985,442.3057802,445.7048018,448.3120477,451.4165594,455.434355,460.1852729,466.0857574,476.33429905,532.6126731,430.7842503,435.37785476,439.12745292,442.84593554,447.01219648,450.9442377,455.42992676,460.39307832,469.57035928,482.39645994,532.6126731
435.0017203,438.11366058,438.6709657,439.49176192,439.73386324,440.3975203,443.53584158,446.10110562,447.364593,448.50288396,448.8948768,419.114484,425.2293166,428.3295177,434.3823092,439.6748006,444.9650016,449.025621,454.6570916,458.1630164,461.7239577,472.2152904,405.5030036,414.84096645,423.14544836,426.3216505,430.6204637,438.00706765,445.84201662,451.95928996,458.04138046,467.5455664,519.5486704,402.3588135,414.5069555,424.12959088,428.79636088,435.51587404,442.9586632,449.59925218,456.5143451,467.98398102,488.49591068,603.4338089,394.4667179,414.8566464,425.06818226,433.40448162,443.38865802,450.5054789,458.09221744,468.1237297,488.67013004,544.32845464,603.4338089
485.1968866,486.72344614,487.74714338,488.57989288,491.79660928,492.7863377,493.7617878,495.48367897,496.83973304,498.40636949,498.9046978,473.9682674,477.41498616,480.57351914,482.58091402,484.93329332,487.7423467,491.35869516,495.77386276,500.34774112,509.52844402,524.9532656,466.9890567,474.90082935,478.6590501,482.9782955,486.844248,490.79213605,493.2865908,497.89356625,503.4513398,513.3994189,538.3433191,458.8844317,472.20201248,477.38279194,482.88513416,488.5122419,493.1260922,497.75965224,501.36402768,506.57440902,515.94014681,574.8768483,451.4472029,466.0942876,473.5163614,480.28400095,487.3300698,493.43478345,500.0667952,505.40983765,512.5404387,525.24716805,598.8051305
432.5391203,432.57585424,432.6570608,432.7369166,432.85112916,432.893234,432.99381168,433.22935652,433.50100022,433.70405894,433.7426614,431.0612379,431.81359932,432.3333676,432.57432144,432.77460072,433.06073,433.30482428,433.4637701,433.67697904,434.17065808,434.9879251,430.73381,431.78257378,432.18690174,432.63819602,433.048978,433.3884353,433.64202838,433.93834186,434.23506558,434.69138352,435.348852,430.1783982,431.61079337,432.17341482,432.83114427,433.35677756,433.7198553,434.15474524,434.62291367,434.89358128,435.31629241,450.3275189,428.4224584,431.54730915,432.41942296,433.32281412,433.95694578,434.6419819,435.12020518,435.67042378,436.34953278,438.69625003,491.0339925
466.1908673,467.39859538,469.3729467,471.10084446,474.24658034,474.8359434,476.4224444,481.74440876,486.1526747,496.15058358,515.9478836,456.6248192,462.65971144,466.51014306,471.13526158,473.82667232,476.5060272,480.89685444,485.14185098,489.21262314,504.53919224,532.6126731,448.8827772,453.84107346,459.5919821,465.49278754,471.03742334,473.9682674,477.38279194,483.03346008,491.33210148,499.0577885,532.6126731,446.1195669,451.50982795,456.7985348,463.45318825,469.4080426,473.8114536,477.9352854,483.88879905,493.1886594,502.5653282,532.6126731,443.1607419,450.80131599,456.88575344,462.98601593,468.13080722,473.96486235,479.50152048,486.33005656,492.4668132,504.09559217,538.3433191
439.4905034,440.34186059,441.48346178,442.24366644,445.17375614,446.054183,449.8628725,451.82135841,454.46748628,459.56118082,469.7311262,435.4349499,437.3820008,439.0812576,440.7783534,442.1973902,446.7316666,451.9628815,457.33159605,463.7596648,471.94250945,490.9326039,433.2352018,435.42845366,437.27677546,439.32038506,441.52521772,444.3717933,447.13758508,453.12420166,458.81034632,467.10197484,490.9326039,431.1015722,433.50092124,435.37264724,437.38749374,440.23083942,443.4789318,446.65327518,449.48014446,454.84529656,464.57030882,492.8739208,430.692445,432.7369166,434.38389474,436.38859714,438.62563466,442.0920176,446.0739966,449.91498054,455.19415438,464.36448792,505.7003093
574.0466258,574.69941164,575.58147064,576.2418868,577.12551484,577.3206663,579.5415299,581.23648658,582.82936208,584.05067856,590.9536595,538.0124095,555.82995048,567.1865111,573.28678844,576.47636004,581.117301,585.35803064,588.91073888,598.32359128,619.707171,641.3455279,458.6730976,523.13263069,536.33742702,548.97156047,557.4865,567.63706105,573.97261596,580.96586007,589.59534496,605.34688657,641.3455279,433.0512226,474.44200306,513.3270173,530.96867372,544.54957476,551.9866448,560.3048183,569.14092226,579.43684528,592.08419546,641.3455279,420.7326086,455.04621636,482.78869584,516.61770068,535.57673546,545.6950155,555.93597986,566.09494646,577.31634098,593.5914614,647.6190121
438.9432629,440.5295972,443.0919636,446.34645415,448.8325081,450.31653105,452.7836055,456.03615355,458.6730976,461.87121495,465.9808132,425.2436555,432.5088801,438.55767692,445.02075354,450.5993481,459.92269995,468.6058184,485.2042272,513.93232728,558.39551704,603.4338089,412.7992877,426.31963887,434.98195286,445.68706476,454.01393854,462.12558665,479.17187442,514.44681126,545.96618926,573.78455072,603.4338089,402.9938691,419.07727382,428.83618708,446.11233963,456.0548939,467.19166965,487.93684008,527.72196576,551.64895056,574.02741632,603.4338089,393.537422,414.96204237,426.33494194,442.16949453,455.02914136,468.07946065,495.4870212,532.56193672,563.84140368,582.49599579,641.3455279
474.4975614,474.763597,475.2829175,475.402418,475.6261805,475.7252467,476.401434,476.4986742,476.624603,477.3825894,477.5445732,470.1311732,472.10165084,473.82800042,474.71763658,476.00801994,477.188619,478.65307062,481.04659606,482.57181268,484.4383665,493.1335478,465.4371424,470.01204225,472.573865,474.90082935,477.7358685,480.83329925,483.363293,486.3585404,489.1785528,493.2041673,509.7015304,453.2914154,465.4108322,470.2725082,474.6539976,479.07403232,483.7731932,488.48540418,492.79812978,498.3838313,506.41851812,537.3539354,448.9141086,460.42906402,466.64218564,472.70817462,479.70086164,485.824803,492.21367386,498.25547015,505.52509716,516.62559772,582.9001235
531.6851915,533.82126638,534.40515026,536.78818416,537.1606655,539.3681071,540.91296828,542.22700644,543.01818866,546.84798676,551.0604662,522.1069343,526.14024121,529.22605884,532.93015671,536.65970528,539.94880905,542.91412812,547.87866486,561.4974533,594.81101995,643.0817653,515.198723,521.85507014,525.59599456,529.85376804,534.02848826,540.0455758,549.14610132,568.16155038,598.60446842,633.17779346,677.1648806,510.0752321,518.1816994,522.8330511,527.85547595,533.5640165,541.92807105,556.6097138,575.68721155,600.3940494,624.7951112,677.1648806,505.0110291,513.19001145,520.4221261,527.1389993,534.7171231,546.50362035,567.4583111,582.655154,604.6524201,627.41828035,717.4180019
523.0070205,524.01891673,524.52117176,524.98430826,525.23129174,525.7742885,525.96301414,526.65431837,526.96433256,527.6166325,528.2349526,517.3564812,520.03224678,521.7103266,522.83481545,524.14246204,525.9439427,527.8986113,529.93353341,531.6635003,533.98695881,540.0455392,509.7480787,515.1336994,518.0624217,520.9988487,523.3541683,526.14281115,529.7478315,532.62953935,537.3064777,545.0851145,577.3261072,505.0621577,510.91574106,513.8312491,518.25359158,522.5838533,527.2270797,532.46434674,537.9713264,547.28702192,568.39299418,644.6123399,503.6899898,509.3589881,511.70359096,515.27583634,521.9873606,529.04489,536.65970528,546.72480828,564.50737976,588.36458664,677.1648806
512.9735617,513.60966234,514.0893425,514.7153858,515.08193912,515.1339293,516.03764738,516.35046062,516.41148458,517.5292951,518.3561593,510.4943684,511.07682466,511.59535096,512.77771727,514.00721514,515.3759944,517.44493024,520.01413699,522.36843878,525.13806598,534.7200018,507.8994313,510.3448043,511.25075704,511.99340323,513.64493024,515.9555161,520.14446362,523.07025552,526.9202564,531.17192084,545.0822029,505.0110291,509.86257409,511.38950186,512.74070149,514.98136658,517.6690145,520.9505384,525.19511763,531.32075712,538.17225913,568.8456761,503.204418,509.41976095,511.5370164,513.70532815,517.1073868,520.5674864,524.7657672,531.23227555,539.7167734,551.57631755,595.263168
443.1607419,443.75021125,444.3627494,444.757066,445.1706235,445.19016795,445.3159509,445.6218709,445.6530234,446.3982423,449.6541446,439.8495029,441.7803653,442.9231143,444.37052445,445.3159509,446.29723965,446.948982,447.54875405,448.9016131,454.13785985,464.4042522,437.1621716,439.5768997,441.51261256,443.53783715,445.94360428,447.3306698,449.04427766,450.82088376,453.23169994,459.76998694,490.9326039,434.178797,437.2763586,439.6970019,442.2898087,445.8651571,448.5438521,451.572453,455.0877839,458.5463189,464.7037354,490.9326039,432.5276475,435.60478164,437.86425714,440.71349352,444.41709394,448.300195,452.63148558,457.57319014,463.32331076,472.07984282,532.6126731
420.7326086,422.6999407,423.6703568,424.36856475,425.2436555,425.7517253,426.3784509,427.1661848,428.5834822,429.9332918,432.7844104,408.0741914,414.440009,417.8263916,423.60066635,425.4910522,428.0835974,429.9155579,434.8698241,440.068252,444.74452905,456.5794382,398.9765715,408.96895355,415.0638888,421.13414855,425.8927931,429.75616315,439.6748006,449.06877445,456.7845822,468.07946065,547.1733281,392.827477,408.99901691,415.78962256,423.86660911,429.4625299,442.39645025,453.88115094,461.64432886,477.38570918,534.40125762,603.4338089,388.6156154,405.91621448,415.30936998,424.16368147,431.62083882,444.23085445,455.63488876,468.33803456,497.6492169,545.63819533,603.4338089
503.2351363,504.49804124,505.47844604,507.01660533,509.11272138,510.1163491,511.66740098,512.22278209,514.0090982,515.53697296,523.0187275,491.3761055,496.40023295,500.6990024,506.43032005,510.1438601,515.78484595,522.3346474,529.74526725,539.8989693,549.7250161,569.7129105,482.875055,490.61573752,496.33878824,503.30778542,510.87925514,522.3346474,535.39599682,544.8002319,553.59221098,567.26347852,614.6969869,474.6869963,485.07066865,491.8963787,500.0292981,510.0888381,525.3027119,535.9343834,543.5307113,552.7257659,565.9027973,614.6969869,468.8667676,481.33378786,490.80077804,498.74355128,509.76407656,519.8132805,529.29340782,538.04762308,546.7661956,557.04004454,614.6969869
