"SampleID","Lon","Lat","Cr_ppm","Cu_ppm","y"
511,118.6937999,-24.86442671,462,48,6.13556489108174
512,118.7106418,-25.08304716,207,35,5.33271879326537
513,118.7115497,-24.77370628,201,97,5.30330490805908
514,118.7148198,-24.80258641,86,87,4.45434729625351
515,118.7168818,-25.02325725,280,29,5.63478960316925
516,118.7186403,-25.23358695,539,32,6.289715570909
517,118.7210027,-25.04864697,121,35,4.79579054559674
518,118.7259715,-24.96319707,573,54,6.35088571671474
519,118.7260304,-24.92261697,209,64,5.34233425196481
520,118.7313201,-24.88835684,191,65,5.25227342804663
521,118.7317203,-25.20549706,315,33,5.75257263882563
522,118.7379206,-25.15288723,321,33,5.77144112313002
523,118.7419006,-25.14027726,1,1,0
524,118.74229,-24.85176668,67,92,4.20469261939097
525,118.7475297,-24.77596631,328,89,5.79301360838414
526,118.7573334,-25.05890678,204,34,5.31811999384422
527,118.7620804,-24.89292685,326,56,5.78689738136671
528,118.7626918,-25.00799722,386,36,5.95583736946483
529,118.7637012,-24.96297724,484,57,6.18208490671663
530,118.76385,-24.8321766,222,64,5.40267738187228
531,118.7698411,-25.1130074,237,38,5.46806014113513
532,118.7713209,-24.925597,128,61,4.85203026391962
533,118.7763901,-24.84843668,295,63,5.68697535633982
534,118.7774803,-25.17242713,334,43,5.8111409929767
535,118.7795798,-24.81288648,127,61,4.84418708645859
536,118.7837213,-25.1290474,200,40,5.29831736654804
537,118.7865704,-25.18828706,687,61,6.53233429222235
538,118.7978807,-24.90544703,318,51,5.76205138278018
539,118.7982098,-24.79436641,201,92,5.30330490805908
540,118.800161,-24.93057712,268,75,5.59098698051086
541,118.8007214,-25.11381743,196,47,5.27811465923052
542,118.8018903,-25.00876761,603,40,6.40191719672719
543,118.8048605,-24.96637745,410,55,6.01615715969835
544,118.8077804,-25.16496713,569,74,6.34388043412633
545,118.8102704,-25.05529778,163,32,5.09375020080676
546,118.8117802,-24.85493675,173,97,5.15329159449778
547,118.8170704,-24.9968975,564,55,6.33505425149806
548,118.8219605,-25.20707698,317,34,5.75890177387728
549,118.8276007,-25.14856719,492,75,6.19847871649231
550,118.8356704,-24.85952682,352,74,5.8636311755981
551,118.8400299,-24.78293643,324,42,5.78074351579233
552,118.8404812,-24.94755713,368,51,5.90808293816893
553,118.8422108,-24.88799698,348,42,5.85220247977447
554,118.8463412,-24.92815702,540,60,6.29156913955832
555,118.8465799,-24.81538655,308,33,5.73009978297357
556,118.8466205,-25.06834763,314,39,5.74939298590825
557,118.8498314,-25.01066737,515,46,6.24416690066374
558,118.8523006,-25.20944701,186,32,5.2257466737132
559,118.8529708,-25.0836776,132,46,4.88280192258637
560,118.8542809,-25.13383731,495,38,6.20455776256869
561,118.8615407,-25.16331735,416,41,6.03068526026126
562,118.8697914,-24.98769726,663,74,6.49677499018586
563,118.8704803,-24.84607673,303,40,5.71373280550937
564,118.8768799,-24.78306643,215,30,5.37063802812766
565,118.8804,-24.82327657,453,48,6.11589212548303
566,118.8824215,-25.04712742,157,46,5.05624580534831
567,118.8860906,-24.87793686,207,29,5.33271879326537
568,118.8864712,-24.92913698,424,53,6.04973345523196
569,118.8880913,-24.96177712,543,39,6.29710931993394
570,118.8929609,-25.12695699,486,50,6.18620862390049
571,118.8936215,-25.03144736,419,88,6.03787091992214
572,118.8949408,-25.16592732,401,51,5.99396142730657
573,118.9052399,-24.80595647,172,50,5.14749447681345
574,118.9082009,-25.08742716,134,72,4.89783979995091
575,118.9119208,-25.18507725,1048,52,6.95463886488099
576,118.9121005,-24.89275685,514,43,6.24222326545517
577,118.9136513,-24.96169709,487,39,6.18826412308259
578,118.9147315,-25.04699736,208,61,5.33753807970132
579,118.9149098,-24.76521637,123,40,4.81218435537242
580,118.9172715,-25.03066732,186,72,5.2257466737132
581,118.9230001,-24.84211662,385,54,5.95324333428778
582,118.9255809,-25.13465723,446,34,6.10031895202006
583,118.9303414,-24.98792716,217,59,5.37989735354046
584,118.9306408,-25.15978732,754,61,6.62539236800796
585,118.931911,-24.92319691,315,37,5.75257263882563
586,118.9323598,-24.75002637,331,65,5.80211837537706
587,118.9432808,-25.19587721,780,51,6.65929391968364
588,118.9474609,-25.10102687,747,50,6.61606518513282
589,118.9590503,-24.88260675,571,44,6.34738920965601
590,118.95913,-24.85041662,188,57,5.23644196282995
591,118.9616509,-24.92046686,151,36,5.01727983681492
592,118.9633596,-24.7642864,192,47,5.25749537202778
593,118.9634398,-24.8189165,253,41,5.53338948872752
594,118.9649708,-25.14443716,366,31,5.90263333340137
595,118.9726708,-25.16246715,425,36,6.05208916892442
596,118.9781517,-25.07285708,355,52,5.87211778947542
597,118.9801908,-25.19778717,648,58,6.47389069635227
598,118.9935008,-24.92679678,215,52,5.37063802812766
599,118.9941509,-25.09490699,509,74,6.23244801655052
600,118.9943296,-24.81398647,365,53,5.89989735358249
601,118.9959294,-24.78143641,243,35,5.49306144334055
602,118.9963799,-24.85155656,397,86,5.98393628068719
603,118.9981103,-24.88766667,338,29,5.82304589548302
604,118.999701,-24.95948687,194,45,5.26785815906333
605,119.0134008,-24.93554681,70,176.699997,4.24849524204936
606,119.0278791,-24.77158641,832,60,6.72383244082121
607,119.0338701,-24.88689667,197,41,5.28320372873799
608,119.0346703,-24.90780673,235,34,5.45958551414416
609,119.0414608,-24.95869685,280,27,5.63478960316925
610,119.0498696,-24.83565651,364,45,5.89715386763674
611,119.06863,-24.89729666,76,18,4.33073334028633
612,119.0709294,-24.82989649,235,29,5.45958551414416
613,119.0717807,-24.96552687,122,63,4.80402104473326
614,119.0751395,-24.84782653,324,36,5.78074351579233
