"y","pH_b9t0.9","pH_b9t0.7","NDVI_b9t0.1","pH_b3t0.9","NDVI_b5t0.1","NDVI_b7t0.4","pH_b1t1","Water_b9t1","Road_b9t0.8","SOC_b9t1"
4.77068462446567,5.6604870625,5.6212732211,1.6727263439,5.6765876214,1.800673344,1.982202046,5.704696706,20.28566657,21.359841344,0.951386028
4.17438726989564,5.6369869793,5.4543440311,1.7625674859,5.5239467615,1.8451773374,1.970830709,5.526599783,15.62854901,20.376433264,0.900382024
4.34380542185368,5.644997486,5.567938283,1.507976812,5.64184602,1.5783155084,1.73284834,5.590860061,20.94831626,13.96948239,0.851047786
4.969813299576,5.5844141283,5.5030086265,1.5082302922,5.4997398885,1.4890019676,1.6696631294,5.385918222,19.34932313,20.89560005,0.860825272
4.58496747867057,5.7018923232,5.610420192,1.4559429352,5.6228878564,1.590320205,1.7088572764,5.595151237,26.79599694,19.832784646,0.919389019
5.2040066870768,5.6078492264,5.5311322842,1.5188612468,5.5870850339,1.5182447448,1.6862906538,5.618734492,19.9686944,17.871448666,0.843587811
4.47733681447821,5.729045439,5.5927885755,1.4973175396,5.6468619118,1.4904647914,1.745320986,5.439609765,25.77473542,9.9678724074,0.900382024
3.76120011569356,5.693095148,5.483916546,1.686940665,5.5262267169,1.754977494,1.9295956184,5.429348701,18.82301452,17.2015111,0.900382024
3.71357206670431,5.4887237768,5.4079121208,1.5528259832,5.3918205207,1.5939687568,1.8633897766,5.386597175,14.79145673,26.676124314,0.912903647
5.98141421125448,5.6833067464,5.5638199736,1.4726141304,5.6430128278,1.4319936664,1.61117697,5.684577525,28.43371038,6.7954668092,0.877586943
4.24849524204936,5.4876652398,5.394341798,1.7809621778,5.4180258315,1.8222595535,1.9947163172,5.310494819,10.92441368,26.6093803,0.912903647
5.08759633523238,5.7416824075,5.561162855,1.5645251753,5.639065596,1.5816491734,1.826879076,5.516960178,22.13027672,13.793287146,0.910597862
4.49980967033027,5.5361954275,5.4177972474,1.775382106,5.4876874724,1.8065157752,1.9686133836,5.475198323,13.63993938,23.279545222,0.900382024
4.64439089914137,5.683856966,5.6422916426,1.739490421,5.7150301045,1.649161298,2.1131576428,5.683242043,13.21838309,20.904539396,0.911854658
4.52178857704904,5.690476274,5.6184394919,1.5395699534,5.6008928185,1.6021102474,1.8303925696,5.60932571,24.02194211,20.828941514,0.919389019
4.84418708645859,5.7306173505,5.6169400505,1.4343105155,5.7534092024,1.4451577974,1.628125916,5.832919285,27.90670576,17.07648158,0.919389019
5.01727983681492,5.729926347,5.6105154654,1.426669263,5.7152736814,1.461515942,1.6459104194,5.641651447,28.12331849,15.217324168,0.892068888
4.65396035015752,5.6769694454,5.5896464322,1.4540104284,5.645579572,1.488904973,1.668965974,5.470255846,28.67959613,11.865772426,0.893898211
5.69035945432406,5.6631090132,5.545241384,1.4615716846,5.6030500983,1.428756104,1.603204774,5.616182867,28.67959613,6.1123087554,0.893898211
3.91202300542815,5.5086597578,5.421532934,1.524933105,5.546637245,1.4894236905,1.7045649026,5.517300996,16.80262839,25.477707486,0.899447238
3.85014760171006,5.6585992862,5.5542099998,1.4493315064,5.552372703,1.4781672098,1.612049821,5.369015808,28.67959613,7.2569279354,0.893898211
5.21493575760899,5.5682902261,5.4307958705,1.745436556,5.5075076134,1.7542903875,1.9470822664,5.531402027,14.4966211,23.000145782,0.900382024
3.76120011569356,5.5829230658,5.4400306644,1.6543720788,5.561242115,1.703961057,1.8614399448,5.561242115,18.50686871,18.173777248,0.994383746
4.36944785246702,5.5946070446,5.5194781724,1.533887128,5.6118920187,1.5322037831,1.6993924658,5.64082025,19.194975,17.240027102,0.899447238
2.99573227355399,5.491766917,5.4115685306,1.5291456348,5.35733735,1.5277211115,1.802595173,5.292158913,14.11683588,26.554228422,0.913472295
4.79579054559674,5.504713194,5.422387895,1.527471072,5.472746294,1.5096312218,1.730631291,5.33947242,14.69310044,25.03901334,0.907919304
4.18965474202643,5.6845275712,5.5835090179,1.5449540565,5.6190489763,1.609408419,1.7273516948,5.551370048,20.94831626,12.62409223,0.851047786
4.15888308335967,5.7240633744,5.6522419048,1.4042779708,5.579965825,1.4020325664,1.613022253,5.474914228,27.02763861,9.4938653664,0.892068888
4.79579054559674,5.6418143653,5.4978637536,1.4516131535,5.624730777,1.4438281805,1.588564362,5.580121734,25.55817664,9.8773006304,0.994383746
3.76120011569356,5.7110659858,5.637138115,1.4988903278,5.587584149,1.5295511654,1.797624484,5.594770104,21.39801117,19.209770668,0.958276491
3.49650756146648,5.458743953,5.3835089922,1.6675112978,5.41483428,1.7286112948,1.8733024726,5.391077642,10.2586618,27.302181374,0.913472295
4.04305126783455,5.5969704884,5.4480606125,1.5594169634,5.5449155436,1.612646026,1.760992327,5.484190858,20.17028069,15.821898976,0.994383746
4.45434729625351,5.7489734522,5.645549114,1.417158726,5.8233055023,1.271863334,1.597553112,5.684708601,25.08302961,13.735952084,0.958276491
5.10594547390058,5.6523158866,5.5279461784,1.4350601176,5.6928959676,1.4433749365,1.56187468,5.662928491,27.65701387,6.54889303,0.875989295
4.65396035015752,5.7461451872,5.6375074618,1.4456332938,5.8310572154,1.3150628472,1.6587806378,5.790219047,23.40369137,16.37205109,0.958276491
4.85981240436167,5.6782205332,5.6393542884,1.6220834343,5.6538464485,1.7131532841,1.8927747962,5.642584521,18.08068,20.496353472,0.915652802
4.78749174278205,5.7492654522,5.666039404,1.4168254734,5.6819585455,1.353330024,1.6036447298,5.711952874,25.75291289,11.22368847,0.919389019
5.11799381241676,5.685394216,5.648430524,1.745007494,5.674537487,1.5844586447,2.0123964674,5.681859213,15.13134197,20.34641333,0.911854658
5.94542060860658,5.5683250502,5.4221581852,1.7401210338,5.5787090526,1.7357380445,1.971114173,5.473834019,11.75422271,27.023188326,0.913472295
4.54329478227,5.5589347472,5.4948474193,1.5213548866,5.512542556,1.5210668263,1.6809102704,5.511126612,16.81178,19.220773366,0.899447238
5.5834963087817,5.6207244915,5.4634657765,1.489587792,5.38632117,1.4890185089,1.6742541582,5.386727499,22.28859058,13.151782658,0.994383746
4.23410650459726,5.6781970754,5.5959019234,1.4378650278,5.6631287361,1.4053162832,1.605243819,5.681924753,27.0164339,6.2188483624,0.875232695
