"var1","var2","qv1","qv2","qv12","pv12","interaction","LocationID"
"x1","gc_x1",0.253377877942281,0.177607079226061,0.333532230204025,8.48277881271287e-09,"Enhance, bi-",20
"x2","x3",0.25875987902158,0.0133380242958716,0.482784624744983,2.8987390265911e-10,"Enhance, nonlinear",20
"x2","x6",0.25875987902158,0.0295826748706169,0.599184504897417,8.12670930550041e-10,"Enhance, nonlinear",20
"x2","gc_x1",0.25875987902158,0.177607079226061,0.608201424020635,4.8160109233919e-10,"Enhance, nonlinear",20
"x3","x6",0.0133380242958716,0.0295826748706169,0.148277938474673,0.0575981078665865,"Enhance, nonlinear",20
"x3","gc_x1",0.0133380242958716,0.177607079226061,0.308689378871173,5.28979859915069e-10,"Enhance, nonlinear",20
"x6","gc_x1",0.0295826748706169,0.177607079226061,0.276272097747366,2.44533981952344e-09,"Enhance, nonlinear",20
"x1","x2",0.297294630290457,0.369975016485902,0.628077299411038,5.6700633077611e-10,"Enhance, bi-",21
"x1","x3",0.297294630290457,0.385988492120329,0.641961936586241,4.90354201687637e-10,"Enhance, bi-",21
"x1","x6",0.297294630290457,0.100273895038262,0.378983237261081,1.53421040316459e-08,"Enhance, bi-",21
"x1","gc_x1",0.297294630290457,0.149845429202925,0.408746885889417,5.20571363793465e-10,"Enhance, bi-",21
"x2","x3",0.369975016485902,0.385988492120329,0.654922038096257,5.6365967449068e-10,"Enhance, bi-",21
"x2","x6",0.369975016485902,0.100273895038262,0.714681857333671,6.21710793957675e-10,"Enhance, nonlinear",21
"x2","gc_x1",0.369975016485902,0.149845429202925,0.528713890523375,4.17388235085525e-10,"Enhance, nonlinear",21
"x3","x6",0.385988492120329,0.100273895038262,0.604386710427595,5.73443070805979e-10,"Enhance, nonlinear",21
"x3","gc_x1",0.385988492120329,0.149845429202925,0.503462098482502,4.70972261190639e-10,"Enhance, bi-",21
"x6","gc_x1",0.100273895038262,0.149845429202925,0.403474910276224,9.57869672468803e-10,"Enhance, nonlinear",21
"x1","x2",0.26456980104444,0.0283876974356859,0.412872619251675,0.00224679799110594,"Enhance, nonlinear",22
"x1","x3",0.26456980104444,0.0660346172464926,0.314619587498034,0.016929134445146,"Enhance, bi-",22
"x1","x6",0.26456980104444,0.0491443411399513,0.371507304890429,0.0244387239537376,"Enhance, nonlinear",22
"x1","gc_x1",0.26456980104444,0.0408819496695177,0.35422108380507,0.000241165943178023,"Enhance, nonlinear",22
"x2","x3",0.0283876974356859,0.0660346172464926,0.194055286599889,0.194454911823643,"Enhance, nonlinear",22
"x2","x6",0.0283876974356859,0.0491443411399513,0.348271691256641,0.00289994897309598,"Enhance, nonlinear",22
"x2","gc_x1",0.0283876974356859,0.0408819496695177,0.0668989178305122,0.999999999821346,"Enhance, bi-",22
"x3","x6",0.0660346172464926,0.0491443411399513,0.159371927273874,0.35154164190085,"Enhance, nonlinear",22
"x3","gc_x1",0.0660346172464926,0.0408819496695177,0.151135519637697,0.707600092592064,"Enhance, nonlinear",22
"x6","gc_x1",0.0491443411399513,0.0408819496695177,0.217227352888599,0.20268922386587,"Enhance, nonlinear",22
"x1","x2",0.304254729211357,0.612265266392621,0.671938231033808,4.39303815547021e-10,"Enhance, bi-",23
"x1","x3",0.304254729211357,0.350303522887828,0.640846953438583,6.04073457921572e-10,"Enhance, bi-",23
"x1","x6",0.304254729211357,0.206496975012625,0.493921936163793,4.95194951710687e-09,"Enhance, bi-",23
"x1","gc_x1",0.304254729211357,0.304473969154393,0.474741654667746,4.53191671967446e-08,"Enhance, bi-",23
"x2","x3",0.612265266392621,0.350303522887828,0.688767047697042,7.25256521505457e-10,"Enhance, bi-",23
"x2","x6",0.612265266392621,0.206496975012625,0.805776245379421,4.62235583142956e-10,"Enhance, bi-",23
"x2","gc_x1",0.612265266392621,0.304473969154393,0.752591906565039,4.78246220403378e-10,"Enhance, bi-",23
