"ga","u","se","eta"
0.912776596030877,0.409705670514108,0.0216109157436516,-1.45495219415664
0.91766080332573,0.402514195303186,0.0227973895398652,-1.49253915062547
0.922545010620582,0.395137646444036,0.0240529612487096,-1.53031291789784
0.927429217915434,0.387574874215793,0.0253772503625781,-1.56824389478205
0.932313425210287,0.379825309118021,0.0267698924416515,-1.60629692867284
0.937197632505139,0.371888591937696,0.0282305609694032,-1.64443410615632
0.942081839799991,0.363764464027926,0.0297589770009277,-1.68261918509475
0.946966047094844,0.355452757368595,0.0313549200171761,-1.72081871259293
0.951850254389696,0.346953387632615,0.0330182355201996,-1.75899378596946
0.956734461684549,0.338266465521007,0.0347488326323721,-1.79710670527559
0.961618668979401,0.329392531821259,0.036546671314816,-1.83512833236918
0.966502876274253,0.320332290054137,0.0384117704600824,-1.85423313551157
0.971387083569106,0.311086539734529,0.0403442089916069,-1.87332182361938
0.976271290863958,0.301656171593208,0.0423441240926217,-1.89238520271515
0.98115549815881,0.292042163071652,0.0444117092989266,-1.9114116237624
0.986039705453663,0.282245574061372,0.0465472126188071,-1.93038848546819
0.990923912748515,0.272267542862648,0.0487509347855359,-1.94930946177005
