"element","model","R2","RMSE","MAE","R2_sd","RMSE_sd","dR2_vs_SRK","dRMSE_vs_SRK","dMAE_vs_SRK"
"Co","SRK",0.359469852089772,10.3947045161571,6.4157343871247,0.109049613643416,1.46615276079083,0,0,0
"Co","RFK",0.339704781449815,10.5253629378492,6.45321196564162,0.102948624010142,1.17288329327033,0.0197650706399563,-0.130658421692125,-0.0374775785169108
"Co","RF",0.336970869126403,10.5480511773565,6.50595453932532,0.103609866005495,1.18509941500682,0.0224989829633686,-0.153346661199379,-0.0902201522006152
"Co","IDW",0.266438628755679,11.1530537255019,7.41640643773304,0.058913096924374,1.45061185123218,0.0930312233340923,-0.758349209344736,-1.00067205060834
"Co","LM",0.237430261383556,11.328145987451,7.47675221126192,0.113320737773264,1.32411585263807,0.122039590706216,-0.933441471293907,-1.06101782413721
"Co","OK",0.151814312763985,12.0190940340114,7.99091080506516,0.0807147302839036,1.79351187801515,0.207655539325786,-1.62438951785424,-1.57517641794046
