"element","model","R2_mean","R2_sd","R2_min","R2_max","RMSE_mean","RMSE_sd"
"Co","SRK",0.357996600891576,0.00297050192839938,0.352246323299512,0.361822925628303,10.4058197377611,0.0230015838205777
"Co","RFK",0.340084017873194,0.00217467788633159,0.334912639983715,0.346075360802385,10.5220673599265,0.0149540844472718
"Co","RF",0.336859628172481,0.00217046572364838,0.330678319914495,0.341902108773897,10.547964073741,0.0150811044704856
