"element","n","unit","mean","sd","min","median","max","cv","skewness","extent_x_km","extent_y_km"
"Co",998,"ppm",13.2990399816583,13.2135301383055,0.5,8.937125149,112.199997,0.993570224356743,2.57939865536089,166.010809999999,203.623609
