"element","covariate","sv_mean","sv_sd","sv_min","sv_max","share_below_2","n_neutral","cor_with_response","cor_with_covariate","retained"
"Co","ifi",7.02204061335201,6.76855968171891,0.772357674241771,21.9722101373506,0.280561122244489,0,0.219152552494497,-0.526325625430217,TRUE
"Co","hm",5.43147962288141,6.18030391727921,1.08418332564991,21.9483816333332,0.435871743486974,0,-0.227395460950622,-0.606470955256553,TRUE
"Co","elevation",2.00469679700913,0.045606779817726,1.86205242275263,2.1580762885049,0.439879759519038,0,-0.17170198115214,-0.580513411511487,FALSE
