"element","RF","SRK"
"Co",9.60979602228965,8.20918759034583
"Co",1.87401662760911,1.7690783546755
"Co",0.66218349148097,0.592086363987789
"Co",-1.52062460033803,-0.791426884143696
"Co",-4.65553923464577,-4.70248990454256
"Co",-4.4808686970186,-2.74425071993013
"Co",-5.4524301543343,-5.2191697043167
"Co",-4.15488411792873,-4.13212597346017
"Co",-2.9534812961036,-2.70305439232926
"Co",3.48682674226314,1.5957056309388
"Co",-1.39305919255091,-1.73022260178537
"Co",-0.403384680573726,-0.455058652130923
"Co",-2.61758276980929,-2.30829872500276
"Co",-0.46883041337002,-0.134072145581548
"Co",0.44703707419675,1.08413354707379
"Co",0.512839364685927,0.490905356329849
"Co",0.069390528639433,0.419022740835411
"Co",-1.11181305667133,-1.07088727334016
"Co",1.11701216523375,1.6483023412715
"Co",-3.88984121265297,-3.80295072681606
"Co",-0.774508921744037,-0.765326997117324
"Co",1.71833030806451,1.85297458289985
"Co",-2.21020551565171,-6.96201275811012
"Co",-5.91633655809772,-5.26528731197023
"Co",0.421321708185577,1.76933559011374
"Co",-3.65638136983779,-3.06895885157529
"Co",4.88867084457473,4.44854233401195
"Co",-1.04112148692309,-1.42315770297756
"Co",1.34807557029086,1.28230655693717
"Co",8.42633081964821,8.40082229793253
"Co",-0.0728711302845841,-0.335073233199136
"Co",0.282789736002721,-0.0519288914872025
"Co",1.95101518693802,1.20154881944897
"Co",1.9997081356072,2.16074692565624
"Co",-3.56593677521932,-3.2408301410471
"Co",-1.85647066722335,-1.88757113988227
"Co",-2.72111727892584,-3.97728237794354
"Co",-1.36138468123243,-2.09451066860677
"Co",-4.10295482971017,-4.90500301330933
"Co",-9.85421692061925,-7.61318399586222
"Co",-1.72755280756641,-2.98079156499722
"Co",-7.90600265165302,-8.65356906258257
"Co",-0.369437472668352,0.518496578599652
"Co",-5.90817216071293,-4.81042059334446
"Co",-0.407811515700892,2.08676306434712
"Co",-1.42037880276434,-1.87659873476433
"Co",2.93019688337968,2.71293034290066
"Co",-0.0607446256294022,-0.165402922694298
"Co",0.320783758925105,0.438735989844233
"Co",-2.70322046540417,-1.5095967697325
"Co",-1.97188799749195,-2.98052009792102
"Co",-2.56461857887861,-2.87976002112687
"Co",1.46286161993568,0.663603765774502
"Co",1.62230474588726,1.71561258547904
"Co",1.0214377240225,1.07709012526456
"Co",0.755833333333333,0.374140826117005
"Co",-0.241039886215061,-1.13998700316857
"Co",0.302130854357491,-0.381075459309453
"Co",-0.207419133749584,-0.253508880652946
"Co",0.268424258449466,0.866425891147232
"Co",-2.82536565584151,-1.845053992099
"Co",-13.5062921582978,-10.0293096766771
"Co",5.76241671980554,4.52601476094892
"Co",-3.7368382881446,-6.32115873279536
"Co",-2.47303507114303,-1.37428811701412
"Co",-0.665810831294264,-0.903325354254166
"Co",0.00667240114063361,0.821769477271902
"Co",-2.0141144256792,-1.1080296320456
"Co",-0.962590400171568,-1.65079254837301
"Co",0.393892011561078,1.61219219190992
"Co",-3.28625820412666,-2.28286626356599
"Co",0.70351366523869,0.498998795006974
"Co",0.259253814407517,-0.139710281482486
"Co",-5.80050881429731,-6.64664564650095
"Co",-0.524431773953427,-0.869231140248498
"Co",-5.5876452314532,-5.51070070238367
"Co",-8.62317485561951,-7.89206501046066
"Co",-3.479257696254,-2.94500198055827
"Co",-2.1832955993884,-1.93409533358477
"Co",-0.479391923590534,-0.395033083271933
"Co",-1.72456207288333,-1.2487172605492
"Co",-2.556506668022,-2.33562695853207
"Co",-1.86445612775617,-1.930349701549
"Co",1.5691107706201,1.87280499562745
"Co",-1.59132473352337,-1.24729242698937
"Co",-1.07083664679551,-0.639816359771671
"Co",-1.37119563419481,-1.19702920908299
"Co",-0.720783718758917,-1.39029770018238
"Co",1.4386915652539,1.62101510226
"Co",-1.22437651457069,-0.714693892570982
"Co",-0.190773413785333,-0.265320965082285
"Co",-0.257561404591279,0.209066203109334
"Co",0.961360766924551,0.796470356460394
"Co",-1.50950548416612,-1.50342342205961
"Co",-0.514156138253297,-0.620524260605293
"Co",-5.06756666666667,-4.73944288279759
"Co",-0.513097308051794,-1.03908756847042
"Co",-4.05706744155614,-3.98019992761633
"Co",0.920157552337002,0.917063530894163
"Co",-1.40591359495655,-0.452249079109439
"Co",-3.06622969139552,-3.66668413803568
"Co",2.08146015824784,0.573007445196501
"Co",-0.361190003977997,0.464466045777801
"Co",0.281688615826008,0.286316648849311
"Co",0.316504729186044,0.418967932145703
"Co",0.0847216549524319,-0.916980214954943
"Co",-0.725521179106532,-0.348818905398425
"Co",-0.746301442815736,-1.08052974141773
"Co",-0.920594874604434,-1.16322597454592
"Co",-0.424763046929968,-0.260800766510711
"Co",-0.717034385091377,-0.671906257642037
"Co",-1.14772802285031,-1.16296543089981
"Co",0.684179704418283,0.381675189640729
"Co",-1.5313678461925,-1.68212878953461
"Co",-2.37349817052792,-2.39548323547914
"Co",-2.74099098424067,-3.80062834271533
"Co",-2.6466233768077,-2.2039519790924
"Co",7.66836325825066,7.32349165927034
"Co",0.325360946010999,1.00375534182434
"Co",-1.94359576084333,-1.64561579391376
"Co",-0.997205022770067,-1.18769394175967
"Co",4.2462059557178,4.73979085588714
"Co",0.897956925209633,0.8997026077555
"Co",-0.111906002809037,-0.0522000416337365
"Co",0.247890320518437,0.238848686984769
"Co",-0.28082414221494,-0.0050186048290195
"Co",0.446059572030504,-0.039708461526736
"Co",-0.851658172708802,-0.756317482905766
"Co",-1.8798371831819,-2.3789267969696
"Co",-2.29740884989583,-2.21896411768207
"Co",-1.00048282420579,-1.34725219962718
"Co",2.5014495852488,2.00226132471797
"Co",-3.93952686712889,-3.15354891177826
"Co",-2.22064088541932,-1.58883680248917
"Co",-4.96692555471667,-5.81432521674833
"Co",-0.977455202277269,-2.48683950376675
"Co",-0.0636989856302677,0.1178551501991
"Co",2.13332454108826,2.12652231384707
"Co",5.03064931332603,2.63778570784929
"Co",-1.30187489633633,-1.82174596896039
"Co",-4.076671130435,-4.92387295385392
"Co",0.121893333563346,1.10720242513218
"Co",2.92216016832734,4.47769696076333
"Co",-0.226174443701668,0.0201356665226715
"Co",-1.46724363702072,-3.7159728141236
"Co",0.816333337713335,-0.524014869843668
"Co",-1.2269540002804,-0.696652530398863
"Co",-0.645486553040858,-0.101690004547674
"Co",-4.21593988842987,-3.69141828797049
"Co",-1.79331972401912,-1.7351886587929
"Co",-2.39438852445934,-2.0836210077733
"Co",-0.833796913490067,-0.339813898516399
"Co",-1.16641272632593,-2.74078438347762
"Co",-0.591349512574698,0.359462301195807
"Co",-2.9605198398364,-3.084373224991
