"coef_GC_Income","coef_GC_Indemp","model"
0.00256026746890254,-0.0597950231650518,"MLR"
0.0024008951606897,-0.0668520753915585,"MLR"
0.00316311607335378,-0.0489676773459892,"MLR"
0.00485871625821915,-0.0294847481957027,"MLR"
0.00408502572875346,-0.0468099309409586,"MLR"
0.00288809456425314,-0.0482722187902054,"MLR"
0.00301353418315016,-0.04055222322152,"MLR"
0.00391478720407718,-0.0224656716834694,"MLR"
0.00381639977226104,-0.0347314954284589,"MLR"
0.00230098111867805,-0.0665322969272347,"MLR"
0.00158326776160393,-0.0727887277945508,"MLR"
0.00132066580643003,-0.069203389264985,"MLR"
0.00059226949379875,-0.0575153092329672,"MLR"
0.00402956135981753,-0.0555379532751029,"MLR"
0.00463147775449332,-0.0431000487634578,"MLR"
0.00435463015612857,-0.0571092649550397,"MLR"
0.0028305879843523,-0.0695222838432699,"MLR"
0.00371896878252707,-0.0611974432081984,"MLR"
0.00325935075941174,-0.0711536636901664,"MLR"
0.00395093471375065,-0.0663575247974273,"MLR"
0.00411890432479323,-0.0547833326467922,"MLR"
0.00340977098962071,-0.0560352776196794,"MLR"
0.00308703224448519,-0.0641963648349427,"MLR"
0.00356482311162929,-0.0657919015473218,"MLR"
0.00201493548588836,-0.074384341065535,"MLR"
0.00120029707394561,-0.0686319334296713,"MLR"
0.000921487725178051,-0.0732431046936984,"MLR"
-0.0425363010844051,-0.0005250126361324,"MLR"
-0.0520417461128766,0.00056395671901987,"MLR"
-0.0331341659065564,-0.00156966559479691,"MLR"
-0.0393551214021466,-0.000457870796626993,"MLR"
-0.0466435140728044,0.000666320397298168,"MLR"
-0.0352644227725976,-0.00274902214130487,"MLR"
-0.0545597349603853,0.000472718394110015,"MLR"
-0.0732795347145865,0.00316191798335745,"MLR"
-0.0681179789117822,0.00201830984491225,"MLR"
-0.0588472756864422,0.00314283031438471,"MLR"
-0.0946360329703755,-0.0090602164404266,"MLR"
-0.0722111579051344,-0.0185236446334728,"MLR"
-0.0777341685245022,0.00254779066141416,"MLR"
-0.049339152103092,-0.0207224888408454,"MLR"
-0.0771831806074731,0.00236491930663364,"MLR"
-0.0816891743041072,-0.000371818453917319,"MLR"
-0.0996465204254673,-0.00561016170850509,"MLR"
-0.0869197330318918,0.0130398447508577,"MLR"
-0.0864234265459183,0.0140099068875566,"MLR"
-0.0870438865054923,0.0122711416765947,"MLR"
-0.0866681773690877,0.0137454124309585,"MLR"
-0.0866847041481851,0.0134707390929224,"MLR"
-0.0863836262478274,0.0136648644909442,"MLR"
-0.0866392017148372,0.0135251834636221,"MLR"
-0.0864876486849028,0.0134831426288354,"MLR"
-0.0868499283965172,0.0128117165126241,"MLR"
-0.0866035550422455,0.0132366550575625,"MLR"
-0.086549842343667,0.0130696452018684,"MLR"
-0.086600119768654,0.013111980157108,"MLR"
-0.086860947580958,0.0125472327431039,"MLR"
-0.0864298783111611,0.0133962877315671,"MLR"
-0.0866168407262572,0.0133773356095538,"MLR"
-0.0866932424238161,0.0134084994826317,"MLR"
-0.0857742733007752,0.0110740580478639,"MLR"
-0.0799949241469253,0.00927612208572557,"MLR"
-0.08663435823806,0.0113004682971803,"MLR"
-0.0715558722379798,0.0057694806584806,"MLR"
-0.0866288309570083,0.0119906195058891,"MLR"
-0.0807844429192602,0.00806976604282003,"MLR"
-0.083263808926196,0.00953813597420209,"MLR"
-0.0881052948941657,0.0110494326650226,"MLR"
-0.0870600179886614,0.0111806719049917,"MLR"
-0.0876765523120535,0.0116263768678105,"MLR"
-0.0869403311566911,0.0128458165269912,"MLR"
-0.0866283698385012,0.00786462990197671,"MLR"
-0.0899063636930454,0.00700130073960193,"MLR"
-0.0889619799101346,0.00952214688413875,"MLR"
-0.0897723533794684,0.00889398419216494,"MLR"
-0.0876451068432553,0.0118981181991003,"MLR"
-0.0867317138986002,0.0129348283592152,"MLR"
-0.0869100829357087,0.0109034900284216,"MLR"
-0.0876714434640727,0.0120783687639855,"MLR"
-0.0872352156290535,0.0119560199481325,"MLR"
-0.0793393656098504,0.00609615696560084,"MLR"
-0.0856223027495482,0.0076143996292694,"MLR"
