"Lon","Lat","Elevation"
118.7066479,-25.30391087,518.2073395
118.7111524,-25.30391087,515.4293439
118.7156569,-25.30391087,514.5815875
118.7201614,-25.30391087,511.0843163
118.7246659,-25.30391087,508.194984
118.7291704,-25.30391087,505.7396977
118.7336749,-25.30391087,506.4553309
118.7381794,-25.30391087,504.8550038
118.7426839,-25.30391087,502.1418742
118.7471885,-25.30391087,501.206336
118.751693,-25.30391087,499.9863059
118.7561975,-25.30391087,498.1177711
118.760702,-25.30391087,497.7200381
118.7652065,-25.30391087,498.5570955
118.769711,-25.30391087,497.9610039
118.7742155,-25.30391087,497.8567172
118.77872,-25.30391087,498.0357851
118.7832245,-25.30391087,498.4811434
118.787729,-25.30391087,498.7497565
118.7922335,-25.30391087,499.0091952
118.796738,-25.30391087,499.5415956
118.8012425,-25.30391087,501.0440645
118.805747,-25.30391087,503.4611624
118.8102515,-25.30391087,505.133697
118.814756,-25.30391087,507.3174782
118.8192605,-25.30391087,516.0608504
118.823765,-25.30391087,522.7517549
118.8282695,-25.30391087,507.9397038
118.832774,-25.30391087,505.9804016
118.8372785,-25.30391087,505.8782561
118.841783,-25.30391087,506.5267875
118.8462876,-25.30391087,505.8393516
118.8507921,-25.30391087,505.8360675
118.8552966,-25.30391087,506.0517381
118.8598011,-25.30391087,506.755894
118.8643056,-25.30391087,507.7455614
118.8688101,-25.30391087,506.6585695
118.8733146,-25.30391087,506.3002204
118.8778191,-25.30391087,506.7893851
118.8823236,-25.30391087,507.5263303
118.8868281,-25.30391087,508.3676163
118.8913326,-25.30391087,508.2912917
118.8958371,-25.30391087,508.5996969
118.9003416,-25.30391087,508.8993463
118.9048461,-25.30391087,509.2418778
118.9093506,-25.30391087,509.912199
118.9138551,-25.30391087,510.7103477
118.9183596,-25.30391087,511.9078642
118.9228641,-25.30391087,512.8812807
118.9273686,-25.30391087,513.3418142
118.9318731,-25.30391087,514.1339197
118.9363776,-25.30391087,514.946681
118.9408821,-25.30391087,516.2676191
118.9453867,-25.30391087,517.2336912
118.9498912,-25.30391087,518.9114474
118.9543957,-25.30391087,519.959364
118.9589002,-25.30391087,520.4490208
118.9634047,-25.30391087,520.6171327
118.9679092,-25.30391087,520.5598662
118.9724137,-25.30391087,520.8171249
118.9769182,-25.30391087,522.1066529
118.9814227,-25.30391087,521.7675465
118.9859272,-25.30391087,521.1905713
118.9904317,-25.30391087,520.5521142
118.9949362,-25.30391087,519.9799525
118.3688101,-25.29940636,491.969921
118.3733146,-25.29940636,491.7543955
118.3778191,-25.29940636,492.2804423
118.3823236,-25.29940636,493.326474
118.3868281,-25.29940636,492.8678832
118.3913326,-25.29940636,493.4921915
118.3958371,-25.29940636,493.1943851
118.4003416,-25.29940636,491.9388272
118.4048461,-25.29940636,490.7178844
118.4093506,-25.29940636,489.4904473
118.4138551,-25.29940636,487.8191504
118.4183596,-25.29940636,486.367682
118.4228641,-25.29940636,485.5605694
118.4273686,-25.29940636,484.9831742
118.4318731,-25.29940636,484.8331976
118.4363776,-25.29940636,484.6452667
118.4408821,-25.29940636,484.3489975
118.4453867,-25.29940636,483.4464091
118.4498912,-25.29940636,482.1454496
118.4543957,-25.29940636,481.1661228
118.4589002,-25.29940636,480.3572451
118.4634047,-25.29940636,480.1864459
118.4679092,-25.29940636,480.3157416
118.4724137,-25.29940636,480.5883284
118.4769182,-25.29940636,480.7973705
118.4814227,-25.29940636,480.7721677
118.4859272,-25.29940636,480.8570271
118.4904317,-25.29940636,481.5343762
118.4949362,-25.29940636,482.0798148
118.4994407,-25.29940636,482.0595914
118.5039452,-25.29940636,482.3612388
118.5084497,-25.29940636,482.7065287
118.5129542,-25.29940636,483.0536226
118.5174587,-25.29940636,483.2435843
118.5219632,-25.29940636,483.6759395
118.5264677,-25.29940636,483.8784289
118.5309722,-25.29940636,484.0620822
118.5354767,-25.29940636,484.0105422
118.5399812,-25.29940636,484.0668838
118.5444857,-25.29940636,484.0619927
118.5489903,-25.29940636,484.6222249
118.5534948,-25.29940636,485.8144021
118.5579993,-25.29940636,487.6529043
118.5625038,-25.29940636,492.0642486
118.5670083,-25.29940636,497.333378
118.5715128,-25.29940636,506.0475898
118.5760173,-25.29940636,507.014698
118.5805218,-25.29940636,502.1314044
118.5850263,-25.29940636,498.5412878
118.5895308,-25.29940636,496.0161174
118.5940353,-25.29940636,494.8232374
118.5985398,-25.29940636,494.7913976
118.6030443,-25.29940636,494.9176104
118.6075488,-25.29940636,495.0138477
118.6120533,-25.29940636,494.6633122
118.6165578,-25.29940636,494.8194743
118.6210623,-25.29940636,494.3180219
118.6255668,-25.29940636,494.2462341
118.6300713,-25.29940636,494.4391557
118.6345758,-25.29940636,495.1879048
118.6390803,-25.29940636,495.3288871
118.6435848,-25.29940636,496.0656468
118.6480894,-25.29940636,496.4705478
118.6525939,-25.29940636,496.532335
118.6570984,-25.29940636,497.7488065
118.6616029,-25.29940636,499.6307676
118.6661074,-25.29940636,500.3752672
118.6706119,-25.29940636,500.7007172
118.6751164,-25.29940636,501.3458919
118.6796209,-25.29940636,501.8027857
118.6841254,-25.29940636,501.2690666
118.6886299,-25.29940636,502.5784792
118.6931344,-25.29940636,502.9415303
118.6976389,-25.29940636,503.0374569
118.7021434,-25.29940636,504.4758996
118.7066479,-25.29940636,505.9298073
118.7111524,-25.29940636,507.0097705
118.7156569,-25.29940636,508.8204286
118.7201614,-25.29940636,508.5820017
118.7246659,-25.29940636,507.0248044
118.7291704,-25.29940636,504.2795093
118.7336749,-25.29940636,503.6109778
118.7381794,-25.29940636,502.354398
118.7426839,-25.29940636,501.1611233
118.7471885,-25.29940636,500.5581122
118.751693,-25.29940636,499.6324475
118.7561975,-25.29940636,497.8030821
118.760702,-25.29940636,497.194947
118.7652065,-25.29940636,497.9693372
118.769711,-25.29940636,497.4172539
118.7742155,-25.29940636,497.4697037
118.77872,-25.29940636,497.7069936
118.7832245,-25.29940636,497.7363537
118.787729,-25.29940636,497.5385252
118.7922335,-25.29940636,497.6900064
118.796738,-25.29940636,497.8851242
118.8012425,-25.29940636,499.0041668
118.805747,-25.29940636,501.6645621
118.8102515,-25.29940636,502.8910988
118.814756,-25.29940636,504.4952402
118.8192605,-25.29940636,509.8461385
118.823765,-25.29940636,516.5357228
118.8282695,-25.29940636,512.0717803
118.832774,-25.29940636,509.0487041
118.8372785,-25.29940636,508.6192682
118.841783,-25.29940636,506.9729118
118.8462876,-25.29940636,506.3776541
118.8507921,-25.29940636,507.3244361
118.8552966,-25.29940636,508.3160404
118.8598011,-25.29940636,508.6291023
118.8643056,-25.29940636,508.9090631
118.8688101,-25.29940636,507.6878249
118.8733146,-25.29940636,506.6758785
118.8778191,-25.29940636,507.2332408
118.8823236,-25.29940636,509.2621248
118.8868281,-25.29940636,510.5880665
118.8913326,-25.29940636,509.1196132
118.8958371,-25.29940636,508.903066
118.9003416,-25.29940636,509.0216463
118.9048461,-25.29940636,508.7667629
118.9093506,-25.29940636,509.1523342
118.9138551,-25.29940636,509.851819
118.9183596,-25.29940636,510.6972911
118.9228641,-25.29940636,511.1616102
118.9273686,-25.29940636,511.6059579
118.9318731,-25.29940636,512.4690501
118.9363776,-25.29940636,513.680747
118.9408821,-25.29940636,514.7465701
118.9453867,-25.29940636,515.4841962
118.9498912,-25.29940636,515.9764493
118.9543957,-25.29940636,516.6278179
118.9589002,-25.29940636,517.5442548
118.9634047,-25.29940636,518.3780026
118.9679092,-25.29940636,518.7597513
118.9724137,-25.29940636,519.3670635
118.9769182,-25.29940636,521.2865541
118.9814227,-25.29940636,520.6453147
118.9859272,-25.29940636,520.0639682
118.9904317,-25.29940636,519.8460105
118.9949362,-25.29940636,519.5081249
118.9994407,-25.29940636,519.7704542
118.3598011,-25.29490186,496.7362324
118.3643056,-25.29490186,493.5737972
118.3688101,-25.29490186,490.7986203
118.3733146,-25.29490186,490.013382
118.3778191,-25.29490186,489.5484559
118.3823236,-25.29490186,490.1479688
118.3868281,-25.29490186,491.8768484
118.3913326,-25.29490186,494.5631821
118.3958371,-25.29490186,494.5828483
118.4003416,-25.29490186,493.1246119
118.4048461,-25.29490186,491.8361094
118.4093506,-25.29490186,489.6537507
118.4138551,-25.29490186,487.1753826
118.4183596,-25.29490186,485.0380358
118.4228641,-25.29490186,483.544616
118.4273686,-25.29490186,483.4261793
118.4318731,-25.29490186,483.383359
118.4363776,-25.29490186,483.2233663
118.4408821,-25.29490186,483.0562462
118.4453867,-25.29490186,482.2124654
118.4498912,-25.29490186,481.2068334
118.4543957,-25.29490186,480.3936309
118.4589002,-25.29490186,479.5546358
118.4634047,-25.29490186,479.598949
118.4679092,-25.29490186,479.8019571
118.4724137,-25.29490186,479.7920761
118.4769182,-25.29490186,480.0648137
118.4814227,-25.29490186,480.0464096
118.4859272,-25.29490186,480.2245738
118.4904317,-25.29490186,481.0517396
118.4949362,-25.29490186,481.4634822
118.4994407,-25.29490186,481.4983169
